Date,TIGER 농산물선물Enhanced(H)
2018-10-04,4920.0
2018-10-05,4960.0
2018-10-08,5015.0
2018-10-10,4965.0
2018-10-11,4900.0
2018-10-12,5005.0
2018-10-15,5000.0
2018-10-16,5090.0
2018-10-17,5085.0
2018-10-18,5050.0
2018-10-19,5035.0
2018-10-22,5020.0
2018-10-23,4995.0
2018-10-24,4990.0
2018-10-25,4975.0
2018-10-26,4930.0
2018-10-29,5005.0
2018-10-30,4995.0
2018-10-31,4955.0
2018-11-01,4955.0
2018-11-02,5010.0
2018-11-05,5035.0
2018-11-06,5015.0
2018-11-07,5020.0
2018-11-08,4970.0
2018-11-09,4995.0
2018-11-12,4960.0
2018-11-13,4990.0
2018-11-14,4945.0
2018-11-15,4970.0
2018-11-16,4985.0
2018-11-19,4965.0
2018-11-20,4930.0
2018-11-21,4885.0
2018-11-22,4910.0
2018-11-23,4915.0
2018-11-26,4885.0
2018-11-27,4860.0
2018-11-28,4855.0
2018-11-29,4920.0
2018-11-30,4940.0
2018-12-03,5005.0
2018-12-04,4965.0
2018-12-05,4985.0
2018-12-06,4955.0
2018-12-07,4995.0
2018-12-10,4990.0
2018-12-11,5010.0
2018-12-12,5010.0
2018-12-13,5015.0
2018-12-14,4985.0
2018-12-17,4990.0
2018-12-18,4990.0
2018-12-19,4990.0
2018-12-20,4970.0
2018-12-21,4925.0
2018-12-24,4910.0
2018-12-26,4905.0
2018-12-27,4915.0
2018-12-28,4910.0
2019-01-02,4915.0
2019-01-03,4920.0
2019-01-04,4960.0
2019-01-07,4980.0
2019-01-08,4985.0
2019-01-09,5000.0
2019-01-10,4995.0
2019-01-11,4975.0
2019-01-14,4980.0
2019-01-15,4980.0
2019-01-16,4970.0
2019-01-17,4905.0
2019-01-18,4955.0
2019-01-21,4990.0
2019-01-22,4960.0
2019-01-23,4985.0
2019-01-24,5010.0
2019-01-25,4990.0
2019-01-28,4990.0
2019-01-29,4970.0
2019-01-30,4935.0
2019-01-31,4975.0
2019-02-01,4950.0
2019-02-07,4955.0
2019-02-08,4940.0
2019-02-11,4910.0
2019-02-12,4905.0
2019-02-13,4925.0
2019-02-14,4970.0
2019-02-15,4915.0
2019-02-18,4895.0
2019-02-19,4905.0
2019-02-20,4855.0
2019-02-21,4895.0
2019-02-22,4900.0
2019-02-25,4905.0
2019-02-26,4855.0
2019-02-27,4835.0
2019-02-28,4830.0
2019-03-04,4740.0
2019-03-05,4715.0
2019-03-06,4775.0
2019-03-07,4710.0
2019-03-08,4665.0
2019-03-11,4675.0
2019-03-12,4630.0
2019-03-13,4695.0
2019-03-14,4665.0
2019-03-15,4690.0
2019-03-18,4740.0
2019-03-19,4725.0
