Date,KINDEX 레버리지
2018-10-04,5445.0
2018-10-05,5410.0
2018-10-08,5375.0
2018-10-10,5300.0
2018-10-11,4865.0
2018-10-12,4940.0
2018-10-15,4895.0
2018-10-16,4875.0
2018-10-17,4995.0
2018-10-18,4905.0
2018-10-19,4925.0
2018-10-22,4950.0
2018-10-23,4735.0
2018-10-24,4690.0
2018-10-25,4540.0
2018-10-26,4400.0
2018-10-29,4310.0
2018-10-30,4380.0
2018-10-31,4405.0
2018-11-01,4380.0
2018-11-02,4690.0
2018-11-05,4595.0
2018-11-06,4650.0
2018-11-07,4605.0
2018-11-08,4700.0
2018-11-09,4640.0
2018-11-12,4675.0
2018-11-13,4585.0
2018-11-14,4580.0
2018-11-15,4640.0
2018-11-16,4645.0
2018-11-19,4685.0
2018-11-20,4605.0
2018-11-21,4560.0
2018-11-22,4550.0
2018-11-23,4490.0
2018-11-26,4600.0
2018-11-27,4665.0
2018-11-28,4715.0
2018-11-29,4755.0
2018-11-30,4675.0
2018-12-03,4815.0
2018-12-04,4700.0
2018-12-05,4645.0
2018-12-06,4520.0
2018-12-07,4560.0
2018-12-10,4465.0
2018-12-11,4435.0
2018-12-12,4545.0
2018-12-13,4605.0
2018-12-14,4435.0
2018-12-17,4465.0
2018-12-18,4450.0
2018-12-19,4490.0
2018-12-20,4425.0
2018-12-21,4405.0
2018-12-24,4415.0
2018-12-26,4295.0
2018-12-27,4420.0
2018-12-28,4450.0
2019-01-02,4345.0
2019-01-03,4255.0
2019-01-04,4315.0
2019-01-07,4435.0
2019-01-08,4390.0
2019-01-09,4550.0
2019-01-10,4575.0
2019-01-11,4635.0
2019-01-14,4555.0
2019-01-15,4710.0
2019-01-16,4755.0
2019-01-17,4780.0
2019-01-18,4850.0
2019-01-21,4865.0
2019-01-22,4825.0
2019-01-23,4860.0
2019-01-24,4945.0
2019-01-25,5135.0
2019-01-28,5130.0
2019-01-29,5180.0
2019-01-30,5300.0
2019-01-31,5295.0
2019-02-01,5265.0
2019-02-07,5275.0
2019-02-08,5140.0
2019-02-11,5145.0
2019-02-12,5195.0
2019-02-13,5240.0
2019-02-14,5340.0
2019-02-15,5205.0
2019-02-18,5295.0
2019-02-19,5235.0
2019-02-20,5360.0
2019-02-21,5375.0
2019-02-22,5375.0
2019-02-25,5385.0
2019-02-26,5350.0
2019-02-27,5380.0
2019-02-28,5225.0
2019-03-04,5160.0
2019-03-05,5085.0
2019-03-06,5060.0
2019-03-07,5030.0
2019-03-08,4880.0
2019-03-11,4890.0
2019-03-12,4985.0
2019-03-13,4915.0
2019-03-14,4930.0
2019-03-15,5030.0
2019-03-18,5045.0
2019-03-19,5050.0
