Date,TIGER 은행
2018-10-08,8810.0
2018-10-10,8785.0
2018-10-11,8355.0
2018-10-12,8305.0
2018-10-15,8365.0
2018-10-16,8295.0
2018-10-17,8390.0
2018-10-18,8290.0
2018-10-19,8255.0
2018-10-22,8450.0
2018-10-23,8220.0
2018-10-24,8415.0
2018-10-25,8220.0
2018-10-26,8185.0
2018-10-29,8275.0
2018-10-30,7860.0
2018-10-31,7865.0
2018-11-01,7835.0
2018-11-02,8020.0
2018-11-05,7910.0
2018-11-06,7950.0
2018-11-07,7900.0
2018-11-08,8020.0
2018-11-09,7935.0
2018-11-12,7965.0
2018-11-13,7940.0
2018-11-14,7905.0
2018-11-15,7905.0
2018-11-16,7880.0
2018-11-19,7875.0
2018-11-20,7885.0
2018-11-21,7890.0
2018-11-22,7870.0
2018-11-23,7850.0
2018-11-26,7895.0
2018-11-27,7970.0
2018-11-28,7870.0
2018-11-29,7930.0
2018-11-30,7755.0
2018-12-03,7765.0
2018-12-04,7795.0
2018-12-05,7785.0
2018-12-06,7740.0
2018-12-07,7785.0
2018-12-10,7530.0
2018-12-11,7535.0
2018-12-12,7620.0
2018-12-13,7680.0
2018-12-14,7725.0
2018-12-17,7755.0
2018-12-18,7850.0
2018-12-19,7830.0
2018-12-20,7875.0
2018-12-21,7935.0
2018-12-24,7915.0
2018-12-26,7720.0
2018-12-27,7795.0
2018-12-28,7870.0
2019-01-02,7755.0
2019-01-03,7770.0
2019-01-04,7690.0
2019-01-07,7575.0
2019-01-08,7590.0
2019-01-09,7690.0
2019-01-10,7605.0
2019-01-11,7590.0
2019-01-14,7530.0
2019-01-15,7760.0
2019-01-16,7890.0
2019-01-17,7935.0
2019-01-18,7880.0
2019-01-21,7835.0
2019-01-22,7805.0
2019-01-23,7795.0
2019-01-24,7910.0
2019-01-25,7945.0
2019-01-28,7945.0
2019-01-29,7945.0
2019-01-30,8010.0
2019-01-31,8160.0
2019-02-01,8195.0
2019-02-07,8185.0
2019-02-08,8195.0
2019-02-11,8100.0
2019-02-12,8035.0
2019-02-13,8145.0
2019-02-14,8240.0
2019-02-15,8160.0
2019-02-18,8180.0
2019-02-19,8105.0
2019-02-20,8080.0
2019-02-21,8060.0
2019-02-22,8045.0
2019-02-25,8075.0
2019-02-26,7950.0
2019-02-27,7940.0
2019-02-28,7955.0
2019-03-04,7800.0
2019-03-05,7780.0
2019-03-06,7830.0
2019-03-07,7755.0
2019-03-08,7615.0
2019-03-11,7740.0
2019-03-12,7800.0
2019-03-13,7770.0
2019-03-14,7825.0
2019-03-15,7970.0
2019-03-18,7985.0
2019-03-19,7965.0
