Date,TIGER 미국S&P500선물(H)
2018-10-08,34180.0
2018-10-10,34075.0
2018-10-11,32605.0
2018-10-12,32800.0
2018-10-15,32500.0
2018-10-16,32545.0
2018-10-17,33275.0
2018-10-18,33055.0
2018-10-19,32865.0
2018-10-22,32750.0
2018-10-23,32175.0
2018-10-24,32315.0
2018-10-25,31580.0
2018-10-26,31565.0
2018-10-29,31435.0
2018-10-30,31365.0
2018-10-31,31810.0
2018-11-01,31985.0
2018-11-02,32580.0
2018-11-05,32085.0
2018-11-06,32335.0
2018-11-07,32580.0
2018-11-08,33170.0
2018-11-09,33095.0
2018-11-12,32940.0
2018-11-13,32330.0
2018-11-14,32175.0
2018-11-15,31935.0
2018-11-16,32140.0
2018-11-19,32210.0
2018-11-20,31725.0
2018-11-21,31265.0
2018-11-22,31310.0
2018-11-23,31120.0
2018-11-26,31200.0
2018-11-27,31425.0
2018-11-28,31750.0
2018-11-29,32235.0
2018-11-30,32335.0
2018-12-03,33100.0
2018-12-04,32685.0
2018-12-05,31900.0
2018-12-06,31450.0
2018-12-07,31670.0
2018-12-10,30895.0
2018-12-11,31075.0
2018-12-12,31375.0
2018-12-13,31425.0
2018-12-14,30975.0
2018-12-17,30810.0
2018-12-18,30125.0
2018-12-19,30085.0
2018-12-20,29780.0
2018-12-21,29240.0
2018-12-24,28600.0
2018-12-26,27585.0
2018-12-27,28975.0
2018-12-28,29330.0
2019-01-02,29260.0
2019-01-03,29025.0
2019-01-04,29055.0
2019-01-07,29890.0
2019-01-08,30085.0
2019-01-09,30400.0
2019-01-10,30260.0
2019-01-11,30525.0
2019-01-14,30290.0
2019-01-15,30605.0
2019-01-16,30770.0
2019-01-17,30680.0
2019-01-18,31125.0
2019-01-21,31395.0
2019-01-22,31215.0
2019-01-23,31045.0
2019-01-24,31040.0
2019-01-25,31200.0
2019-01-28,31245.0
2019-01-29,31070.0
2019-01-30,31090.0
2019-01-31,31600.0
2019-02-01,31825.0
2019-02-07,32080.0
2019-02-08,31670.0
2019-02-11,31850.0
2019-02-12,32070.0
2019-02-13,32465.0
2019-02-14,32475.0
2019-02-15,32195.0
2019-02-18,32720.0
2019-02-19,32705.0
2019-02-20,32735.0
2019-02-21,32890.0
2019-02-22,32685.0
2019-02-25,32980.0
2019-02-26,32810.0
2019-02-27,32850.0
2019-02-28,32815.0
2019-03-04,33175.0
2019-03-05,32920.0
2019-03-06,32810.0
2019-03-07,32580.0
2019-03-08,32275.0
2019-03-11,32380.0
2019-03-12,32820.0
2019-03-13,32855.0
2019-03-14,33130.0
2019-03-15,33150.0
2019-03-18,33335.0
2019-03-19,33395.0
