Date,KBSTAR 200
2018-10-05,29335.0
2018-10-08,29200.0
2018-10-10,28990.0
2018-10-11,27825.0
2018-10-12,28085.0
2018-10-15,27925.0
2018-10-16,27860.0
2018-10-17,28205.0
2018-10-18,27950.0
2018-10-19,28060.0
2018-10-22,28105.0
2018-10-23,27470.0
2018-10-24,27330.0
2018-10-25,26880.0
2018-10-26,26465.0
2018-10-29,26235.0
2018-10-30,26315.0
2018-10-31,26420.0
2018-11-01,26300.0
2018-11-02,27260.0
2018-11-05,27005.0
2018-11-06,27195.0
2018-11-07,27045.0
2018-11-08,27305.0
2018-11-09,27130.0
2018-11-12,27195.0
2018-11-13,27000.0
2018-11-14,26905.0
2018-11-15,27190.0
2018-11-16,27155.0
2018-11-19,27270.0
2018-11-20,26980.0
2018-11-21,26850.0
2018-11-22,26840.0
2018-11-23,26660.0
2018-11-26,27010.0
2018-11-27,27215.0
2018-11-28,27370.0
2018-11-29,27435.0
2018-11-30,27200.0
2018-12-03,27635.0
2018-12-04,27335.0
2018-12-05,27175.0
2018-12-06,26765.0
2018-12-07,26865.0
2018-12-10,26600.0
2018-12-11,26520.0
2018-12-12,26895.0
2018-12-13,27055.0
2018-12-14,26605.0
2018-12-17,26675.0
2018-12-18,26585.0
2018-12-19,26795.0
2018-12-20,26505.0
2018-12-21,26520.0
2018-12-24,26510.0
2018-12-26,26140.0
2018-12-27,26485.0
2018-12-28,26720.0
2019-01-02,26310.0
2019-01-03,26015.0
2019-01-04,26260.0
2019-01-07,26630.0
2019-01-08,26435.0
2019-01-09,26975.0
2019-01-10,26980.0
2019-01-11,27160.0
2019-01-14,26925.0
2019-01-15,27465.0
2019-01-16,27575.0
2019-01-17,27650.0
2019-01-18,27855.0
2019-01-21,27880.0
2019-01-22,27735.0
2019-01-23,27880.0
2019-01-24,28115.0
2019-01-25,28645.0
2019-01-28,28635.0
2019-01-29,28765.0
2019-01-30,29100.0
2019-01-31,29070.0
2019-02-01,29015.0
2019-02-07,29025.0
2019-02-08,28620.0
2019-02-11,28670.0
2019-02-12,28845.0
2019-02-13,28985.0
2019-02-14,29235.0
2019-02-15,28865.0
2019-02-18,29080.0
2019-02-19,28940.0
2019-02-20,29285.0
2019-02-21,29275.0
2019-02-22,29285.0
2019-02-25,29350.0
2019-02-26,29245.0
2019-02-27,29330.0
2019-02-28,28860.0
2019-03-04,28705.0
2019-03-05,28515.0
2019-03-06,28425.0
2019-03-07,28330.0
2019-03-08,27955.0
2019-03-11,27970.0
2019-03-12,28250.0
2019-03-13,28045.0
2019-03-14,28140.0
2019-03-15,28445.0
2019-03-18,28475.0
2019-03-19,28455.0
