Date,KODEX 일본TOPIX100
2018-10-19,12715.0
2018-10-22,12625.0
2018-10-23,12405.0
2018-10-24,12300.0
2018-10-25,12145.0
2018-10-26,12180.0
2018-10-29,12100.0
2018-10-30,12150.0
2018-10-31,12400.0
2018-11-01,12225.0
2018-11-02,12295.0
2018-11-05,12155.0
2018-11-06,12230.0
2018-11-07,12205.0
2018-11-08,12365.0
2018-11-09,12370.0
2018-11-12,12440.0
2018-11-13,12190.0
2018-11-14,12190.0
2018-11-15,12180.0
2018-11-16,12140.0
2018-11-19,12265.0
2018-11-20,12170.0
2018-11-21,12035.0
2018-11-22,12095.0
2018-11-23,12135.0
2018-11-26,12160.0
2018-11-27,12215.0
2018-11-28,12210.0
2018-11-29,12225.0
2018-11-30,12230.0
2018-12-03,12320.0
2018-12-04,12040.0
2018-12-05,12070.0
2018-12-06,11945.0
2018-12-07,11925.0
2018-12-10,11910.0
2018-12-11,11795.0
2018-12-12,11890.0
2018-12-13,11890.0
2018-12-14,11860.0
2018-12-17,11870.0
2018-12-18,11760.0
2018-12-19,11660.0
2018-12-20,11500.0
2018-12-21,11300.0
2018-12-24,11300.0
2018-12-26,10990.0
2018-12-27,11325.0
2018-12-28,11330.0
2019-01-02,11405.0
2019-01-03,11550.0
2019-01-04,11475.0
2019-01-07,11650.0
2019-01-08,11725.0
2019-01-09,11820.0
2019-01-10,11845.0
2019-01-11,11815.0
2019-01-14,11890.0
2019-01-15,11920.0
2019-01-16,11900.0
2019-01-17,11950.0
2019-01-18,12025.0
2019-01-21,12065.0
2019-01-22,12050.0
2019-01-23,11975.0
2019-01-24,11980.0
2019-01-25,12025.0
2019-01-28,11970.0
2019-01-29,11965.0
2019-01-30,11880.0
2019-01-31,12055.0
2019-02-01,12045.0
2019-02-07,11990.0
2019-02-08,11890.0
2019-02-11,11975.0
2019-02-12,12040.0
2019-02-13,12075.0
2019-02-14,12100.0
2019-02-15,12070.0
2019-02-18,12175.0
2019-02-19,12230.0
2019-02-20,12310.0
2019-02-21,12290.0
2019-02-22,12240.0
2019-02-25,12385.0
2019-02-26,12235.0
2019-02-27,12285.0
2019-02-28,12260.0
2019-03-04,12290.0
2019-03-05,12215.0
2019-03-06,12235.0
2019-03-07,12165.0
2019-03-08,12070.0
2019-03-11,12125.0
2019-03-12,12160.0
2019-03-13,12130.0
2019-03-14,12160.0
2019-03-15,12230.0
2019-03-18,12320.0
2019-03-19,12335.0
