Date,KODEX MSCI Korea
2018-09-10,13565.0
2018-09-11,13555.0
2018-09-12,13510.0
2018-09-13,13545.0
2018-09-14,13680.0
2018-09-17,13680.0
2018-09-18,13625.0
2018-09-19,13775.0
2018-09-20,13895.0
2018-09-21,13860.0
2018-09-27,13980.0
2018-09-28,13965.0
2018-10-01,13965.0
2018-10-02,13775.0
2018-10-04,13565.0
2018-10-05,13540.0
2018-10-08,13385.0
2018-10-10,13380.0
2018-10-11,12845.0
2018-10-12,13030.0
2018-10-15,12900.0
2018-10-16,12900.0
2018-10-17,13080.0
2018-10-18,12965.0
2018-10-19,12920.0
2018-10-22,12955.0
2018-10-23,12650.0
2018-10-24,12565.0
2018-10-25,12320.0
2018-10-26,12210.0
2018-10-29,12085.0
2018-10-30,12275.0
2018-10-31,12240.0
2018-11-01,12260.0
2018-11-02,12670.0
2018-11-05,12555.0
2018-11-06,12600.0
2018-11-07,12710.0
2018-11-08,12685.0
2018-11-09,12635.0
2018-11-12,12610.0
2018-11-13,12500.0
2018-11-14,12450.0
2018-11-15,12545.0
2018-11-16,12545.0
2018-11-19,12585.0
2018-11-20,12435.0
2018-11-21,12350.0
2018-11-22,12350.0
2018-11-23,12305.0
2018-11-26,12455.0
2018-11-27,12515.0
2018-11-28,12565.0
2018-11-29,12700.0
2018-11-30,12560.0
2018-12-03,12765.0
2018-12-04,12665.0
2018-12-05,12565.0
2018-12-06,12330.0
2018-12-07,12345.0
2018-12-10,12190.0
2018-12-11,12225.0
2018-12-12,12365.0
2018-12-13,12450.0
2018-12-14,12230.0
2018-12-17,12260.0
2018-12-18,12215.0
2018-12-19,12255.0
2018-12-20,12140.0
2018-12-21,12195.0
2018-12-24,12185.0
2018-12-26,12015.0
2018-12-27,12195.0
2018-12-28,12275.0
2019-01-02,12070.0
2019-01-03,11975.0
2019-01-04,12000.0
2019-01-07,12240.0
2019-01-08,12150.0
2019-01-09,12390.0
2019-01-10,12425.0
2019-01-11,12500.0
2019-01-14,12350.0
2019-01-15,12565.0
2019-01-16,12700.0
2019-01-17,12790.0
2019-01-18,12800.0
2019-01-21,12810.0
2019-01-22,12765.0
2019-01-23,12785.0
2019-01-24,12865.0
2019-01-25,13245.0
2019-01-28,13305.0
2019-01-29,13305.0
2019-01-30,13430.0
2019-01-31,13470.0
2019-02-01,13480.0
2019-02-07,13515.0
2019-02-08,13190.0
2019-02-11,13225.0
2019-02-12,13305.0
2019-02-13,13380.0
2019-02-14,13340.0
2019-02-15,13320.0
2019-02-18,13400.0
2019-02-19,13400.0
2019-02-20,13580.0
2019-02-21,13475.0
2019-02-22,13545.0
2019-02-25,13560.0
2019-02-26,13510.0
2019-02-27,13530.0
2019-02-28,13355.0
2019-03-04,13295.0
2019-03-05,13190.0
2019-03-06,13165.0
2019-03-07,13120.0
2019-03-08,12995.0
2019-03-11,12950.0
2019-03-12,13050.0
2019-03-13,12985.0
2019-03-14,12985.0
2019-03-15,13110.0
2019-03-18,13115.0
2019-03-19,13115.0
