Date,TIGER 삼성그룹펀더멘털
2018-12-12,8460.0
2018-12-13,8575.0
2018-12-14,8405.0
2018-12-17,8470.0
2018-12-18,8360.0
2018-12-19,8430.0
2018-12-20,8310.0
2018-12-21,8365.0
2018-12-24,8390.0
2018-12-26,8230.0
2018-12-27,8400.0
2018-12-28,8440.0
2019-01-02,8355.0
2019-01-03,8250.0
2019-01-04,8260.0
2019-01-07,8425.0
2019-01-08,8390.0
2019-01-09,8465.0
2019-01-10,8490.0
2019-01-11,8545.0
2019-01-14,8545.0
2019-01-15,8700.0
2019-01-16,8715.0
2019-01-17,8745.0
2019-01-18,8795.0
2019-01-21,8860.0
2019-01-22,8810.0
2019-01-23,8895.0
2019-01-24,8930.0
2019-01-25,9140.0
2019-01-28,9160.0
2019-01-29,9160.0
2019-01-30,9270.0
2019-01-31,9255.0
2019-02-01,9265.0
2019-02-07,9270.0
2019-02-08,9215.0
2019-02-11,9160.0
2019-02-12,9300.0
2019-02-13,9325.0
2019-02-14,9485.0
2019-02-15,9330.0
2019-02-18,9380.0
2019-02-19,9340.0
2019-02-20,9450.0
2019-02-21,9455.0
2019-02-22,9475.0
2019-02-25,9525.0
2019-02-26,9525.0
2019-02-27,9500.0
2019-02-28,9405.0
2019-03-04,9250.0
2019-03-05,9225.0
2019-03-06,9135.0
2019-03-07,9125.0
2019-03-08,8980.0
2019-03-11,8950.0
2019-03-12,9050.0
2019-03-13,8980.0
2019-03-14,9010.0
2019-03-15,9115.0
2019-03-18,9100.0
2019-03-19,9185.0
