Date,KODEX 중국본토 A50
2018-10-02,14615.0
2018-10-04,14415.0
2018-10-05,14190.0
2018-10-08,14285.0
2018-10-10,14100.0
2018-10-11,13720.0
2018-10-12,13885.0
2018-10-15,13800.0
2018-10-16,13790.0
2018-10-17,13840.0
2018-10-18,13665.0
2018-10-19,14000.0
2018-10-22,14520.0
2018-10-23,14100.0
2018-10-24,14125.0
2018-10-25,14200.0
2018-10-26,14115.0
2018-10-29,13575.0
2018-10-30,13765.0
2018-10-31,13775.0
2018-11-01,14030.0
2018-11-02,14315.0
2018-11-05,14200.0
2018-11-06,14060.0
2018-11-07,13980.0
2018-11-08,13995.0
2018-11-09,13795.0
2018-11-12,13835.0
2018-11-13,13980.0
2018-11-14,13765.0
2018-11-15,13945.0
2018-11-16,14025.0
2018-11-19,14035.0
2018-11-20,13845.0
2018-11-21,13875.0
2018-11-22,13870.0
2018-11-23,13655.0
2018-11-26,13585.0
2018-11-27,13465.0
2018-11-28,13590.0
2018-11-29,13540.0
2018-11-30,13620.0
2018-12-03,13980.0
2018-12-04,13980.0
2018-12-05,14030.0
2018-12-06,13765.0
2018-12-07,13760.0
2018-12-10,13590.0
2018-12-11,13670.0
2018-12-12,13765.0
2018-12-13,14000.0
2018-12-14,13885.0
2018-12-17,13840.0
2018-12-18,13680.0
2018-12-19,13485.0
2018-12-20,13265.0
2018-12-21,12970.0
2018-12-24,13015.0
2018-12-26,12965.0
2018-12-27,12900.0
2018-12-28,12935.0
2019-01-02,12870.0
2019-01-03,12900.0
2019-01-04,13130.0
2019-01-07,13120.0
2019-01-08,13100.0
2019-01-09,13450.0
2019-01-10,13460.0
2019-01-11,13485.0
2019-01-14,13500.0
2019-01-15,13665.0
2019-01-16,13750.0
2019-01-17,13835.0
2019-01-18,13925.0
2019-01-21,14080.0
2019-01-22,13870.0
2019-01-23,13895.0
2019-01-24,14015.0
2019-01-25,14145.0
2019-01-28,14180.0
2019-01-29,14235.0
2019-01-30,14300.0
2019-01-31,14385.0
2019-02-01,14520.0
2019-02-07,14600.0
2019-02-08,14600.0
2019-02-11,14530.0
2019-02-12,14710.0
2019-02-13,14910.0
2019-02-14,14990.0
2019-02-15,14745.0
2019-02-18,15070.0
2019-02-19,15025.0
2019-02-20,15105.0
2019-02-21,15170.0
2019-02-22,15150.0
2019-02-25,15990.0
2019-02-26,15980.0
2019-02-27,15920.0
2019-02-28,15920.0
2019-03-04,16625.0
2019-03-05,16540.0
2019-03-06,16400.0
2019-03-07,16325.0
2019-03-08,15830.0
2019-03-11,15790.0
2019-03-12,15800.0
2019-03-13,15915.0
2019-03-14,16070.0
2019-03-15,16170.0
2019-03-18,16475.0
2019-03-19,16465.0
