Date,KOSEF 국고채10년레버리지
2018-10-01,124685.0
2018-10-02,124940.0
2018-10-04,123505.0
2018-10-05,123220.0
2018-10-08,123300.0
2018-10-10,124170.0
2018-10-11,125315.0
2018-10-12,124350.0
2018-10-15,124865.0
2018-10-16,124905.0
2018-10-17,125680.0
2018-10-18,126620.0
2018-10-19,125970.0
2018-10-22,125530.0
2018-10-23,126495.0
2018-10-24,126475.0
2018-10-25,127490.0
2018-10-26,127850.0
2018-10-29,129130.0
2018-10-30,128515.0
2018-10-31,127820.0
2018-11-01,127620.0
2018-11-02,126900.0
2018-11-05,127000.0
2018-11-06,126905.0
2018-11-07,127245.0
2018-11-08,127630.0
2018-11-09,128055.0
2018-11-12,128710.0
2018-11-13,128490.0
2018-11-14,129000.0
2018-11-15,127905.0
2018-11-16,128290.0
2018-11-19,128940.0
2018-11-20,128890.0
2018-11-21,128645.0
2018-11-22,128695.0
2018-11-23,129685.0
2018-11-26,129530.0
2018-11-27,129770.0
2018-11-28,129865.0
2018-11-29,130750.0
2018-11-30,131015.0
2018-12-03,130340.0
2018-12-04,131175.0
2018-12-05,132025.0
2018-12-06,133500.0
2018-12-07,133430.0
2018-12-10,133365.0
2018-12-11,133195.0
2018-12-12,132660.0
2018-12-13,132485.0
2018-12-14,132655.0
2018-12-17,132975.0
2018-12-18,133435.0
2018-12-19,134445.0
2018-12-20,134610.0
2018-12-21,133590.0
2018-12-24,133160.0
2018-12-26,133985.0
2018-12-27,131470.0
2018-12-28,131380.0
2019-01-02,131400.0
2019-01-03,131400.0
2019-01-04,130710.0
2019-01-07,130820.0
2019-01-08,130525.0
2019-01-09,130165.0
2019-01-10,130840.0
2019-01-11,130425.0
2019-01-14,130890.0
2019-01-15,131260.0
2019-01-16,130950.0
2019-01-17,130960.0
2019-01-18,130385.0
2019-01-21,130000.0
2019-01-22,130320.0
2019-01-23,130790.0
2019-01-24,130675.0
2019-01-25,130350.0
2019-01-28,130020.0
2019-01-29,129635.0
2019-01-30,129190.0
2019-01-31,130300.0
2019-02-01,130805.0
2019-02-07,130520.0
2019-02-08,131220.0
2019-02-11,131645.0
2019-02-12,130980.0
2019-02-13,130810.0
2019-02-14,130925.0
2019-02-15,131480.0
2019-02-18,130790.0
2019-02-19,130830.0
2019-02-20,130830.0
2019-02-21,130435.0
2019-02-22,130495.0
2019-02-25,130525.0
2019-02-26,130485.0
2019-02-27,130925.0
2019-02-28,130820.0
2019-03-04,130050.0
2019-03-05,130210.0
2019-03-06,130415.0
2019-03-07,130800.0
2019-03-08,131415.0
2019-03-11,131235.0
2019-03-12,131055.0
2019-03-13,131645.0
2019-03-14,131310.0
2019-03-15,131050.0
2019-03-18,130915.0
2019-03-19,131260.0
