Date,KOSEF 미국달러선물인버스
2018-09-20,11045.0
2018-09-21,11075.0
2018-09-27,11095.0
2018-09-28,11150.0
2018-10-01,11110.0
2018-10-02,11035.0
2018-10-04,10935.0
2018-10-05,10930.0
2018-10-08,10905.0
2018-10-10,10905.0
2018-10-11,10800.0
2018-10-12,10905.0
2018-10-15,10890.0
2018-10-16,10950.0
2018-10-17,10950.0
2018-10-18,10895.0
2018-10-19,10915.0
2018-10-22,10935.0
2018-10-23,10865.0
2018-10-24,10925.0
2018-10-25,10850.0
2018-10-26,10805.0
2018-10-29,10855.0
2018-10-30,10825.0
2018-10-31,10840.0
2018-11-01,10855.0
2018-11-02,11000.0
2018-11-05,10985.0
2018-11-06,10985.0
2018-11-07,10985.0
2018-11-08,11040.0
2018-11-09,10945.0
2018-11-12,10890.0
2018-11-13,10880.0
2018-11-14,10900.0
2018-11-15,10925.0
2018-11-16,10915.0
2018-11-19,10905.0
2018-11-20,10955.0
2018-11-21,10890.0
2018-11-22,10915.0
2018-11-23,10915.0
2018-11-26,10935.0
2018-11-27,10930.0
2018-11-28,10940.0
2018-11-29,11010.0
2018-11-30,11010.0
2018-12-03,11080.0
2018-12-04,11135.0
2018-12-05,11060.0
2018-12-06,11010.0
2018-12-07,11015.0
2018-12-10,10960.0
2018-12-11,10920.0
2018-12-12,10920.0
2018-12-13,10985.0
2018-12-14,10905.0
2018-12-17,10895.0
2018-12-18,10920.0
2018-12-19,10950.0
2018-12-20,10910.0
2018-12-21,10965.0
2018-12-24,10965.0
2018-12-26,10950.0
2018-12-27,10995.0
2018-12-28,11045.0
2019-01-02,11005.0
2019-01-03,10905.0
2019-01-04,10955.0
2019-01-07,11005.0
2019-01-08,10955.0
2019-01-09,10970.0
2019-01-10,10995.0
2019-01-11,11020.0
2019-01-14,10970.0
2019-01-15,10995.0
2019-01-16,10970.0
2019-01-17,10970.0
2019-01-18,10980.0
2019-01-21,10920.0
2019-01-22,10885.0
2019-01-23,10920.0
2019-01-24,10890.0
2019-01-25,10985.0
2019-01-28,11015.0
2019-01-29,11020.0
2019-01-30,11030.0
2019-01-31,11050.0
2019-02-01,11000.0
2019-02-07,10955.0
2019-02-08,10950.0
2019-02-11,10945.0
2019-02-12,10930.0
2019-02-13,10960.0
2019-02-14,10930.0
2019-02-15,10905.0
2019-02-18,10920.0
2019-02-19,10905.0
2019-02-20,10945.0
2019-02-21,10935.0
2019-02-22,10935.0
2019-02-25,10975.0
2019-02-26,10995.0
2019-02-27,11005.0
2019-02-28,10940.0
2019-03-04,10935.0
2019-03-05,10935.0
2019-03-06,10900.0
2019-03-07,10900.0
2019-03-08,10825.0
2019-03-11,10845.0
2019-03-12,10895.0
2019-03-13,10870.0
2019-03-14,10835.0
2019-03-15,10820.0
2019-03-18,10870.0
2019-03-19,10880.0
