Date,KODEX 단기채권
2018-09-04,101205.0
2018-09-05,101220.0
2018-09-06,101230.0
2018-09-07,101230.0
2018-09-10,101235.0
2018-09-11,101230.0
2018-09-12,101240.0
2018-09-13,101255.0
2018-09-14,101235.0
2018-09-17,101245.0
2018-09-18,101240.0
2018-09-19,101245.0
2018-09-20,101270.0
2018-09-21,101265.0
2018-09-27,101270.0
2018-09-28,101275.0
2018-10-01,101280.0
2018-10-02,101290.0
2018-10-04,101300.0
2018-10-05,101310.0
2018-10-08,101310.0
2018-10-10,101310.0
2018-10-11,101330.0
2018-10-12,101345.0
2018-10-15,101345.0
2018-10-16,101345.0
2018-10-17,101335.0
2018-10-18,101360.0
2018-10-19,101370.0
2018-10-22,101375.0
2018-10-23,101375.0
2018-10-24,101375.0
2018-10-25,101390.0
2018-10-26,101390.0
2018-10-29,101395.0
2018-10-30,101415.0
2018-10-31,101415.0
2018-11-01,101425.0
2018-11-02,101430.0
2018-11-05,101435.0
2018-11-06,101450.0
2018-11-07,101460.0
2018-11-08,101470.0
2018-11-09,101480.0
2018-11-12,101480.0
2018-11-13,101485.0
2018-11-14,101490.0
2018-11-15,101500.0
2018-11-16,101495.0
2018-11-19,101510.0
2018-11-20,101510.0
2018-11-21,101510.0
2018-11-22,101525.0
2018-11-23,101525.0
2018-11-26,101530.0
2018-11-27,101530.0
2018-11-28,101535.0
2018-11-29,101555.0
2018-11-30,101550.0
2018-12-03,101565.0
2018-12-04,101565.0
2018-12-05,101570.0
2018-12-06,101580.0
2018-12-07,101590.0
2018-12-10,101600.0
2018-12-11,101605.0
2018-12-12,101610.0
2018-12-13,101630.0
2018-12-14,101630.0
2018-12-17,101635.0
2018-12-18,101650.0
2018-12-19,101660.0
2018-12-20,101670.0
2018-12-21,101675.0
2018-12-24,101680.0
2018-12-26,101680.0
2018-12-27,100035.0
2018-12-28,100035.0
2019-01-02,100045.0
2019-01-03,100075.0
2019-01-04,100085.0
2019-01-07,100090.0
2019-01-08,100090.0
2019-01-09,100100.0
2019-01-10,100115.0
2019-01-11,100110.0
2019-01-14,100115.0
2019-01-15,100125.0
2019-01-16,100130.0
2019-01-17,100135.0
2019-01-18,100145.0
2019-01-21,100150.0
2019-01-22,100150.0
2019-01-23,100145.0
2019-01-24,100165.0
2019-01-25,100165.0
2019-01-28,100170.0
2019-01-29,100170.0
2019-01-30,100175.0
2019-01-31,100195.0
2019-02-01,100205.0
2019-02-07,100215.0
2019-02-08,100225.0
2019-02-11,100235.0
2019-02-12,100240.0
2019-02-13,100245.0
2019-02-14,100250.0
2019-02-15,100260.0
2019-02-18,100265.0
2019-02-19,100265.0
2019-02-20,100270.0
2019-02-21,100285.0
2019-02-22,100280.0
2019-02-25,100280.0
2019-02-26,100290.0
2019-02-27,100310.0
2019-02-28,100315.0
2019-03-04,100320.0
2019-03-05,100320.0
2019-03-06,100325.0
2019-03-07,100340.0
2019-03-08,100350.0
2019-03-11,100355.0
2019-03-12,100360.0
2019-03-13,100365.0
2019-03-14,100380.0
2019-03-15,100385.0
2019-03-18,100390.0
2019-03-19,100390.0
