Date,TIGER 미국MSCI리츠(합성 H)
2018-09-28,12560.0
2018-10-01,12700.0
2018-10-02,12670.0
2018-10-04,12515.0
2018-10-05,12395.0
2018-10-08,12385.0
2018-10-10,12615.0
2018-10-11,12400.0
2018-10-12,12090.0
2018-10-15,12060.0
2018-10-16,12015.0
2018-10-17,12360.0
2018-10-18,12335.0
2018-10-19,12300.0
2018-10-22,12395.0
2018-10-23,12220.0
2018-10-24,12275.0
2018-10-25,12400.0
2018-10-26,12575.0
2018-10-29,12290.0
2018-10-30,12340.0
2018-10-31,12450.0
2018-11-01,12240.0
2018-11-02,12330.0
2018-11-05,12155.0
2018-11-06,12315.0
2018-11-07,12465.0
2018-11-08,12630.0
2018-11-09,12630.0
2018-11-12,12645.0
2018-11-13,12580.0
2018-11-14,12640.0
2018-11-15,12610.0
2018-11-16,12510.0
2018-11-19,12655.0
2018-11-20,12630.0
2018-11-21,12580.0
2018-11-22,12585.0
2018-11-23,12585.0
2018-11-26,12545.0
2018-11-27,12485.0
2018-11-28,12520.0
2018-11-29,12690.0
2018-11-30,12690.0
2018-12-03,12865.0
2018-12-04,12845.0
2018-12-05,12735.0
2018-12-06,12725.0
2018-12-07,12950.0
2018-12-10,12890.0
2018-12-11,12725.0
2018-12-12,12800.0
2018-12-13,12570.0
2018-12-14,12625.0
2018-12-17,12620.0
2018-12-18,12150.0
2018-12-19,12165.0
2018-12-20,12115.0
2018-12-21,11940.0
2018-12-24,11710.0
2018-12-26,11320.0
2018-12-27,11690.0
2018-12-28,11685.0
2019-01-02,11620.0
2019-01-03,11485.0
2019-01-04,11555.0
2019-01-07,11705.0
2019-01-08,11740.0
2019-01-09,12010.0
2019-01-10,12080.0
2019-01-11,12165.0
2019-01-14,12175.0
2019-01-15,12215.0
2019-01-16,12275.0
2019-01-17,12410.0
2019-01-18,12500.0
2019-01-21,12520.0
2019-01-22,12500.0
2019-01-23,12405.0
2019-01-24,12395.0
2019-01-25,12430.0
2019-01-28,12580.0
2019-01-29,12730.0
2019-01-30,12795.0
2019-01-31,12905.0
2019-02-01,13010.0
2019-02-07,13020.0
2019-02-08,13145.0
2019-02-11,13160.0
2019-02-12,13215.0
2019-02-13,13035.0
2019-02-14,13120.0
2019-02-15,13180.0
2019-02-18,13185.0
2019-02-19,13230.0
2019-02-20,13265.0
2019-02-21,13170.0
2019-02-22,13175.0
2019-02-25,13260.0
2019-02-26,13075.0
2019-02-27,13100.0
2019-02-28,13065.0
2019-03-04,13015.0
2019-03-05,13025.0
2019-03-06,13105.0
2019-03-07,13055.0
2019-03-08,12995.0
2019-03-11,13025.0
2019-03-12,13195.0
2019-03-13,13255.0
2019-03-14,13250.0
2019-03-15,13335.0
2019-03-18,13270.0
2019-03-19,13185.0
