Date,TIGER 단기통안채
2018-10-04,101205.0
2018-10-05,101220.0
2018-10-08,101215.0
2018-10-10,101225.0
2018-10-11,101235.0
2018-10-12,101235.0
2018-10-15,101240.0
2018-10-16,101245.0
2018-10-17,101245.0
2018-10-18,101260.0
2018-10-19,101265.0
2018-10-22,101270.0
2018-10-23,101275.0
2018-10-24,101275.0
2018-10-25,101290.0
2018-10-26,101295.0
2018-10-29,101295.0
2018-10-30,101305.0
2018-10-31,101305.0
2018-11-01,101330.0
2018-11-02,101330.0
2018-11-05,101330.0
2018-11-06,101345.0
2018-11-07,101350.0
2018-11-08,101365.0
2018-11-09,101360.0
2018-11-12,101365.0
2018-11-13,101370.0
2018-11-14,101380.0
2018-11-15,101385.0
2018-11-16,101395.0
2018-11-19,101395.0
2018-11-20,101405.0
2018-11-21,101400.0
2018-11-22,101420.0
2018-11-23,101425.0
2018-11-26,101425.0
2018-11-27,101420.0
2018-11-28,101430.0
2018-11-29,101440.0
2018-11-30,101430.0
2018-12-03,101450.0
2018-12-04,101455.0
2018-12-05,101455.0
2018-12-06,101470.0
2018-12-07,101475.0
2018-12-10,101480.0
2018-12-11,101485.0
2018-12-12,101490.0
2018-12-13,101500.0
2018-12-14,101505.0
2018-12-17,101510.0
2018-12-18,101515.0
2018-12-19,101525.0
2018-12-20,101540.0
2018-12-21,101550.0
2018-12-24,101550.0
2018-12-26,101555.0
2018-12-27,100035.0
2018-12-28,100035.0
2019-01-02,100045.0
2019-01-03,100065.0
2019-01-04,100070.0
2019-01-07,100075.0
2019-01-08,100080.0
2019-01-09,100080.0
2019-01-10,100095.0
2019-01-11,100105.0
2019-01-14,100105.0
2019-01-15,100105.0
2019-01-16,100115.0
2019-01-17,100125.0
2019-01-18,100130.0
2019-01-21,100135.0
2019-01-22,100140.0
2019-01-23,100145.0
2019-01-24,100155.0
2019-01-25,100165.0
2019-01-28,100165.0
2019-01-29,100170.0
2019-01-30,100175.0
2019-01-31,100200.0
2019-02-01,100205.0
2019-02-07,100220.0
2019-02-08,100225.0
2019-02-11,100235.0
2019-02-12,100240.0
2019-02-13,100240.0
2019-02-14,100250.0
2019-02-15,100255.0
2019-02-18,100260.0
2019-02-19,100265.0
2019-02-20,100275.0
2019-02-21,100280.0
2019-02-22,100285.0
2019-02-25,100295.0
2019-02-26,100295.0
2019-02-27,100310.0
2019-02-28,100315.0
2019-03-04,100320.0
2019-03-05,100330.0
2019-03-06,100330.0
2019-03-07,100345.0
2019-03-08,100350.0
2019-03-11,100355.0
2019-03-12,100360.0
2019-03-13,100370.0
2019-03-14,100380.0
2019-03-15,100385.0
2019-03-18,100390.0
2019-03-19,100395.0
