Date,마이다스 200커버드콜5%OTM
2018-10-04,12975.0
2018-10-05,12835.0
2018-10-08,12880.0
2018-10-10,12675.0
2018-10-11,12265.0
2018-10-12,12355.0
2018-10-15,12345.0
2018-10-16,12300.0
2018-10-17,12405.0
2018-10-18,12345.0
2018-10-19,12365.0
2018-10-22,12300.0
2018-10-23,12155.0
2018-10-24,12115.0
2018-10-25,11935.0
2018-10-26,11795.0
2018-10-29,11845.0
2018-10-30,11720.0
2018-10-31,11825.0
2018-11-01,11775.0
2018-11-02,12005.0
2018-11-05,12080.0
2018-11-06,12080.0
2018-11-07,12200.0
2018-11-08,12175.0
2018-11-09,12115.0
2018-11-12,12120.0
2018-11-13,11885.0
2018-11-14,12010.0
2018-11-15,12045.0
2018-11-16,12090.0
2018-11-19,12125.0
2018-11-20,12035.0
2018-11-21,11865.0
2018-11-22,11940.0
2018-11-23,11900.0
2018-11-26,12030.0
2018-11-27,12100.0
2018-11-28,12140.0
2018-11-29,12180.0
2018-11-30,12110.0
2018-12-03,12265.0
2018-12-04,12175.0
2018-12-05,12100.0
2018-12-06,11935.0
2018-12-07,11950.0
2018-12-10,11825.0
2018-12-11,11825.0
2018-12-12,11950.0
2018-12-13,12010.0
2018-12-14,11870.0
2018-12-17,11870.0
2018-12-18,11840.0
2018-12-19,11885.0
2018-12-20,11810.0
2018-12-21,11805.0
2018-12-24,11775.0
2018-12-26,11675.0
2018-12-27,11790.0
2018-12-28,11810.0
2019-01-02,11890.0
2019-01-03,11600.0
2019-01-04,11665.0
2019-01-07,11805.0
2019-01-08,11760.0
2019-01-09,11955.0
2019-01-10,11960.0
2019-01-11,12040.0
2019-01-14,11970.0
2019-01-15,12110.0
2019-01-16,12175.0
2019-01-17,12205.0
2019-01-18,12275.0
2019-01-21,12285.0
2019-01-22,12265.0
2019-01-23,12285.0
2019-01-24,12350.0
2019-01-25,12455.0
2019-01-28,12490.0
2019-01-29,12460.0
2019-01-30,12505.0
2019-01-31,12555.0
2019-02-01,12545.0
2019-02-07,12570.0
2019-02-08,12560.0
2019-02-11,12560.0
2019-02-12,12560.0
2019-02-13,12590.0
2019-02-14,12615.0
2019-02-15,12420.0
2019-02-18,12495.0
2019-02-19,12430.0
2019-02-20,12545.0
2019-02-21,12550.0
2019-02-22,12555.0
2019-02-25,12640.0
2019-02-26,12550.0
2019-02-27,12570.0
2019-02-28,12400.0
2019-03-04,12395.0
2019-03-05,12235.0
2019-03-06,12180.0
2019-03-07,12120.0
2019-03-08,12010.0
2019-03-11,12110.0
2019-03-12,12110.0
2019-03-13,12040.0
2019-03-14,12040.0
2019-03-15,12170.0
2019-03-18,12170.0
2019-03-19,12185.0
