Date,KOSEF 200 선물
2018-10-04,12750.0
2018-10-05,12740.0
2018-10-08,12695.0
2018-10-10,12585.0
2018-10-11,12070.0
2018-10-12,12205.0
2018-10-15,12115.0
2018-10-16,12080.0
2018-10-17,12230.0
2018-10-18,12120.0
2018-10-19,12165.0
2018-10-22,12190.0
2018-10-23,11905.0
2018-10-24,11855.0
2018-10-25,11665.0
2018-10-26,11740.0
2018-10-29,11350.0
2018-10-30,11465.0
2018-10-31,11510.0
2018-11-01,11470.0
2018-11-02,11875.0
2018-11-05,11775.0
2018-11-06,11815.0
2018-11-07,11790.0
2018-11-08,11895.0
2018-11-09,11825.0
2018-11-12,11850.0
2018-11-13,11760.0
2018-11-14,11735.0
2018-11-15,11840.0
2018-11-16,11835.0
2018-11-19,11875.0
2018-11-20,11770.0
2018-11-21,11775.0
2018-11-22,11710.0
2018-11-23,11615.0
2018-11-26,11785.0
2018-11-27,11870.0
2018-11-28,11935.0
2018-11-29,11960.0
2018-11-30,11850.0
2018-12-03,12045.0
2018-12-04,11920.0
2018-12-05,11835.0
2018-12-06,11660.0
2018-12-07,11725.0
2018-12-10,11585.0
2018-12-11,11565.0
2018-12-12,11730.0
2018-12-13,11780.0
2018-12-14,11585.0
2018-12-17,11635.0
2018-12-18,11580.0
2018-12-19,11665.0
2018-12-20,11525.0
2018-12-21,11530.0
2018-12-24,11535.0
2018-12-26,11370.0
2018-12-27,11495.0
2018-12-28,11585.0
2019-01-02,11425.0
2019-01-03,11310.0
2019-01-04,11410.0
2019-01-07,11570.0
2019-01-08,11495.0
2019-01-09,11745.0
2019-01-10,11745.0
2019-01-11,11810.0
2019-01-14,11710.0
2019-01-15,11940.0
2019-01-16,11995.0
2019-01-17,12025.0
2019-01-18,12110.0
2019-01-21,12125.0
2019-01-22,12065.0
2019-01-23,12125.0
2019-01-24,12205.0
2019-01-25,12460.0
2019-01-28,12455.0
2019-01-29,12515.0
2019-01-30,12650.0
2019-01-31,12665.0
2019-02-01,12635.0
2019-02-07,12635.0
2019-02-08,12465.0
2019-02-11,12470.0
2019-02-12,12550.0
2019-02-13,12610.0
2019-02-14,12730.0
2019-02-15,12570.0
2019-02-18,12665.0
2019-02-19,12600.0
2019-02-20,12750.0
2019-02-21,12755.0
2019-02-22,12760.0
2019-02-25,12785.0
2019-02-26,12735.0
2019-02-27,12780.0
2019-02-28,12565.0
2019-03-04,12505.0
2019-03-05,12405.0
2019-03-06,12370.0
2019-03-07,12335.0
2019-03-08,12160.0
2019-03-11,12170.0
2019-03-12,12290.0
2019-03-13,12195.0
2019-03-14,12235.0
2019-03-15,12365.0
2019-03-18,12375.0
2019-03-19,12370.0
