Date,TIGER 200 에너지화학
2018-10-04,14030.0
2018-10-05,14085.0
2018-10-08,13920.0
2018-10-10,13710.0
2018-10-11,13130.0
2018-10-12,13395.0
2018-10-15,13395.0
2018-10-16,13335.0
2018-10-17,13600.0
2018-10-18,13470.0
2018-10-19,13385.0
2018-10-22,13505.0
2018-10-23,13090.0
2018-10-24,13265.0
2018-10-25,13440.0
2018-10-26,12940.0
2018-10-29,12820.0
2018-10-30,13055.0
2018-10-31,13275.0
2018-11-01,12975.0
2018-11-02,13495.0
2018-11-05,13365.0
2018-11-06,13240.0
2018-11-07,13180.0
2018-11-08,13300.0
2018-11-09,13100.0
2018-11-12,13180.0
2018-11-13,13165.0
2018-11-14,13060.0
2018-11-15,13250.0
2018-11-16,13265.0
2018-11-19,13460.0
2018-11-20,13390.0
2018-11-21,13320.0
2018-11-22,13325.0
2018-11-23,13080.0
2018-11-26,13180.0
2018-11-27,13245.0
2018-11-28,13230.0
2018-11-29,13350.0
2018-11-30,13400.0
2018-12-03,13820.0
2018-12-04,13615.0
2018-12-05,13435.0
2018-12-06,13295.0
2018-12-07,13205.0
2018-12-10,12995.0
2018-12-11,13030.0
2018-12-12,13120.0
2018-12-13,13295.0
2018-12-14,13170.0
2018-12-17,13240.0
2018-12-18,12970.0
2018-12-19,13160.0
2018-12-20,13030.0
2018-12-21,13175.0
2018-12-24,13135.0
2018-12-26,13030.0
2018-12-27,13135.0
2018-12-28,13210.0
2019-01-02,12775.0
2019-01-03,12460.0
2019-01-04,12485.0
2019-01-07,12860.0
2019-01-08,12915.0
2019-01-09,13105.0
2019-01-10,13095.0
2019-01-11,13135.0
2019-01-14,13060.0
2019-01-15,13255.0
2019-01-16,13360.0
2019-01-17,13445.0
2019-01-18,13535.0
2019-01-21,13575.0
2019-01-22,13550.0
2019-01-23,13575.0
2019-01-24,13480.0
2019-01-25,13740.0
2019-01-28,13715.0
2019-01-29,13825.0
2019-01-30,13920.0
2019-01-31,13945.0
2019-02-01,13830.0
2019-02-07,13910.0
2019-02-08,13745.0
2019-02-11,13730.0
2019-02-12,13755.0
2019-02-13,13940.0
2019-02-14,14065.0
2019-02-15,14000.0
2019-02-18,14295.0
2019-02-19,14290.0
2019-02-20,14465.0
2019-02-21,14300.0
2019-02-22,14190.0
2019-02-25,14205.0
2019-02-26,14165.0
2019-02-27,14350.0
2019-02-28,14245.0
2019-03-04,14120.0
2019-03-05,13960.0
2019-03-06,14085.0
2019-03-07,13850.0
2019-03-08,13725.0
2019-03-11,13615.0
2019-03-12,13730.0
2019-03-13,13595.0
2019-03-14,13850.0
2019-03-15,14020.0
2019-03-18,13970.0
2019-03-19,13990.0
