Date,TIGER 로우볼
2018-10-08,12430.0
2018-10-10,12375.0
2018-10-11,11870.0
2018-10-12,11860.0
2018-10-15,11895.0
2018-10-16,11860.0
2018-10-17,12035.0
2018-10-18,11970.0
2018-10-19,11975.0
2018-10-22,12135.0
2018-10-23,11875.0
2018-10-24,12060.0
2018-10-25,11950.0
2018-10-26,11810.0
2018-10-29,11660.0
2018-10-30,11485.0
2018-10-31,11645.0
2018-11-01,11470.0
2018-11-02,11605.0
2018-11-05,11500.0
2018-11-06,11645.0
2018-11-07,11555.0
2018-11-08,11615.0
2018-11-09,11700.0
2018-11-12,11815.0
2018-11-13,11760.0
2018-11-14,11805.0
2018-11-15,11875.0
2018-11-16,11985.0
2018-11-19,11980.0
2018-11-20,12000.0
2018-11-21,12040.0
2018-11-22,11990.0
2018-11-23,11895.0
2018-11-26,12005.0
2018-11-27,12045.0
2018-11-28,12040.0
2018-11-29,12090.0
2018-11-30,12055.0
2018-12-03,12050.0
2018-12-04,12030.0
2018-12-05,12090.0
2018-12-06,12100.0
2018-12-07,12020.0
2018-12-10,11980.0
2018-12-11,11990.0
2018-12-12,12150.0
2018-12-13,12235.0
2018-12-14,12215.0
2018-12-17,12230.0
2018-12-18,12220.0
2018-12-19,12345.0
2018-12-20,12330.0
2018-12-21,12245.0
2018-12-24,12270.0
2018-12-26,12060.0
2018-12-27,12205.0
2018-12-28,12240.0
2019-01-02,12090.0
2019-01-03,12100.0
2019-01-04,12275.0
2019-01-07,12225.0
2019-01-08,12205.0
2019-01-09,12240.0
2019-01-10,12185.0
2019-01-11,12220.0
2019-01-14,12140.0
2019-01-15,12260.0
2019-01-16,12270.0
2019-01-17,12370.0
2019-01-18,12370.0
2019-01-21,12345.0
2019-01-22,12350.0
2019-01-23,12465.0
2019-01-24,12485.0
2019-01-25,12510.0
2019-01-28,12530.0
2019-01-29,12545.0
2019-01-30,12650.0
2019-01-31,12690.0
2019-02-01,12725.0
2019-02-07,12720.0
2019-02-08,12670.0
2019-02-11,12630.0
2019-02-12,12615.0
2019-02-13,12690.0
2019-02-14,12820.0
2019-02-15,12665.0
2019-02-18,12700.0
2019-02-19,12630.0
2019-02-20,12685.0
2019-02-21,12715.0
2019-02-22,12775.0
2019-02-25,12750.0
2019-02-26,12735.0
2019-02-27,12805.0
2019-02-28,12730.0
2019-03-04,12710.0
2019-03-05,12695.0
2019-03-06,12715.0
2019-03-07,12680.0
2019-03-08,12505.0
2019-03-11,12620.0
2019-03-12,12680.0
2019-03-13,12670.0
2019-03-14,12755.0
2019-03-15,13050.0
2019-03-18,13085.0
2019-03-19,13015.0
