Date,TIGER 레버리지
2019-01-23,11580.0
2019-01-24,11765.0
2019-01-25,12210.0
2019-01-28,12210.0
2019-01-29,12320.0
2019-01-30,12625.0
2019-01-31,12605.0
2019-02-01,12575.0
2019-02-07,12570.0
2019-02-08,12230.0
2019-02-11,12235.0
2019-02-12,12380.0
2019-02-13,12500.0
2019-02-14,12730.0
2019-02-15,12405.0
2019-02-18,12595.0
2019-02-19,12480.0
2019-02-20,12770.0
2019-02-21,12795.0
2019-02-22,12790.0
2019-02-25,12830.0
2019-02-26,12755.0
2019-02-27,12835.0
2019-02-28,12445.0
2019-03-04,12285.0
2019-03-05,12100.0
2019-03-06,12020.0
2019-03-07,11935.0
2019-03-08,11625.0
2019-03-11,11640.0
2019-03-12,11870.0
2019-03-13,11680.0
2019-03-14,11760.0
2019-03-15,12010.0
2019-03-18,12030.0
2019-03-19,12020.0
