Date,KINDEX 삼성그룹동일가중
2018-10-02,14360.0
2018-10-04,14230.0
2018-10-05,14120.0
2018-10-08,13955.0
2018-10-10,13850.0
2018-10-11,13255.0
2018-10-12,13495.0
2018-10-15,13420.0
2018-10-16,13425.0
2018-10-17,13545.0
2018-10-18,13440.0
2018-10-19,13480.0
2018-10-22,13540.0
2018-10-23,13120.0
2018-10-24,13025.0
2018-10-25,12925.0
2018-10-26,12605.0
2018-10-29,12590.0
2018-10-30,12710.0
2018-10-31,12920.0
2018-11-01,12745.0
2018-11-02,13145.0
2018-11-05,12950.0
2018-11-06,13040.0
2018-11-07,13010.0
2018-11-08,13090.0
2018-11-09,12915.0
2018-11-12,12775.0
2018-11-13,12785.0
2018-11-14,12725.0
2018-11-15,12910.0
2018-11-16,12920.0
2018-11-19,13055.0
2018-11-20,12930.0
2018-11-21,12900.0
2018-11-22,12795.0
2018-11-23,12685.0
2018-11-26,12785.0
2018-11-27,12845.0
2018-11-28,12970.0
2018-11-29,13090.0
2018-11-30,13030.0
2018-12-03,13205.0
2018-12-04,13175.0
2018-12-05,13105.0
2018-12-06,12895.0
2018-12-07,12965.0
2018-12-10,12920.0
2018-12-11,13030.0
2018-12-12,13170.0
2018-12-13,13325.0
2018-12-14,13145.0
2018-12-17,13040.0
2018-12-18,12960.0
2018-12-19,13050.0
2018-12-20,12920.0
2018-12-21,13040.0
2018-12-24,13025.0
2018-12-26,12800.0
2018-12-27,13040.0
2018-12-28,13140.0
2019-01-02,12935.0
2019-01-03,12830.0
2019-01-04,12910.0
2019-01-07,13085.0
2019-01-08,12950.0
2019-01-09,13115.0
2019-01-10,13100.0
2019-01-11,13160.0
2019-01-14,13175.0
2019-01-15,13400.0
2019-01-16,13365.0
2019-01-17,13320.0
2019-01-18,13460.0
2019-01-21,13535.0
2019-01-22,13575.0
2019-01-23,13610.0
2019-01-24,13660.0
2019-01-25,13890.0
2019-01-28,13875.0
2019-01-29,13845.0
2019-01-30,13875.0
2019-01-31,13935.0
2019-02-01,13870.0
2019-02-07,13900.0
2019-02-08,13790.0
2019-02-11,13825.0
2019-02-12,13880.0
2019-02-13,13955.0
2019-02-14,14040.0
2019-02-15,14000.0
2019-02-18,14130.0
2019-02-19,14100.0
2019-02-20,14250.0
2019-02-21,14165.0
2019-02-22,14195.0
2019-02-25,14210.0
2019-02-26,14270.0
2019-02-27,14280.0
2019-02-28,14100.0
2019-03-04,13975.0
2019-03-05,13915.0
2019-03-06,13815.0
2019-03-07,13800.0
2019-03-08,13565.0
2019-03-11,13555.0
2019-03-12,13685.0
2019-03-13,13670.0
2019-03-14,13675.0
2019-03-15,13810.0
2019-03-18,13880.0
2019-03-19,13930.0
