Date,TIGER 금속선물(H)
2018-10-02,5470.0
2018-10-04,5600.0
2018-10-05,5570.0
2018-10-08,5520.0
2018-10-10,5500.0
2018-10-11,5415.0
2018-10-12,5415.0
2018-10-15,5460.0
2018-10-16,5460.0
2018-10-17,5420.0
2018-10-18,5405.0
2018-10-19,5375.0
2018-10-22,5395.0
2018-10-23,5410.0
2018-10-24,5360.0
2018-10-25,5350.0
2018-10-26,5355.0
2018-10-29,5300.0
2018-10-30,5305.0
2018-10-31,5235.0
2018-11-01,5200.0
2018-11-02,5255.0
2018-11-05,5350.0
2018-11-06,5290.0
2018-11-07,5270.0
2018-11-08,5275.0
2018-11-09,5310.0
2018-11-12,5210.0
2018-11-13,5200.0
2018-11-14,5200.0
2018-11-15,5215.0
2018-11-16,5235.0
2018-11-19,5255.0
2018-11-20,5255.0
2018-11-21,5230.0
2018-11-22,5250.0
2018-11-23,5275.0
2018-11-26,5250.0
2018-11-27,5245.0
2018-11-28,5190.0
2018-11-29,5240.0
2018-11-30,5215.0
2018-12-03,5280.0
2018-12-04,5340.0
2018-12-05,5280.0
2018-12-06,5285.0
2018-12-07,5165.0
2018-12-10,5215.0
2018-12-11,5155.0
2018-12-12,5205.0
2018-12-13,5190.0
2018-12-14,5190.0
2018-12-17,5175.0
2018-12-18,5175.0
2018-12-19,5085.0
2018-12-20,5100.0
2018-12-21,5080.0
2018-12-24,5080.0
2018-12-26,5025.0
2018-12-27,5040.0
2018-12-28,5000.0
2019-01-02,4990.0
2019-01-03,4895.0
2019-01-04,4865.0
2019-01-07,5045.0
2019-01-08,5025.0
2019-01-09,5000.0
2019-01-10,5000.0
2019-01-11,5015.0
2019-01-14,5000.0
2019-01-15,4925.0
2019-01-16,5000.0
2019-01-17,5010.0
2019-01-18,5010.0
2019-01-21,5100.0
2019-01-22,5070.0
2019-01-23,4975.0
2019-01-24,5095.0
2019-01-25,5060.0
2019-01-28,5160.0
2019-01-29,5030.0
2019-01-30,5130.0
2019-01-31,5180.0
2019-02-01,5210.0
2019-02-07,5245.0
2019-02-08,5200.0
2019-02-11,5180.0
2019-02-12,5140.0
2019-02-13,5105.0
2019-02-14,5120.0
2019-02-15,5080.0
2019-02-18,5145.0
2019-02-19,5145.0
2019-02-20,5215.0
2019-02-21,5240.0
2019-02-22,5275.0
2019-02-25,5320.0
2019-02-26,5340.0
2019-02-27,5350.0
2019-02-28,5330.0
2019-03-04,5325.0
2019-03-05,5260.0
2019-03-06,5330.0
2019-03-07,5305.0
2019-03-08,5235.0
2019-03-11,5240.0
2019-03-12,5205.0
2019-03-13,5285.0
2019-03-14,5300.0
2019-03-15,5260.0
2019-03-18,5290.0
2019-03-19,5305.0
