Date,KINDEX 중국본토CSI300
2018-09-28,19100.0
2018-10-01,19260.0
2018-10-02,19240.0
2018-10-04,19240.0
2018-10-05,19100.0
2018-10-08,18875.0
2018-10-10,18680.0
2018-10-11,17825.0
2018-10-12,18005.0
2018-10-15,17705.0
2018-10-16,17605.0
2018-10-17,17670.0
2018-10-18,17400.0
2018-10-19,17720.0
2018-10-22,18415.0
2018-10-23,17965.0
2018-10-24,18000.0
2018-10-25,17940.0
2018-10-26,17800.0
2018-10-29,17355.0
2018-10-30,17560.0
2018-10-31,17815.0
2018-11-01,18045.0
2018-11-02,18500.0
2018-11-05,18425.0
2018-11-06,18305.0
2018-11-07,18255.0
2018-11-08,18095.0
2018-11-09,17980.0
2018-11-12,18065.0
2018-11-13,18100.0
2018-11-14,18100.0
2018-11-15,18185.0
2018-11-16,18330.0
2018-11-19,18390.0
2018-11-20,18120.0
2018-11-21,18095.0
2018-11-22,18090.0
2018-11-23,17865.0
2018-11-26,17675.0
2018-11-27,17575.0
2018-11-28,17650.0
2018-11-29,17665.0
2018-11-30,17650.0
2018-12-03,18190.0
2018-12-04,18195.0
2018-12-05,18170.0
2018-12-06,17890.0
2018-12-07,17800.0
2018-12-10,17680.0
2018-12-11,17745.0
2018-12-12,17855.0
2018-12-13,18045.0
2018-12-14,17915.0
2018-12-17,17910.0
2018-12-18,17700.0
2018-12-19,17485.0
2018-12-20,17255.0
2018-12-21,16970.0
2018-12-24,17030.0
2018-12-26,16885.0
2018-12-27,16895.0
2018-12-28,16895.0
2019-01-02,16745.0
2019-01-03,16670.0
2019-01-04,17115.0
2019-01-07,17365.0
2019-01-08,17185.0
2019-01-09,17570.0
2019-01-10,17555.0
2019-01-11,17685.0
2019-01-14,17540.0
2019-01-15,17760.0
2019-01-16,17755.0
2019-01-17,17800.0
2019-01-18,17955.0
2019-01-21,18235.0
2019-01-22,18065.0
2019-01-23,18045.0
2019-01-24,18130.0
2019-01-25,18240.0
2019-01-28,18240.0
2019-01-29,18200.0
2019-01-30,18325.0
2019-01-31,18320.0
2019-02-01,18445.0
2019-02-07,18590.0
2019-02-08,18485.0
2019-02-11,18700.0
2019-02-12,19050.0
2019-02-13,19380.0
2019-02-14,19625.0
2019-02-15,19250.0
2019-02-18,19685.0
2019-02-19,19650.0
2019-02-20,19835.0
2019-02-21,19860.0
2019-02-22,20225.0
2019-02-25,21500.0
2019-02-26,21365.0
2019-02-27,21240.0
2019-02-28,21200.0
2019-03-04,21995.0
2019-03-05,21995.0
2019-03-06,21990.0
2019-03-07,22070.0
2019-03-08,21460.0
2019-03-11,21530.0
2019-03-12,21465.0
2019-03-13,21595.0
2019-03-14,21365.0
2019-03-15,21700.0
2019-03-18,22180.0
2019-03-19,22165.0
