Date,KODEX 은선물(H)
2018-10-22,3355.0
2018-10-23,3350.0
2018-10-24,3390.0
2018-10-25,3370.0
2018-10-26,3370.0
2018-10-29,3365.0
2018-10-30,3325.0
2018-10-31,3310.0
2018-11-01,3295.0
2018-11-02,3365.0
2018-11-05,3380.0
2018-11-06,3360.0
2018-11-07,3340.0
2018-11-08,3345.0
2018-11-09,3300.0
2018-11-12,3245.0
2018-11-13,3230.0
2018-11-14,3195.0
2018-11-15,3230.0
2018-11-16,3260.0
2018-11-19,3285.0
2018-11-20,3290.0
2018-11-21,3280.0
2018-11-22,3310.0
2018-11-23,3320.0
2018-11-26,3285.0
2018-11-27,3265.0
2018-11-28,3245.0
2018-11-29,3275.0
2018-11-30,3270.0
2018-12-03,3260.0
2018-12-04,3325.0
2018-12-05,3305.0
2018-12-06,3300.0
2018-12-07,3305.0
2018-12-10,3335.0
2018-12-11,3350.0
2018-12-12,3345.0
2018-12-13,3360.0
2018-12-14,3355.0
2018-12-17,3330.0
2018-12-18,3355.0
2018-12-19,3360.0
2018-12-20,3330.0
2018-12-21,3370.0
2018-12-24,3365.0
2018-12-26,3390.0
2018-12-27,3430.0
2018-12-28,3490.0
2019-01-02,3540.0
2019-01-03,3530.0
2019-01-04,3585.0
2019-01-07,3605.0
2019-01-08,3530.0
2019-01-09,3540.0
2019-01-10,3585.0
2019-01-11,3585.0
2019-01-14,3555.0
2019-01-15,3565.0
2019-01-16,3555.0
2019-01-17,3550.0
2019-01-18,3550.0
2019-01-21,3480.0
2019-01-22,3455.0
2019-01-23,3475.0
2019-01-24,3495.0
2019-01-25,3470.0
2019-01-28,3575.0
2019-01-29,3575.0
2019-01-30,3610.0
2019-01-31,3635.0
2019-02-01,3630.0
2019-02-07,3570.0
2019-02-08,3565.0
2019-02-11,3590.0
2019-02-12,3585.0
2019-02-13,3580.0
2019-02-14,3535.0
2019-02-15,3535.0
2019-02-18,3585.0
2019-02-19,3585.0
2019-02-20,3640.0
2019-02-21,3635.0
2019-02-22,3600.0
2019-02-25,3605.0
2019-02-26,3600.0
2019-02-27,3595.0
2019-02-28,3565.0
2019-03-04,3460.0
2019-03-05,3430.0
2019-03-06,3415.0
2019-03-07,3415.0
2019-03-08,3400.0
2019-03-11,3475.0
2019-03-12,3475.0
2019-03-13,3490.0
2019-03-14,3475.0
2019-03-15,3455.0
2019-03-18,3440.0
2019-03-19,3465.0
