Date,TIGER 방송통신
2018-10-05,10725.0
2018-10-08,10645.0
2018-10-10,10680.0
2018-10-11,10290.0
2018-10-12,10325.0
2018-10-15,10285.0
2018-10-16,10335.0
2018-10-17,10535.0
2018-10-18,10670.0
2018-10-19,10650.0
2018-10-22,10880.0
2018-10-23,10740.0
2018-10-24,10530.0
2018-10-25,10385.0
2018-10-26,10140.0
2018-10-29,9920.0
2018-10-30,9815.0
2018-10-31,9850.0
2018-11-01,9910.0
2018-11-02,9940.0
2018-11-05,9975.0
2018-11-06,9870.0
2018-11-07,10085.0
2018-11-08,10065.0
2018-11-09,10010.0
2018-11-12,9925.0
2018-11-13,9865.0
2018-11-14,9905.0
2018-11-15,9915.0
2018-11-16,10130.0
2018-11-19,10115.0
2018-11-20,10265.0
2018-11-21,10250.0
2018-11-22,10290.0
2018-11-23,10145.0
2018-11-26,10160.0
2018-11-27,10225.0
2018-11-28,10515.0
2018-11-29,10590.0
2018-11-30,10675.0
2018-12-03,10650.0
2018-12-04,10480.0
2018-12-05,10415.0
2018-12-06,10380.0
2018-12-07,10380.0
2018-12-10,10425.0
2018-12-11,10480.0
2018-12-12,10450.0
2018-12-13,10385.0
2018-12-14,10305.0
2018-12-17,10300.0
2018-12-18,10125.0
2018-12-19,10220.0
2018-12-20,10185.0
2018-12-21,10135.0
2018-12-24,10000.0
2018-12-26,9850.0
2018-12-27,9980.0
2018-12-28,10225.0
2019-01-02,10340.0
2019-01-03,10510.0
2019-01-04,10515.0
2019-01-07,10525.0
2019-01-08,10480.0
2019-01-09,10405.0
2019-01-10,10375.0
2019-01-11,10170.0
2019-01-14,10160.0
2019-01-15,10240.0
2019-01-16,10270.0
2019-01-17,10260.0
2019-01-18,10300.0
2019-01-21,10120.0
2019-01-22,10155.0
2019-01-23,10270.0
2019-01-24,10245.0
2019-01-25,10245.0
2019-01-28,10295.0
2019-01-29,10235.0
2019-01-30,9935.0
2019-01-31,9945.0
2019-02-01,9925.0
2019-02-07,9900.0
2019-02-08,10170.0
2019-02-11,10065.0
2019-02-12,10020.0
2019-02-13,10055.0
2019-02-14,10045.0
2019-02-15,9960.0
2019-02-18,10000.0
2019-02-19,10005.0
2019-02-20,10000.0
2019-02-21,9970.0
2019-02-22,10080.0
2019-02-25,10140.0
2019-02-26,10070.0
2019-02-27,10160.0
2019-02-28,9980.0
2019-03-04,10055.0
2019-03-05,10085.0
2019-03-06,10005.0
2019-03-07,9920.0
2019-03-08,9870.0
2019-03-11,9790.0
2019-03-12,9835.0
2019-03-13,9775.0
2019-03-14,9840.0
2019-03-15,9895.0
2019-03-18,9865.0
2019-03-19,9880.0
