Date,TIGER 200 경기소비재
2018-10-08,14030.0
2018-10-10,13890.0
2018-10-11,13415.0
2018-10-12,13390.0
2018-10-15,13115.0
2018-10-16,13225.0
2018-10-17,13420.0
2018-10-18,13210.0
2018-10-19,13230.0
2018-10-22,13325.0
2018-10-23,12935.0
2018-10-24,13095.0
2018-10-25,12675.0
2018-10-26,12500.0
2018-10-29,12245.0
2018-10-30,12400.0
2018-10-31,12520.0
2018-11-01,12445.0
2018-11-02,12580.0
2018-11-05,12355.0
2018-11-06,12630.0
2018-11-07,12500.0
2018-11-08,12640.0
2018-11-09,12475.0
2018-11-12,12215.0
2018-11-13,12255.0
2018-11-14,12370.0
2018-11-15,12370.0
2018-11-16,12560.0
2018-11-19,12625.0
2018-11-20,12415.0
2018-11-21,12325.0
2018-11-22,12000.0
2018-11-23,12045.0
2018-11-26,12195.0
2018-11-27,12455.0
2018-11-28,12535.0
2018-11-29,12635.0
2018-11-30,12775.0
2018-12-03,12835.0
2018-12-04,12770.0
2018-12-05,12735.0
2018-12-06,12730.0
2018-12-07,12745.0
2018-12-10,12685.0
2018-12-11,12770.0
2018-12-12,13215.0
2018-12-13,13455.0
2018-12-14,13210.0
2018-12-17,13350.0
2018-12-18,13380.0
2018-12-19,13605.0
2018-12-20,13475.0
2018-12-21,13325.0
2018-12-24,13355.0
2018-12-26,13035.0
2018-12-27,13305.0
2018-12-28,13380.0
2019-01-02,13115.0
2019-01-03,13235.0
2019-01-04,13590.0
2019-01-07,13535.0
2019-01-08,13400.0
2019-01-09,13695.0
2019-01-10,13565.0
2019-01-11,13620.0
2019-01-14,13610.0
2019-01-15,13920.0
2019-01-16,13860.0
2019-01-17,14000.0
2019-01-18,14300.0
2019-01-21,14105.0
2019-01-22,14180.0
2019-01-23,14445.0
2019-01-24,14320.0
2019-01-25,14335.0
2019-01-28,14400.0
2019-01-29,14375.0
2019-01-30,14580.0
2019-01-31,14690.0
2019-02-01,14535.0
2019-02-07,14500.0
2019-02-08,14365.0
2019-02-11,14400.0
2019-02-12,14470.0
2019-02-13,14380.0
2019-02-14,14250.0
2019-02-15,14255.0
2019-02-18,14190.0
2019-02-19,14170.0
2019-02-20,14285.0
2019-02-21,14375.0
2019-02-22,14365.0
2019-02-25,14325.0
2019-02-26,14480.0
2019-02-27,14745.0
2019-02-28,14700.0
2019-03-04,14355.0
2019-03-05,14170.0
2019-03-06,14350.0
2019-03-07,14285.0
2019-03-08,14085.0
2019-03-11,14030.0
2019-03-12,14225.0
2019-03-13,14080.0
2019-03-14,13870.0
2019-03-15,14155.0
2019-03-18,14540.0
2019-03-19,14490.0
