Date,KODEX 국채선물10년인버스
2018-09-14,47850.0
2018-09-17,47875.0
2018-09-18,47990.0
2018-09-19,48095.0
2018-09-20,48330.0
2018-09-21,48330.0
2018-09-27,48150.0
2018-09-28,48075.0
2018-10-01,48175.0
2018-10-02,48110.0
2018-10-04,48415.0
2018-10-05,48465.0
2018-10-08,48455.0
2018-10-10,48290.0
2018-10-11,48070.0
2018-10-12,48220.0
2018-10-15,48155.0
2018-10-16,48140.0
2018-10-17,48005.0
2018-10-18,47820.0
2018-10-19,47940.0
2018-10-22,48015.0
2018-10-23,47855.0
2018-10-24,47870.0
2018-10-25,47685.0
2018-10-26,47635.0
2018-10-29,47450.0
2018-10-30,47500.0
2018-10-31,47605.0
2018-11-01,47655.0
2018-11-02,47800.0
2018-11-05,47790.0
2018-11-06,47820.0
2018-11-07,47715.0
2018-11-08,47690.0
2018-11-09,47590.0
2018-11-12,47505.0
2018-11-13,47530.0
2018-11-14,47430.0
2018-11-15,47600.0
2018-11-16,47555.0
2018-11-19,47475.0
2018-11-20,47485.0
2018-11-21,47495.0
2018-11-22,47495.0
2018-11-23,47350.0
2018-11-26,47345.0
2018-11-27,47280.0
2018-11-28,47310.0
2018-11-29,47135.0
2018-11-30,47125.0
2018-12-03,47205.0
2018-12-04,47100.0
2018-12-05,46935.0
2018-12-06,46620.0
2018-12-07,46690.0
2018-12-10,46700.0
2018-12-11,46695.0
2018-12-12,46845.0
2018-12-13,46865.0
2018-12-14,46820.0
2018-12-17,46810.0
2018-12-18,46735.0
2018-12-19,46555.0
2018-12-20,46535.0
2018-12-21,46695.0
2018-12-24,46790.0
2018-12-26,46645.0
2018-12-27,46605.0
2018-12-28,46635.0
2019-01-02,46640.0
2019-01-03,46650.0
2019-01-04,46790.0
2019-01-07,46775.0
2019-01-08,46890.0
2019-01-09,46875.0
2019-01-10,46795.0
2019-01-11,46870.0
2019-01-14,46745.0
2019-01-15,46720.0
2019-01-16,46785.0
2019-01-17,46755.0
2019-01-18,46895.0
2019-01-21,46970.0
2019-01-22,46860.0
2019-01-23,46820.0
2019-01-24,46865.0
2019-01-25,46910.0
2019-01-28,46975.0
2019-01-29,47030.0
2019-01-30,47135.0
2019-01-31,46935.0
2019-02-01,46855.0
2019-02-07,46910.0
2019-02-08,46790.0
2019-02-11,46685.0
2019-02-12,46835.0
2019-02-13,46855.0
2019-02-14,46880.0
2019-02-15,46755.0
2019-02-18,46895.0
2019-02-19,46905.0
2019-02-20,46895.0
2019-02-21,46970.0
2019-02-22,46970.0
2019-02-25,46990.0
2019-02-26,46965.0
2019-02-27,46890.0
2019-02-28,46920.0
2019-03-04,47070.0
2019-03-05,47070.0
2019-03-06,47035.0
2019-03-07,46965.0
2019-03-08,46840.0
2019-03-11,46880.0
2019-03-12,46930.0
2019-03-13,46825.0
2019-03-14,46880.0
2019-03-15,46940.0
2019-03-18,46965.0
2019-03-19,46910.0
