Date,ARIRANG 코스피50
2018-10-08,19395.0
2018-10-10,19330.0
2018-10-11,18510.0
2018-10-12,18795.0
2018-10-15,18610.0
2018-10-16,18490.0
2018-10-17,18800.0
2018-10-18,18630.0
2018-10-19,18705.0
2018-10-22,18760.0
2018-10-23,18330.0
2018-10-24,18200.0
2018-10-25,17895.0
2018-10-26,17695.0
2018-10-29,17580.0
2018-10-30,17800.0
2018-10-31,17850.0
2018-11-01,17760.0
2018-11-02,18390.0
2018-11-05,18175.0
2018-11-06,18240.0
2018-11-07,18250.0
2018-11-08,18350.0
2018-11-09,18290.0
2018-11-12,18305.0
2018-11-13,18165.0
2018-11-14,18115.0
2018-11-15,18255.0
2018-11-16,18240.0
2018-11-19,18235.0
2018-11-20,18010.0
2018-11-21,17875.0
2018-11-22,17860.0
2018-11-23,17740.0
2018-11-26,17960.0
2018-11-27,18170.0
2018-11-28,18270.0
2018-11-29,18250.0
2018-11-30,18110.0
2018-12-03,18425.0
2018-12-04,18205.0
2018-12-05,18025.0
2018-12-06,17775.0
2018-12-07,17855.0
2018-12-10,17630.0
2018-12-11,17610.0
2018-12-12,17845.0
2018-12-13,17890.0
2018-12-14,17560.0
2018-12-17,17625.0
2018-12-18,17550.0
2018-12-19,17700.0
2018-12-20,17505.0
2018-12-21,17505.0
2018-12-24,17525.0
2018-12-26,17350.0
2018-12-27,17550.0
2018-12-28,17650.0
2019-01-02,17415.0
2019-01-03,17240.0
2019-01-04,17365.0
2019-01-07,17625.0
2019-01-08,17495.0
2019-01-09,17890.0
2019-01-10,17910.0
2019-01-11,18050.0
2019-01-14,17865.0
2019-01-15,18255.0
2019-01-16,18340.0
2019-01-17,18435.0
2019-01-18,18550.0
2019-01-21,18555.0
2019-01-22,18485.0
2019-01-23,18515.0
2019-01-24,18725.0
2019-01-25,19140.0
2019-01-28,19165.0
2019-01-29,19210.0
2019-01-30,19505.0
2019-01-31,19480.0
2019-02-01,19465.0
2019-02-07,19370.0
2019-02-08,19080.0
2019-02-11,19125.0
2019-02-12,19325.0
2019-02-13,19365.0
2019-02-14,19605.0
2019-02-15,19305.0
2019-02-18,19435.0
2019-02-19,19305.0
2019-02-20,19585.0
2019-02-21,19585.0
2019-02-22,19630.0
2019-02-25,19640.0
2019-02-26,19535.0
2019-02-27,19610.0
2019-02-28,19280.0
2019-03-04,19165.0
2019-03-05,19005.0
2019-03-06,18980.0
2019-03-07,18935.0
2019-03-08,18675.0
2019-03-11,18665.0
2019-03-12,18905.0
2019-03-13,18720.0
2019-03-14,18760.0
2019-03-15,18930.0
2019-03-18,18945.0
2019-03-19,18945.0
