Date,KBSTAR 중국본토대형주CSI100
2018-09-27,13755.0
2018-09-28,13845.0
2018-10-01,14060.0
2018-10-02,13955.0
2018-10-04,14090.0
2018-10-05,14100.0
2018-10-08,13635.0
2018-10-10,13390.0
2018-10-11,13010.0
2018-10-12,13175.0
2018-10-15,13050.0
2018-10-16,12950.0
2018-10-17,12995.0
2018-10-18,12805.0
2018-10-19,13060.0
2018-10-22,13610.0
2018-10-23,13260.0
2018-10-24,13265.0
2018-10-25,13250.0
2018-10-26,13215.0
2018-10-29,12715.0
2018-10-30,12965.0
2018-10-31,13020.0
2018-11-01,13165.0
2018-11-02,13520.0
2018-11-05,13375.0
2018-11-06,13195.0
2018-11-07,13165.0
2018-11-08,13090.0
2018-11-09,12930.0
2018-11-12,13040.0
2018-11-13,13150.0
2018-11-14,13045.0
2018-11-15,13170.0
2018-11-16,13240.0
2018-11-19,13330.0
2018-11-20,13050.0
2018-11-21,13070.0
2018-11-22,13110.0
2018-11-23,12910.0
2018-11-26,12795.0
2018-11-27,12760.0
2018-11-28,12835.0
2018-11-29,12700.0
2018-11-30,12775.0
2018-12-03,13155.0
2018-12-04,13180.0
2018-12-05,13140.0
2018-12-06,12935.0
2018-12-07,12965.0
2018-12-10,12850.0
2018-12-11,12850.0
2018-12-12,12990.0
2018-12-13,13195.0
2018-12-14,13095.0
2018-12-17,12995.0
2018-12-18,12870.0
2018-12-19,12695.0
2018-12-20,12535.0
2018-12-21,12245.0
2018-12-24,12295.0
2018-12-26,12230.0
2018-12-27,12235.0
2018-12-28,12295.0
2019-01-02,12120.0
2019-01-03,12185.0
2019-01-04,12360.0
2019-01-07,12375.0
2019-01-08,12455.0
2019-01-09,12700.0
2019-01-10,12700.0
2019-01-11,12750.0
2019-01-14,12750.0
2019-01-15,12920.0
2019-01-16,12955.0
2019-01-17,12980.0
2019-01-18,13100.0
2019-01-21,13180.0
2019-01-22,13085.0
2019-01-23,12990.0
2019-01-24,13150.0
2019-01-25,13260.0
2019-01-28,13260.0
2019-01-29,13255.0
2019-01-30,13275.0
2019-01-31,13350.0
2019-02-01,13570.0
2019-02-07,13630.0
2019-02-08,13550.0
2019-02-11,13720.0
2019-02-12,13820.0
2019-02-13,14080.0
2019-02-14,14145.0
2019-02-15,13970.0
2019-02-18,14265.0
2019-02-19,14240.0
2019-02-20,14345.0
2019-02-21,14450.0
2019-02-22,14465.0
2019-02-25,15355.0
2019-02-26,15365.0
2019-02-27,15255.0
2019-02-28,15235.0
2019-03-04,15810.0
2019-03-05,15820.0
2019-03-06,15770.0
2019-03-07,15720.0
2019-03-08,15295.0
2019-03-11,15315.0
2019-03-12,15285.0
2019-03-13,15410.0
2019-03-14,15335.0
2019-03-15,15580.0
2019-03-18,15820.0
2019-03-19,15760.0
