Date,KODEX 철강
2018-11-21,7600.0
2018-11-22,7515.0
2018-11-23,7455.0
2018-11-26,7410.0
2018-11-27,7455.0
2018-11-28,7370.0
2018-11-29,7470.0
2018-11-30,7500.0
2018-12-03,7770.0
2018-12-04,7755.0
2018-12-05,7615.0
2018-12-06,7520.0
2018-12-07,7530.0
2018-12-10,7500.0
2018-12-11,7420.0
2018-12-12,7530.0
2018-12-13,7600.0
2018-12-14,7640.0
2018-12-17,7720.0
2018-12-18,7700.0
2018-12-19,7755.0
2018-12-20,7710.0
2018-12-21,7500.0
2018-12-24,7580.0
2018-12-26,7540.0
2018-12-27,7640.0
2018-12-28,7600.0
2019-01-02,7480.0
2019-01-03,7515.0
2019-01-04,7630.0
2019-01-07,7695.0
2019-01-08,7690.0
2019-01-09,7935.0
2019-01-10,7945.0
2019-01-11,7955.0
2019-01-14,7830.0
2019-01-15,7955.0
2019-01-16,7965.0
2019-01-17,7910.0
2019-01-18,7955.0
2019-01-21,8090.0
2019-01-22,8030.0
2019-01-23,8055.0
2019-01-24,7975.0
2019-01-25,8045.0
2019-01-28,8000.0
2019-01-29,8015.0
2019-01-30,8205.0
2019-01-31,8225.0
2019-02-01,8230.0
2019-02-07,8255.0
2019-02-08,8090.0
2019-02-11,8055.0
2019-02-12,8060.0
2019-02-13,8045.0
2019-02-14,8090.0
2019-02-15,8000.0
2019-02-18,8065.0
2019-02-19,8130.0
2019-02-20,8335.0
2019-02-21,8350.0
2019-02-22,8335.0
2019-02-25,8380.0
2019-02-26,8470.0
2019-02-27,8385.0
2019-02-28,8280.0
2019-03-04,8270.0
2019-03-05,8130.0
2019-03-06,8130.0
2019-03-07,8060.0
2019-03-08,7875.0
2019-03-11,7895.0
2019-03-12,7965.0
2019-03-13,8030.0
2019-03-14,8100.0
2019-03-15,8185.0
2019-03-18,8105.0
2019-03-19,8095.0
