Date,KODEX 레버리지
2018-10-08,13860.0
2018-10-10,13670.0
2018-10-11,12550.0
2018-10-12,12810.0
2018-10-15,12605.0
2018-10-16,12555.0
2018-10-17,12870.0
2018-10-18,12630.0
2018-10-19,12730.0
2018-10-22,12795.0
2018-10-23,12185.0
2018-10-24,12070.0
2018-10-25,11700.0
2018-10-26,11320.0
2018-10-29,11110.0
2018-10-30,11310.0
2018-10-31,11365.0
2018-11-01,11295.0
2018-11-02,12115.0
2018-11-05,11880.0
2018-11-06,12020.0
2018-11-07,11920.0
2018-11-08,12125.0
2018-11-09,11975.0
2018-11-12,12040.0
2018-11-13,11855.0
2018-11-14,11785.0
2018-11-15,12025.0
2018-11-16,12005.0
2018-11-19,12090.0
2018-11-20,11850.0
2018-11-21,11750.0
2018-11-22,11710.0
2018-11-23,11550.0
2018-11-26,11880.0
2018-11-27,12060.0
2018-11-28,12190.0
2018-11-29,12245.0
2018-11-30,12020.0
2018-12-03,12435.0
2018-12-04,12150.0
2018-12-05,12000.0
2018-12-06,11645.0
2018-12-07,11740.0
2018-12-10,11485.0
2018-12-11,11430.0
2018-12-12,11750.0
2018-12-13,11875.0
2018-12-14,11475.0
2018-12-17,11555.0
2018-12-18,11465.0
2018-12-19,11625.0
2018-12-20,11375.0
2018-12-21,11370.0
2018-12-24,11360.0
2018-12-26,11030.0
2018-12-27,11340.0
2018-12-28,11445.0
2019-01-02,11160.0
2019-01-03,10935.0
2019-01-04,11115.0
2019-01-07,11445.0
2019-01-08,11270.0
2019-01-09,11735.0
2019-01-10,11740.0
2019-01-11,11910.0
2019-01-14,11685.0
2019-01-15,12150.0
2019-01-16,12255.0
2019-01-17,12310.0
2019-01-18,12505.0
2019-01-21,12515.0
2019-01-22,12380.0
2019-01-23,12515.0
2019-01-24,12720.0
2019-01-25,13210.0
2019-01-28,13195.0
2019-01-29,13320.0
2019-01-30,13660.0
2019-01-31,13625.0
2019-02-01,13565.0
2019-02-07,13570.0
2019-02-08,13195.0
2019-02-11,13210.0
2019-02-12,13390.0
2019-02-13,13505.0
2019-02-14,13750.0
2019-02-15,13400.0
2019-02-18,13605.0
2019-02-19,13475.0
2019-02-20,13795.0
2019-02-21,13790.0
2019-02-22,13810.0
2019-02-25,13860.0
2019-02-26,13755.0
2019-02-27,13860.0
2019-02-28,13390.0
2019-03-04,13260.0
2019-03-05,13050.0
2019-03-06,12980.0
2019-03-07,12895.0
2019-03-08,12550.0
2019-03-11,12550.0
2019-03-12,12815.0
2019-03-13,12615.0
2019-03-14,12700.0
2019-03-15,12975.0
2019-03-18,12995.0
2019-03-19,12985.0
