Date,TIGER 200 중공업
2018-10-04,3665.0
2018-10-05,3645.0
2018-10-08,3515.0
2018-10-10,3390.0
2018-10-11,3190.0
2018-10-12,3255.0
2018-10-15,3270.0
2018-10-16,3290.0
2018-10-17,3315.0
2018-10-18,3255.0
2018-10-19,3215.0
2018-10-22,3175.0
2018-10-23,3070.0
2018-10-24,3010.0
2018-10-25,3000.0
2018-10-26,2890.0
2018-10-29,2850.0
2018-10-30,2950.0
2018-10-31,2975.0
2018-11-01,2870.0
2018-11-02,3025.0
2018-11-05,3030.0
2018-11-06,3130.0
2018-11-07,3040.0
2018-11-08,3130.0
2018-11-09,3120.0
2018-11-12,3170.0
2018-11-13,3145.0
2018-11-14,3065.0
2018-11-15,3150.0
2018-11-16,3250.0
2018-11-19,3280.0
2018-11-20,3320.0
2018-11-21,3320.0
2018-11-22,3285.0
2018-11-23,3290.0
2018-11-26,3265.0
2018-11-27,3255.0
2018-11-28,3300.0
2018-11-29,3285.0
2018-11-30,3250.0
2018-12-03,3340.0
2018-12-04,3390.0
2018-12-05,3395.0
2018-12-06,3325.0
2018-12-07,3340.0
2018-12-10,3310.0
2018-12-11,3290.0
2018-12-12,3355.0
2018-12-13,3445.0
2018-12-14,3420.0
2018-12-17,3380.0
2018-12-18,3355.0
2018-12-19,3290.0
2018-12-20,3260.0
2018-12-21,3270.0
2018-12-24,3225.0
2018-12-26,3105.0
2018-12-27,3230.0
2018-12-28,3230.0
2019-01-02,3140.0
2019-01-03,3230.0
2019-01-04,3315.0
2019-01-07,3330.0
2019-01-08,3275.0
2019-01-09,3305.0
2019-01-10,3290.0
2019-01-11,3295.0
2019-01-14,3325.0
2019-01-15,3390.0
2019-01-16,3370.0
2019-01-17,3350.0
2019-01-18,3395.0
2019-01-21,3435.0
2019-01-22,3435.0
2019-01-23,3430.0
2019-01-24,3415.0
2019-01-25,3440.0
2019-01-28,3520.0
2019-01-29,3495.0
2019-01-30,3530.0
2019-01-31,3480.0
2019-02-01,3420.0
2019-02-07,3430.0
2019-02-08,3415.0
2019-02-11,3435.0
2019-02-12,3435.0
2019-02-13,3365.0
2019-02-14,3300.0
2019-02-15,3320.0
2019-02-18,3360.0
2019-02-19,3375.0
2019-02-20,3380.0
2019-02-21,3415.0
2019-02-22,3425.0
2019-02-25,3415.0
2019-02-26,3390.0
2019-02-27,3420.0
2019-02-28,3305.0
2019-03-04,3260.0
2019-03-05,3275.0
2019-03-06,3250.0
2019-03-07,3190.0
2019-03-08,3100.0
2019-03-11,3120.0
2019-03-12,3145.0
2019-03-13,3130.0
2019-03-14,3155.0
2019-03-15,3160.0
2019-03-18,3160.0
2019-03-19,3170.0
