Date,KODEX 보험
2018-10-08,8335.0
2018-10-10,8340.0
2018-10-11,8050.0
2018-10-12,7975.0
2018-10-15,8085.0
2018-10-16,8025.0
2018-10-17,8100.0
2018-10-18,8080.0
2018-10-19,8115.0
2018-10-22,8245.0
2018-10-23,8120.0
2018-10-24,8255.0
2018-10-25,8180.0
2018-10-26,8145.0
2018-10-29,8060.0
2018-10-30,7865.0
2018-10-31,8080.0
2018-11-01,7855.0
2018-11-02,7915.0
2018-11-05,7890.0
2018-11-06,8000.0
2018-11-07,7965.0
2018-11-08,8030.0
2018-11-09,8125.0
2018-11-12,8390.0
2018-11-13,8330.0
2018-11-14,8255.0
2018-11-15,8210.0
2018-11-16,8215.0
2018-11-19,8150.0
2018-11-20,8225.0
2018-11-21,8195.0
2018-11-22,8160.0
2018-11-23,8005.0
2018-11-26,8015.0
2018-11-27,8010.0
2018-11-28,7945.0
2018-11-29,7935.0
2018-11-30,7805.0
2018-12-03,7820.0
2018-12-04,7840.0
2018-12-05,7925.0
2018-12-06,7855.0
2018-12-07,7765.0
2018-12-10,7750.0
2018-12-11,7730.0
2018-12-12,7790.0
2018-12-13,7875.0
2018-12-14,7885.0
2018-12-17,7810.0
2018-12-18,7785.0
2018-12-19,7915.0
2018-12-20,7920.0
2018-12-21,7945.0
2018-12-24,8010.0
2018-12-26,7940.0
2018-12-27,8005.0
2018-12-28,8035.0
2019-01-02,7890.0
2019-01-03,7900.0
2019-01-04,7925.0
2019-01-07,7925.0
2019-01-08,7850.0
2019-01-09,7855.0
2019-01-10,7830.0
2019-01-11,7890.0
2019-01-14,7820.0
2019-01-15,7895.0
2019-01-16,7960.0
2019-01-17,8015.0
2019-01-18,8005.0
2019-01-21,7980.0
2019-01-22,8030.0
2019-01-23,8065.0
2019-01-24,8125.0
2019-01-25,8140.0
2019-01-28,8130.0
2019-01-29,8140.0
2019-01-30,8155.0
2019-01-31,8095.0
2019-02-01,8220.0
2019-02-07,8190.0
2019-02-08,8215.0
2019-02-11,8190.0
2019-02-12,8260.0
2019-02-13,8360.0
2019-02-14,8440.0
2019-02-15,8315.0
2019-02-18,8355.0
2019-02-19,8360.0
2019-02-20,8430.0
2019-02-21,8490.0
2019-02-22,8485.0
2019-02-25,8525.0
2019-02-26,8440.0
2019-02-27,8455.0
2019-02-28,8440.0
2019-03-04,8345.0
2019-03-05,8340.0
2019-03-06,8330.0
2019-03-07,8250.0
2019-03-08,8170.0
2019-03-11,8210.0
2019-03-12,8260.0
2019-03-13,8220.0
2019-03-14,8285.0
2019-03-15,8490.0
2019-03-18,8550.0
2019-03-19,8570.0
