Date,KINDEX 미국다우존스리츠(합성 H)
2018-09-21,71370.0
2018-09-27,69900.0
2018-09-28,69900.0
2018-10-01,70860.0
2018-10-02,70405.0
2018-10-04,69275.0
2018-10-05,68610.0
2018-10-08,68350.0
2018-10-10,69450.0
2018-10-11,68735.0
2018-10-12,67845.0
2018-10-15,66685.0
2018-10-16,66880.0
2018-10-17,68570.0
2018-10-18,68240.0
2018-10-19,68360.0
2018-10-22,68450.0
2018-10-23,67250.0
2018-10-24,67580.0
2018-10-25,68585.0
2018-10-26,69075.0
2018-10-29,67860.0
2018-10-30,68890.0
2018-10-31,69360.0
2018-11-01,69160.0
2018-11-02,69115.0
2018-11-05,68535.0
2018-11-06,69340.0
2018-11-07,70070.0
2018-11-08,70315.0
2018-11-09,70405.0
2018-11-12,70440.0
2018-11-13,70370.0
2018-11-14,70485.0
2018-11-15,70895.0
2018-11-16,70200.0
2018-11-19,70480.0
2018-11-20,70645.0
2018-11-21,70330.0
2018-11-22,70720.0
2018-11-23,70410.0
2018-11-26,70610.0
2018-11-27,70405.0
2018-11-28,70390.0
2018-11-29,70795.0
2018-11-30,71480.0
2018-12-03,72740.0
2018-12-04,72400.0
2018-12-05,71650.0
2018-12-06,70615.0
2018-12-07,72905.0
2018-12-10,71780.0
2018-12-11,71695.0
2018-12-12,71930.0
2018-12-13,70985.0
2018-12-14,70800.0
2018-12-17,70755.0
2018-12-18,68495.0
2018-12-19,68800.0
2018-12-20,68540.0
2018-12-21,67260.0
2018-12-24,66850.0
2018-12-26,64010.0
2018-12-27,65565.0
2018-12-28,65710.0
2019-01-02,65555.0
2019-01-03,64195.0
2019-01-04,64900.0
2019-01-07,66120.0
2019-01-08,66690.0
2019-01-09,67870.0
2019-01-10,67370.0
2019-01-11,68585.0
2019-01-14,68800.0
2019-01-15,68985.0
2019-01-16,69405.0
2019-01-17,69490.0
2019-01-18,70770.0
2019-01-21,70150.0
2019-01-22,69925.0
2019-01-23,70270.0
2019-01-24,70270.0
2019-01-25,70820.0
2019-01-28,71045.0
2019-01-29,72090.0
2019-01-30,72475.0
2019-01-31,73055.0
2019-02-01,74210.0
2019-02-07,74065.0
2019-02-08,74495.0
2019-02-11,74210.0
2019-02-12,74865.0
2019-02-13,74265.0
2019-02-14,74465.0
2019-02-15,74950.0
2019-02-18,75500.0
2019-02-19,75040.0
2019-02-20,75510.0
2019-02-21,75270.0
2019-02-22,75105.0
2019-02-25,75305.0
2019-02-26,74210.0
2019-02-27,74215.0
2019-02-28,74215.0
2019-03-04,74870.0
2019-03-05,74915.0
2019-03-06,74930.0
2019-03-07,74700.0
2019-03-08,74395.0
2019-03-11,74750.0
2019-03-12,75985.0
2019-03-13,75515.0
2019-03-14,76435.0
2019-03-15,76785.0
2019-03-18,75965.0
2019-03-19,76120.0
