Date,KODEX 기계장비
2018-11-09,4955.0
2018-11-12,5000.0
2018-11-13,4985.0
2018-11-14,4835.0
2018-11-15,4945.0
2018-11-16,5095.0
2018-11-19,5160.0
2018-11-20,5190.0
2018-11-21,5210.0
2018-11-22,5155.0
2018-11-23,5130.0
2018-11-26,5135.0
2018-11-27,5130.0
2018-11-28,5185.0
2018-11-29,5170.0
2018-11-30,5130.0
2018-12-03,5260.0
2018-12-04,5290.0
2018-12-05,5315.0
2018-12-06,5190.0
2018-12-07,5230.0
2018-12-10,5160.0
2018-12-11,5100.0
2018-12-12,5215.0
2018-12-13,5360.0
2018-12-14,5320.0
2018-12-17,5235.0
2018-12-18,5175.0
2018-12-19,5100.0
2018-12-20,5045.0
2018-12-21,5030.0
2018-12-24,4995.0
2018-12-26,4845.0
2018-12-27,5030.0
2018-12-28,5045.0
2019-01-02,4910.0
2019-01-03,5030.0
2019-01-04,5150.0
2019-01-07,5200.0
2019-01-08,5135.0
2019-01-09,5185.0
2019-01-10,5180.0
2019-01-11,5180.0
2019-01-14,5215.0
2019-01-15,5295.0
2019-01-16,5295.0
2019-01-17,5260.0
2019-01-18,5320.0
2019-01-21,5390.0
2019-01-22,5365.0
2019-01-23,5350.0
2019-01-24,5345.0
2019-01-25,5395.0
2019-01-28,5510.0
2019-01-29,5465.0
2019-01-30,5520.0
2019-01-31,5465.0
2019-02-01,5350.0
2019-02-07,5380.0
2019-02-08,5330.0
2019-02-11,5370.0
2019-02-12,5375.0
2019-02-13,5280.0
2019-02-14,5195.0
2019-02-15,5225.0
2019-02-18,5295.0
2019-02-19,5320.0
2019-02-20,5355.0
2019-02-21,5405.0
2019-02-22,5420.0
2019-02-25,5385.0
2019-02-26,5380.0
2019-02-27,5400.0
2019-02-28,5220.0
2019-03-04,5210.0
2019-03-05,5225.0
2019-03-06,5200.0
2019-03-07,5100.0
2019-03-08,4965.0
2019-03-11,4975.0
2019-03-12,5010.0
2019-03-13,4995.0
2019-03-14,5030.0
2019-03-15,5045.0
2019-03-18,5055.0
2019-03-19,5050.0
