Date,KODEX 국고채3년
2018-10-04,55330.0
2018-10-05,55285.0
2018-10-08,55300.0
2018-10-10,55350.0
2018-10-11,55420.0
2018-10-12,55355.0
2018-10-15,55380.0
2018-10-16,55405.0
2018-10-17,55425.0
2018-10-18,55500.0
2018-10-19,55525.0
2018-10-22,55475.0
2018-10-23,55505.0
2018-10-24,55500.0
2018-10-25,55560.0
2018-10-26,55605.0
2018-10-29,55595.0
2018-10-30,55645.0
2018-10-31,55615.0
2018-11-01,55605.0
2018-11-02,55580.0
2018-11-05,55580.0
2018-11-06,55620.0
2018-11-07,55625.0
2018-11-08,55595.0
2018-11-09,55645.0
2018-11-12,55650.0
2018-11-13,55660.0
2018-11-14,55700.0
2018-11-15,55675.0
2018-11-16,55655.0
2018-11-19,55695.0
2018-11-20,55700.0
2018-11-21,55700.0
2018-11-22,55690.0
2018-11-23,55765.0
2018-11-26,55765.0
2018-11-27,55765.0
2018-11-28,55735.0
2018-11-29,55815.0
2018-11-30,55805.0
2018-12-03,55785.0
2018-12-04,55800.0
2018-12-05,55830.0
2018-12-06,55855.0
2018-12-07,55945.0
2018-12-10,55940.0
2018-12-11,55635.0
2018-12-12,55605.0
2018-12-13,55590.0
2018-12-14,55620.0
2018-12-17,55610.0
2018-12-18,55650.0
2018-12-19,55690.0
2018-12-20,55685.0
2018-12-21,55630.0
2018-12-24,55590.0
2018-12-26,55650.0
2018-12-27,55650.0
2018-12-28,55635.0
2019-01-02,55690.0
2019-01-03,55715.0
2019-01-04,55685.0
2019-01-07,55700.0
2019-01-08,55695.0
2019-01-09,55690.0
2019-01-10,55725.0
2019-01-11,55730.0
2019-01-14,55730.0
2019-01-15,55750.0
2019-01-16,55735.0
2019-01-17,55750.0
2019-01-18,55730.0
2019-01-21,55725.0
2019-01-22,55725.0
2019-01-23,55725.0
2019-01-24,55745.0
2019-01-25,55735.0
2019-01-28,55740.0
2019-01-29,55730.0
2019-01-30,55725.0
2019-01-31,55750.0
2019-02-01,55780.0
2019-02-07,55785.0
2019-02-08,55810.0
2019-02-11,55810.0
2019-02-12,55810.0
2019-02-13,55800.0
2019-02-14,55815.0
2019-02-15,55825.0
2019-02-18,55810.0
2019-02-19,55815.0
2019-02-20,55780.0
2019-02-21,55775.0
2019-02-22,55795.0
2019-02-25,55805.0
2019-02-26,55805.0
2019-02-27,55810.0
2019-02-28,55825.0
2019-03-04,55800.0
2019-03-05,55795.0
2019-03-06,55810.0
2019-03-07,55840.0
2019-03-08,55865.0
2019-03-11,55845.0
2019-03-12,55850.0
2019-03-13,55875.0
2019-03-14,55885.0
2019-03-15,55870.0
2019-03-18,55860.0
2019-03-19,55840.0
