Date,TIGER 200 건설
2018-10-08,3105.0
2018-10-10,2960.0
2018-10-11,2800.0
2018-10-12,2855.0
2018-10-15,2815.0
2018-10-16,2810.0
2018-10-17,2845.0
2018-10-18,2805.0
2018-10-19,2820.0
2018-10-22,2775.0
2018-10-23,2710.0
2018-10-24,2660.0
2018-10-25,2635.0
2018-10-26,2510.0
2018-10-29,2465.0
2018-10-30,2525.0
2018-10-31,2530.0
2018-11-01,2500.0
2018-11-02,2635.0
2018-11-05,2585.0
2018-11-06,2610.0
2018-11-07,2565.0
2018-11-08,2635.0
2018-11-09,2615.0
2018-11-12,2645.0
2018-11-13,2630.0
2018-11-14,2580.0
2018-11-15,2630.0
2018-11-16,2655.0
2018-11-19,2710.0
2018-11-20,2740.0
2018-11-21,2715.0
2018-11-22,2665.0
2018-11-23,2670.0
2018-11-26,2685.0
2018-11-27,2720.0
2018-11-28,2790.0
2018-11-29,2805.0
2018-11-30,2815.0
2018-12-03,2870.0
2018-12-04,2855.0
2018-12-05,2845.0
2018-12-06,2805.0
2018-12-07,2850.0
2018-12-10,2815.0
2018-12-11,2790.0
2018-12-12,2845.0
2018-12-13,2920.0
2018-12-14,2935.0
2018-12-17,2935.0
2018-12-18,2965.0
2018-12-19,2900.0
2018-12-20,2950.0
2018-12-21,2900.0
2018-12-24,2860.0
2018-12-26,2780.0
2018-12-27,2900.0
2018-12-28,2905.0
2019-01-02,2845.0
2019-01-03,2850.0
2019-01-04,2855.0
2019-01-07,2885.0
2019-01-08,2880.0
2019-01-09,2920.0
2019-01-10,2915.0
2019-01-11,2900.0
2019-01-14,2910.0
2019-01-15,2940.0
2019-01-16,2970.0
2019-01-17,2945.0
2019-01-18,2950.0
2019-01-21,2935.0
2019-01-22,2930.0
2019-01-23,2990.0
2019-01-24,3030.0
2019-01-25,3050.0
2019-01-28,3035.0
2019-01-29,2985.0
2019-01-30,3070.0
2019-01-31,3060.0
2019-02-01,3065.0
2019-02-07,3060.0
2019-02-08,3020.0
2019-02-11,3025.0
2019-02-12,3015.0
2019-02-13,3025.0
2019-02-14,3015.0
2019-02-15,3020.0
2019-02-18,3025.0
2019-02-19,3020.0
2019-02-20,3025.0
2019-02-21,2995.0
2019-02-22,3025.0
2019-02-25,3010.0
2019-02-26,3025.0
2019-02-27,3000.0
2019-02-28,2890.0
2019-03-04,2845.0
2019-03-05,2860.0
2019-03-06,2850.0
2019-03-07,2825.0
2019-03-08,2775.0
2019-03-11,2775.0
2019-03-12,2785.0
2019-03-13,2765.0
2019-03-14,2790.0
2019-03-15,2850.0
2019-03-18,2845.0
2019-03-19,2865.0
