Date,KOSEF 단기자금
2018-10-05,101955.0
2018-10-08,101960.0
2018-10-10,101970.0
2018-10-11,101980.0
2018-10-12,101990.0
2018-10-15,101985.0
2018-10-16,101985.0
2018-10-17,101985.0
2018-10-18,102010.0
2018-10-19,102015.0
2018-10-22,102015.0
2018-10-23,102020.0
2018-10-24,102025.0
2018-10-25,102040.0
2018-10-26,102040.0
2018-10-29,102035.0
2018-10-30,102055.0
2018-10-31,102060.0
2018-11-01,102080.0
2018-11-02,102085.0
2018-11-05,102085.0
2018-11-06,102100.0
2018-11-07,102105.0
2018-11-08,102125.0
2018-11-09,102135.0
2018-11-12,102135.0
2018-11-13,102140.0
2018-11-14,102150.0
2018-11-15,102155.0
2018-11-16,102165.0
2018-11-19,102155.0
2018-11-20,102165.0
2018-11-21,102160.0
2018-11-22,102180.0
2018-11-23,102185.0
2018-11-26,102185.0
2018-11-27,102180.0
2018-11-28,102190.0
2018-11-29,102205.0
2018-11-30,102195.0
2018-12-03,102215.0
2018-12-04,102220.0
2018-12-05,102230.0
2018-12-06,102245.0
2018-12-07,102250.0
2018-12-10,102255.0
2018-12-11,102260.0
2018-12-12,102265.0
2018-12-13,102285.0
2018-12-14,102285.0
2018-12-17,102290.0
2018-12-18,102300.0
2018-12-19,102310.0
2018-12-20,102325.0
2018-12-21,102330.0
2018-12-24,102330.0
2018-12-26,102335.0
2018-12-27,100765.0
2018-12-28,100770.0
2019-01-02,100785.0
2019-01-03,100805.0
2019-01-04,100815.0
2019-01-07,100825.0
2019-01-08,100830.0
2019-01-09,100840.0
2019-01-10,100850.0
2019-01-11,100855.0
2019-01-14,100860.0
2019-01-15,100870.0
2019-01-16,100875.0
2019-01-17,100885.0
2019-01-18,100885.0
2019-01-21,100890.0
2019-01-22,100890.0
2019-01-23,100895.0
2019-01-24,100910.0
2019-01-25,100915.0
2019-01-28,100910.0
2019-01-29,100910.0
2019-01-30,100920.0
2019-01-31,100955.0
2019-02-01,100955.0
2019-02-07,100970.0
2019-02-08,100980.0
2019-02-11,100985.0
2019-02-12,100990.0
2019-02-13,100990.0
2019-02-14,101010.0
2019-02-15,101015.0
2019-02-18,101020.0
2019-02-19,101020.0
2019-02-20,101025.0
2019-02-21,101035.0
2019-02-22,101035.0
2019-02-25,101040.0
2019-02-26,101045.0
2019-02-27,101070.0
2019-02-28,101065.0
2019-03-04,101075.0
2019-03-05,101085.0
2019-03-06,101080.0
2019-03-07,101095.0
2019-03-08,101105.0
2019-03-11,101115.0
2019-03-12,101115.0
2019-03-13,101120.0
2019-03-14,101135.0
2019-03-15,101135.0
2019-03-18,101150.0
2019-03-19,101145.0
