Date,KINDEX 200
2018-10-08,29280.0
2018-10-10,29055.0
2018-10-11,27885.0
2018-10-12,28170.0
2018-10-15,27955.0
2018-10-16,27875.0
2018-10-17,28290.0
2018-10-18,28010.0
2018-10-19,28120.0
2018-10-22,28190.0
2018-10-23,27400.0
2018-10-24,27355.0
2018-10-25,26870.0
2018-10-26,26565.0
2018-10-29,26270.0
2018-10-30,26505.0
2018-10-31,26670.0
2018-11-01,26485.0
2018-11-02,27485.0
2018-11-05,27200.0
2018-11-06,27365.0
2018-11-07,27250.0
2018-11-08,27495.0
2018-11-09,27320.0
2018-11-12,27335.0
2018-11-13,27150.0
2018-11-14,27100.0
2018-11-15,27365.0
2018-11-16,27355.0
2018-11-19,27455.0
2018-11-20,27185.0
2018-11-21,27045.0
2018-11-22,27020.0
2018-11-23,26840.0
2018-11-26,27175.0
2018-11-27,27415.0
2018-11-28,27575.0
2018-11-29,27660.0
2018-11-30,27440.0
2018-12-03,27845.0
2018-12-04,27535.0
2018-12-05,27375.0
2018-12-06,26950.0
2018-12-07,27080.0
2018-12-10,26775.0
2018-12-11,26745.0
2018-12-12,27135.0
2018-12-13,27270.0
2018-12-14,26835.0
2018-12-17,26890.0
2018-12-18,26805.0
2018-12-19,26975.0
2018-12-20,26700.0
2018-12-21,26680.0
2018-12-24,26700.0
2018-12-26,26355.0
2018-12-27,26710.0
2018-12-28,26935.0
2019-01-02,26520.0
2019-01-03,26250.0
2019-01-04,26485.0
2019-01-07,26835.0
2019-01-08,26655.0
2019-01-09,27215.0
2019-01-10,27225.0
2019-01-11,27415.0
2019-01-14,27170.0
2019-01-15,27705.0
2019-01-16,27805.0
2019-01-17,27910.0
2019-01-18,28095.0
2019-01-21,28125.0
2019-01-22,27980.0
2019-01-23,28100.0
2019-01-24,28360.0
2019-01-25,28915.0
2019-01-28,28900.0
2019-01-29,28990.0
2019-01-30,29380.0
2019-01-31,29425.0
2019-02-01,29295.0
2019-02-07,29295.0
2019-02-08,28870.0
2019-02-11,28920.0
2019-02-12,29100.0
2019-02-13,29220.0
2019-02-14,29505.0
2019-02-15,29140.0
2019-02-18,29345.0
2019-02-19,29210.0
2019-02-20,29560.0
2019-02-21,29535.0
2019-02-22,29580.0
2019-02-25,29630.0
2019-02-26,29550.0
2019-02-27,29645.0
2019-02-28,29170.0
2019-03-04,28985.0
2019-03-05,28725.0
2019-03-06,28675.0
2019-03-07,28575.0
2019-03-08,28230.0
2019-03-11,28185.0
2019-03-12,28490.0
2019-03-13,28305.0
2019-03-14,28390.0
2019-03-15,28695.0
2019-03-18,28740.0
2019-03-19,28695.0
