Date,파워 코스피100
2018-10-04,22445.0
2018-10-05,22425.0
2018-10-08,22390.0
2018-10-10,22210.0
2018-10-11,21250.0
2018-10-12,21565.0
2018-10-15,21400.0
2018-10-16,21380.0
2018-10-17,21630.0
2018-10-18,21440.0
2018-10-19,21525.0
2018-10-22,21595.0
2018-10-23,21075.0
2018-10-24,20970.0
2018-10-25,20615.0
2018-10-26,20340.0
2018-10-29,20165.0
2018-10-30,20285.0
2018-10-31,20410.0
2018-11-01,20330.0
2018-11-02,21055.0
2018-11-05,20875.0
2018-11-06,20735.0
2018-11-07,20940.0
2018-11-08,21025.0
2018-11-09,20975.0
2018-11-12,20995.0
2018-11-13,20840.0
2018-11-14,20770.0
2018-11-15,20970.0
2018-11-16,20950.0
2018-11-19,20910.0
2018-11-20,20760.0
2018-11-21,20640.0
2018-11-22,20585.0
2018-11-23,20500.0
2018-11-26,20760.0
2018-11-27,20955.0
2018-11-28,21060.0
2018-11-29,21120.0
2018-11-30,20870.0
2018-12-03,21245.0
2018-12-04,21020.0
2018-12-05,20880.0
2018-12-06,20540.0
2018-12-07,20630.0
2018-12-10,20405.0
2018-12-11,20355.0
2018-12-12,20635.0
2018-12-13,20700.0
2018-12-14,20370.0
2018-12-17,20440.0
2018-12-18,20350.0
2018-12-19,20510.0
2018-12-20,20320.0
2018-12-21,20335.0
2018-12-24,20300.0
2018-12-26,20050.0
2018-12-27,20315.0
2018-12-28,20415.0
2019-01-02,20145.0
2019-01-03,19950.0
2019-01-04,20100.0
2019-01-07,20390.0
2019-01-08,20245.0
2019-01-09,20670.0
2019-01-10,20715.0
2019-01-11,20845.0
2019-01-14,20670.0
2019-01-15,21070.0
2019-01-16,21185.0
2019-01-17,21260.0
2019-01-18,21410.0
2019-01-21,21435.0
2019-01-22,21325.0
2019-01-23,21400.0
2019-01-24,21640.0
2019-01-25,22025.0
2019-01-28,22040.0
2019-01-29,22160.0
2019-01-30,22440.0
2019-01-31,22380.0
2019-02-01,22380.0
2019-02-07,22360.0
2019-02-08,22025.0
2019-02-11,22065.0
2019-02-12,22210.0
2019-02-13,22290.0
2019-02-14,22515.0
2019-02-15,22210.0
2019-02-18,22350.0
2019-02-19,22270.0
2019-02-20,22555.0
2019-02-21,22565.0
2019-02-22,22585.0
2019-02-25,22605.0
2019-02-26,22520.0
2019-02-27,22575.0
2019-02-28,22210.0
2019-03-04,22085.0
2019-03-05,21915.0
2019-03-06,21875.0
2019-03-07,21815.0
2019-03-08,21505.0
2019-03-11,21505.0
2019-03-12,21710.0
2019-03-13,21555.0
2019-03-14,21595.0
2019-03-15,21860.0
2019-03-18,21860.0
2019-03-19,21860.0
