Date,TIGER 현대차그룹+펀더멘털
2018-10-08,16615.0
2018-10-10,16355.0
2018-10-11,15750.0
2018-10-12,15680.0
2018-10-15,15340.0
2018-10-16,15505.0
2018-10-17,15630.0
2018-10-18,15110.0
2018-10-19,15090.0
2018-10-22,15220.0
2018-10-23,14725.0
2018-10-24,14850.0
2018-10-25,14195.0
2018-10-26,14140.0
2018-10-29,14045.0
2018-10-30,14125.0
2018-10-31,14210.0
2018-11-01,14225.0
2018-11-02,14565.0
2018-11-05,14115.0
2018-11-06,14530.0
2018-11-07,14395.0
2018-11-08,14640.0
2018-11-09,14550.0
2018-11-12,14285.0
2018-11-13,14300.0
2018-11-14,14270.0
2018-11-15,14350.0
2018-11-16,14565.0
2018-11-19,14575.0
2018-11-20,14250.0
2018-11-21,14240.0
2018-11-22,13660.0
2018-11-23,13655.0
2018-11-26,13915.0
2018-11-27,14320.0
2018-11-28,14430.0
2018-11-29,14310.0
2018-11-30,14810.0
2018-12-03,15000.0
2018-12-04,14945.0
2018-12-05,14955.0
2018-12-06,15035.0
2018-12-07,15115.0
2018-12-10,14990.0
2018-12-11,14970.0
2018-12-12,15795.0
2018-12-13,16155.0
2018-12-14,15880.0
2018-12-17,15950.0
2018-12-18,16070.0
2018-12-19,16345.0
2018-12-20,16135.0
2018-12-21,15945.0
2018-12-24,16040.0
2018-12-26,15650.0
2018-12-27,15935.0
2018-12-28,16105.0
2019-01-02,15540.0
2019-01-03,15960.0
2019-01-04,16470.0
2019-01-07,16510.0
2019-01-08,16240.0
2019-01-09,16825.0
2019-01-10,16635.0
2019-01-11,16580.0
2019-01-14,16555.0
2019-01-15,17080.0
2019-01-16,17185.0
2019-01-17,17280.0
2019-01-18,17450.0
2019-01-21,17300.0
2019-01-22,17250.0
2019-01-23,17650.0
2019-01-24,17695.0
2019-01-25,17445.0
2019-01-28,17320.0
2019-01-29,17460.0
2019-01-30,17710.0
2019-01-31,17835.0
2019-02-01,17675.0
2019-02-07,17600.0
2019-02-08,17505.0
2019-02-11,17625.0
2019-02-12,17720.0
2019-02-13,17380.0
2019-02-14,17140.0
2019-02-15,17120.0
2019-02-18,17050.0
2019-02-19,16980.0
2019-02-20,17100.0
2019-02-21,17220.0
2019-02-22,17300.0
2019-02-25,17325.0
2019-02-26,17490.0
2019-02-27,17840.0
2019-02-28,17600.0
2019-03-04,17075.0
2019-03-05,16825.0
2019-03-06,16950.0
2019-03-07,16855.0
2019-03-08,16415.0
2019-03-11,16330.0
2019-03-12,16700.0
2019-03-13,16515.0
2019-03-14,16305.0
2019-03-15,16530.0
2019-03-18,16785.0
2019-03-19,16815.0
