Date,TIGER 금은선물(H)
2018-10-04,6955.0
2018-10-05,6960.0
2018-10-08,6950.0
2018-10-10,6870.0
2018-10-11,6925.0
2018-10-12,7060.0
2018-10-15,7070.0
2018-10-16,7100.0
2018-10-17,7095.0
2018-10-18,7095.0
2018-10-19,7105.0
2018-10-22,7110.0
2018-10-23,7100.0
2018-10-24,7130.0
2018-10-25,7150.0
2018-10-26,7095.0
2018-10-29,7145.0
2018-10-30,7110.0
2018-10-31,7050.0
2018-11-01,7060.0
2018-11-02,7080.0
2018-11-05,7125.0
2018-11-06,7115.0
2018-11-07,7105.0
2018-11-08,7090.0
2018-11-09,7050.0
2018-11-12,6985.0
2018-11-13,6955.0
2018-11-14,6945.0
2018-11-15,6965.0
2018-11-16,7015.0
2018-11-19,7010.0
2018-11-20,7030.0
2018-11-21,7030.0
2018-11-22,7090.0
2018-11-23,7040.0
2018-11-26,7070.0
2018-11-27,7005.0
2018-11-28,7015.0
2018-11-29,7045.0
2018-11-30,7045.0
2018-12-03,7045.0
2018-12-04,7140.0
2018-12-05,7055.0
2018-12-06,7160.0
2018-12-07,7150.0
2018-12-10,7190.0
2018-12-11,7160.0
2018-12-12,7160.0
2018-12-13,7160.0
2018-12-14,7160.0
2018-12-17,7130.0
2018-12-18,7155.0
2018-12-19,7155.0
2018-12-20,7155.0
2018-12-21,7200.0
2018-12-24,7220.0
2018-12-26,7320.0
2018-12-27,7300.0
2018-12-28,7370.0
2019-01-02,7400.0
2019-01-03,7425.0
2019-01-04,7425.0
2019-01-07,7415.0
2019-01-08,7390.0
2019-01-09,7380.0
2019-01-10,7420.0
2019-01-11,7415.0
2019-01-14,7425.0
2019-01-15,7400.0
2019-01-16,7400.0
2019-01-17,7410.0
2019-01-18,7390.0
2019-01-21,7330.0
2019-01-22,7350.0
2019-01-23,7350.0
2019-01-24,7350.0
2019-01-25,7340.0
2019-01-28,7430.0
2019-01-29,7460.0
2019-01-30,7510.0
2019-01-31,7515.0
2019-02-01,7550.0
2019-02-07,7480.0
2019-02-08,7465.0
2019-02-11,7560.0
2019-02-12,7520.0
2019-02-13,7520.0
2019-02-14,7480.0
2019-02-15,7500.0
2019-02-18,7535.0
2019-02-19,7565.0
2019-02-20,7665.0
2019-02-21,7700.0
2019-02-22,7600.0
2019-02-25,7585.0
2019-02-26,7580.0
2019-02-27,7585.0
2019-02-28,7550.0
2019-03-04,7430.0
2019-03-05,7350.0
2019-03-06,7345.0
2019-03-07,7350.0
2019-03-08,7325.0
2019-03-11,7420.0
2019-03-12,7385.0
2019-03-13,7425.0
2019-03-14,7440.0
2019-03-15,7405.0
2019-03-18,7445.0
2019-03-19,7400.0
