Date,KODEX 콩선물(H)
2018-10-04,8605.0
2018-10-05,8645.0
2018-10-08,8695.0
2018-10-10,8635.0
2018-10-11,8450.0
2018-10-12,8620.0
2018-10-15,8610.0
2018-10-16,8840.0
2018-10-17,8860.0
2018-10-18,8820.0
2018-10-19,8675.0
2018-10-22,8615.0
2018-10-23,8530.0
2018-10-24,8595.0
2018-10-25,8520.0
2018-10-26,8470.0
2018-10-29,8535.0
2018-10-30,8415.0
2018-10-31,8380.0
2018-11-01,8385.0
2018-11-02,8800.0
2018-11-05,8700.0
2018-11-06,8695.0
2018-11-07,8710.0
2018-11-08,8650.0
2018-11-09,8650.0
2018-11-12,8700.0
2018-11-13,8755.0
2018-11-14,8655.0
2018-11-15,8760.0
2018-11-16,8785.0
2018-11-19,8750.0
2018-11-20,8625.0
2018-11-21,8660.0
2018-11-22,8655.0
2018-11-23,8655.0
2018-11-26,8670.0
2018-11-27,8525.0
2018-11-28,8610.0
2018-11-29,8740.0
2018-11-30,8720.0
2018-12-03,9015.0
2018-12-04,8880.0
2018-12-05,8960.0
2018-12-06,8965.0
2018-12-07,8970.0
2018-12-10,8955.0
2018-12-11,8895.0
2018-12-12,9050.0
2018-12-13,9025.0
2018-12-14,8910.0
2018-12-17,8930.0
2018-12-18,8940.0
2018-12-19,8925.0
2018-12-20,8810.0
2018-12-21,8770.0
2018-12-24,8685.0
2018-12-26,8675.0
2018-12-27,8625.0
2018-12-28,8635.0
2019-01-02,8695.0
2019-01-03,8810.0
2019-01-04,8860.0
2019-01-07,8960.0
2019-01-08,8945.0
2019-01-09,8955.0
2019-01-10,8945.0
2019-01-11,8845.0
2019-01-14,8820.0
2019-01-15,8825.0
2019-01-16,8745.0
2019-01-17,8730.0
2019-01-18,8785.0
2019-01-21,8850.0
2019-01-22,8875.0
2019-01-23,8870.0
2019-01-24,8905.0
2019-01-25,8860.0
2019-01-28,8940.0
2019-01-29,8920.0
2019-01-30,8900.0
2019-01-31,8945.0
2019-02-01,8950.0
2019-02-07,8940.0
2019-02-08,8865.0
2019-02-11,8890.0
2019-02-12,8815.0
2019-02-13,8915.0
2019-02-14,8890.0
2019-02-15,8790.0
2019-02-18,8810.0
2019-02-19,8835.0
2019-02-20,8760.0
2019-02-21,8770.0
2019-02-22,8835.0
2019-02-25,8855.0
2019-02-26,8825.0
2019-02-27,8780.0
2019-02-28,8750.0
2019-03-04,8755.0
2019-03-05,8770.0
2019-03-06,8765.0
2019-03-07,8635.0
2019-03-08,8650.0
2019-03-11,8610.0
2019-03-12,8530.0
2019-03-13,8570.0
2019-03-14,8620.0
2019-03-15,8615.0
2019-03-18,8685.0
2019-03-19,8635.0
