Date,TIGER 200 철강소재
2018-10-05,8555.0
2018-10-08,8465.0
2018-10-10,8330.0
2018-10-11,7930.0
2018-10-12,7975.0
2018-10-15,7930.0
2018-10-16,7965.0
2018-10-17,8040.0
2018-10-18,7900.0
2018-10-19,7905.0
2018-10-22,7845.0
2018-10-23,7665.0
2018-10-24,7755.0
2018-10-25,7710.0
2018-10-26,7450.0
2018-10-29,7355.0
2018-10-30,7200.0
2018-10-31,7335.0
2018-11-01,7295.0
2018-11-02,7660.0
2018-11-05,7470.0
2018-11-06,7680.0
2018-11-07,7560.0
2018-11-08,7730.0
2018-11-09,7690.0
2018-11-12,7600.0
2018-11-13,7690.0
2018-11-14,7630.0
2018-11-15,7690.0
2018-11-16,7760.0
2018-11-19,7820.0
2018-11-20,7780.0
2018-11-21,7825.0
2018-11-22,7755.0
2018-11-23,7655.0
2018-11-26,7645.0
2018-11-27,7700.0
2018-11-28,7565.0
2018-11-29,7715.0
2018-11-30,7715.0
2018-12-03,8020.0
2018-12-04,7980.0
2018-12-05,7880.0
2018-12-06,7795.0
2018-12-07,7780.0
2018-12-10,7730.0
2018-12-11,7725.0
2018-12-12,7850.0
2018-12-13,7985.0
2018-12-14,7990.0
2018-12-17,8085.0
2018-12-18,8045.0
2018-12-19,8095.0
2018-12-20,8105.0
2018-12-21,7885.0
2018-12-24,7965.0
2018-12-26,7825.0
2018-12-27,7990.0
2018-12-28,7940.0
2019-01-02,7765.0
2019-01-03,7840.0
2019-01-04,7960.0
2019-01-07,8055.0
2019-01-08,8035.0
2019-01-09,8310.0
2019-01-10,8295.0
2019-01-11,8295.0
2019-01-14,8185.0
2019-01-15,8335.0
2019-01-16,8330.0
2019-01-17,8280.0
2019-01-18,8320.0
2019-01-21,8465.0
2019-01-22,8400.0
2019-01-23,8430.0
2019-01-24,8345.0
2019-01-25,8435.0
2019-01-28,8390.0
2019-01-29,8395.0
2019-01-30,8615.0
2019-01-31,8615.0
2019-02-01,8630.0
2019-02-07,8645.0
2019-02-08,8450.0
2019-02-11,8390.0
2019-02-12,8420.0
2019-02-13,8440.0
2019-02-14,8470.0
2019-02-15,8385.0
2019-02-18,8440.0
2019-02-19,8510.0
2019-02-20,8750.0
2019-02-21,8760.0
2019-02-22,8765.0
2019-02-25,8770.0
2019-02-26,8870.0
2019-02-27,8795.0
2019-02-28,8655.0
2019-03-04,8735.0
2019-03-05,8545.0
2019-03-06,8535.0
2019-03-07,8425.0
2019-03-08,8270.0
2019-03-11,8265.0
2019-03-12,8335.0
2019-03-13,8370.0
2019-03-14,8465.0
2019-03-15,8615.0
2019-03-18,8535.0
2019-03-19,8500.0
