Date,TIGER 인버스
2018-10-05,7180.0
2018-10-08,7215.0
2018-10-10,7270.0
2018-10-11,7560.0
2018-10-12,7490.0
2018-10-15,7535.0
2018-10-16,7545.0
2018-10-17,7460.0
2018-10-18,7525.0
2018-10-19,7495.0
2018-10-22,7480.0
2018-10-23,7665.0
2018-10-24,7695.0
2018-10-25,7815.0
2018-10-26,7940.0
2018-10-29,8010.0
2018-10-30,7945.0
2018-10-31,7925.0
2018-11-01,7950.0
2018-11-02,7655.0
2018-11-05,7735.0
2018-11-06,7685.0
2018-11-07,7730.0
2018-11-08,7655.0
2018-11-09,7705.0
2018-11-12,7685.0
2018-11-13,7745.0
2018-11-14,7765.0
2018-11-15,7685.0
2018-11-16,7695.0
2018-11-19,7670.0
2018-11-20,7740.0
2018-11-21,7780.0
2018-11-22,7790.0
2018-11-23,7845.0
2018-11-26,7735.0
2018-11-27,7670.0
2018-11-28,7640.0
2018-11-29,7620.0
2018-11-30,7680.0
2018-12-03,7555.0
2018-12-04,7635.0
2018-12-05,7690.0
2018-12-06,7805.0
2018-12-07,7770.0
2018-12-10,7860.0
2018-12-11,7885.0
2018-12-12,7770.0
2018-12-13,7730.0
2018-12-14,7860.0
2018-12-17,7835.0
2018-12-18,7855.0
2018-12-19,7810.0
2018-12-20,7890.0
2018-12-21,7895.0
2018-12-24,7890.0
2018-12-26,8010.0
2018-12-27,7900.0
2018-12-28,7860.0
2019-01-02,7965.0
2019-01-03,8050.0
2019-01-04,7985.0
2019-01-07,7860.0
2019-01-08,7920.0
2019-01-09,7755.0
2019-01-10,7750.0
2019-01-11,7705.0
2019-01-14,7775.0
2019-01-15,7625.0
2019-01-16,7585.0
2019-01-17,7570.0
2019-01-18,7515.0
2019-01-21,7510.0
2019-01-22,7550.0
2019-01-23,7500.0
2019-01-24,7445.0
2019-01-25,7305.0
2019-01-28,7305.0
2019-01-29,7275.0
2019-01-30,7185.0
2019-01-31,7195.0
2019-02-01,7205.0
2019-02-07,7215.0
2019-02-08,7310.0
2019-02-11,7300.0
2019-02-12,7265.0
2019-02-13,7225.0
2019-02-14,7160.0
2019-02-15,7255.0
2019-02-18,7195.0
2019-02-19,7230.0
2019-02-20,7150.0
2019-02-21,7145.0
2019-02-22,7140.0
2019-02-25,7130.0
2019-02-26,7160.0
2019-02-27,7135.0
2019-02-28,7245.0
2019-03-04,7295.0
2019-03-05,7350.0
2019-03-06,7370.0
2019-03-07,7390.0
2019-03-08,7490.0
2019-03-11,7495.0
2019-03-12,7400.0
2019-03-13,7480.0
2019-03-14,7455.0
2019-03-15,7375.0
2019-03-18,7365.0
2019-03-19,7375.0
