Date,TIGER 헬스케어
2018-10-08,39960.0
2018-10-10,39350.0
2018-10-11,37520.0
2018-10-12,38585.0
2018-10-15,37140.0
2018-10-16,37390.0
2018-10-17,37490.0
2018-10-18,36860.0
2018-10-19,37860.0
2018-10-22,37905.0
2018-10-23,35720.0
2018-10-24,34400.0
2018-10-25,34320.0
2018-10-26,32880.0
2018-10-29,31790.0
2018-10-30,32840.0
2018-10-31,31945.0
2018-11-01,32465.0
2018-11-02,34455.0
2018-11-05,35085.0
2018-11-06,35290.0
2018-11-07,34755.0
2018-11-08,35020.0
2018-11-09,33895.0
2018-11-12,31540.0
2018-11-13,32150.0
2018-11-14,32800.0
2018-11-15,33450.0
2018-11-16,34205.0
2018-11-19,35320.0
2018-11-20,35040.0
2018-11-21,35165.0
2018-11-22,34910.0
2018-11-23,34560.0
2018-11-26,35705.0
2018-11-27,35650.0
2018-11-28,35560.0
2018-11-29,35315.0
2018-11-30,35270.0
2018-12-03,36120.0
2018-12-04,36350.0
2018-12-05,36080.0
2018-12-06,35080.0
2018-12-07,35775.0
2018-12-10,35580.0
2018-12-11,34550.0
2018-12-12,35295.0
2018-12-13,35665.0
2018-12-14,34265.0
2018-12-17,33920.0
2018-12-18,33950.0
2018-12-19,34895.0
2018-12-20,34550.0
2018-12-21,34825.0
2018-12-24,34295.0
2018-12-26,34950.0
2018-12-27,35180.0
2018-12-28,35560.0
2019-01-02,34860.0
2019-01-03,34055.0
2019-01-04,35165.0
2019-01-07,35020.0
2019-01-08,34750.0
2019-01-09,34885.0
2019-01-10,35160.0
2019-01-11,34990.0
2019-01-14,34610.0
2019-01-15,34545.0
2019-01-16,34120.0
2019-01-17,33530.0
2019-01-18,34335.0
2019-01-21,33945.0
2019-01-22,33980.0
2019-01-23,33870.0
2019-01-24,34675.0
2019-01-25,34940.0
2019-01-28,35055.0
2019-01-29,34925.0
2019-01-30,35175.0
2019-01-31,35910.0
2019-02-01,35610.0
2019-02-07,35615.0
2019-02-08,35895.0
2019-02-11,36310.0
2019-02-12,35920.0
2019-02-13,36075.0
2019-02-14,35950.0
2019-02-15,35940.0
2019-02-18,36265.0
2019-02-19,36695.0
2019-02-20,36610.0
2019-02-21,36090.0
2019-02-22,35975.0
2019-02-25,35770.0
2019-02-26,35725.0
2019-02-27,36055.0
2019-02-28,36280.0
2019-03-04,37350.0
2019-03-05,37600.0
2019-03-06,37220.0
2019-03-07,36600.0
2019-03-08,36605.0
2019-03-11,36605.0
2019-03-12,37280.0
2019-03-13,37275.0
2019-03-14,36905.0
2019-03-15,36230.0
2019-03-18,36035.0
2019-03-19,35900.0
