Date,TIGER 경기방어
2018-10-05,12270.0
2018-10-08,12205.0
2018-10-10,12065.0
2018-10-11,11495.0
2018-10-12,11620.0
2018-10-15,11450.0
2018-10-16,11470.0
2018-10-17,11565.0
2018-10-18,11525.0
2018-10-19,11705.0
2018-10-22,11800.0
2018-10-23,11335.0
2018-10-24,11195.0
2018-10-25,11290.0
2018-10-26,10935.0
2018-10-29,10650.0
2018-10-30,10690.0
2018-10-31,10590.0
2018-11-01,10735.0
2018-11-02,10895.0
2018-11-05,10925.0
2018-11-06,11065.0
2018-11-07,10990.0
2018-11-08,11080.0
2018-11-09,10875.0
2018-11-12,10520.0
2018-11-13,10495.0
2018-11-14,10640.0
2018-11-15,10890.0
2018-11-16,10975.0
2018-11-19,11095.0
2018-11-20,11090.0
2018-11-21,11130.0
2018-11-22,11170.0
2018-11-23,11020.0
2018-11-26,11310.0
2018-11-27,11375.0
2018-11-28,11480.0
2018-11-29,11430.0
2018-11-30,11495.0
2018-12-03,11530.0
2018-12-04,11545.0
2018-12-05,11585.0
2018-12-06,11460.0
2018-12-07,11545.0
2018-12-10,11625.0
2018-12-11,11505.0
2018-12-12,11610.0
2018-12-13,11615.0
2018-12-14,11465.0
2018-12-17,11505.0
2018-12-18,11475.0
2018-12-19,11650.0
2018-12-20,11560.0
2018-12-21,11515.0
2018-12-24,11375.0
2018-12-26,11410.0
2018-12-27,11550.0
2018-12-28,11675.0
2019-01-02,11470.0
2019-01-03,11495.0
2019-01-04,11695.0
2019-01-07,11640.0
2019-01-08,11645.0
2019-01-09,11590.0
2019-01-10,11565.0
2019-01-11,11530.0
2019-01-14,11540.0
2019-01-15,11560.0
2019-01-16,11460.0
2019-01-17,11315.0
2019-01-18,11410.0
2019-01-21,11270.0
2019-01-22,11325.0
2019-01-23,11380.0
2019-01-24,11410.0
2019-01-25,11500.0
2019-01-28,11505.0
2019-01-29,11435.0
2019-01-30,11460.0
2019-01-31,11595.0
2019-02-01,11485.0
2019-02-07,11420.0
2019-02-08,11450.0
2019-02-11,11485.0
2019-02-12,11390.0
2019-02-13,11425.0
2019-02-14,11505.0
2019-02-15,11455.0
2019-02-18,11535.0
2019-02-19,11545.0
2019-02-20,11685.0
2019-02-21,11630.0
2019-02-22,11690.0
2019-02-25,11665.0
2019-02-26,11630.0
2019-02-27,11700.0
2019-02-28,11675.0
2019-03-04,11780.0
2019-03-05,11790.0
2019-03-06,11725.0
2019-03-07,11650.0
2019-03-08,11605.0
2019-03-11,11580.0
2019-03-12,11580.0
2019-03-13,11635.0
2019-03-14,11630.0
2019-03-15,11710.0
2019-03-18,11725.0
2019-03-19,11700.0
