Date,TIGER KRX100
2018-10-05,46780.0
2018-10-08,46555.0
2018-10-10,46305.0
2018-10-11,44275.0
2018-10-12,45000.0
2018-10-15,44645.0
2018-10-16,44625.0
2018-10-17,44970.0
2018-10-18,44710.0
2018-10-19,44760.0
2018-10-22,44705.0
2018-10-23,44000.0
2018-10-24,43825.0
2018-10-25,42920.0
2018-10-26,42365.0
2018-10-29,42185.0
2018-10-30,42265.0
2018-10-31,42515.0
2018-11-01,42530.0
2018-11-02,43745.0
2018-11-05,43205.0
2018-11-06,43710.0
2018-11-07,43855.0
2018-11-08,43855.0
2018-11-09,43810.0
2018-11-12,43715.0
2018-11-13,43490.0
2018-11-14,43340.0
2018-11-15,43145.0
2018-11-16,43845.0
2018-11-19,43845.0
2018-11-20,43270.0
2018-11-21,43000.0
2018-11-22,43000.0
2018-11-23,43035.0
2018-11-26,43325.0
2018-11-27,43660.0
2018-11-28,43875.0
2018-11-29,44150.0
2018-11-30,43695.0
2018-12-03,44520.0
2018-12-04,44040.0
2018-12-05,43725.0
2018-12-06,43075.0
2018-12-07,43075.0
2018-12-10,42790.0
2018-12-11,42630.0
2018-12-12,43115.0
2018-12-13,43225.0
2018-12-14,42675.0
2018-12-17,42675.0
2018-12-18,42630.0
2018-12-19,42880.0
2018-12-20,42620.0
2018-12-21,42620.0
2018-12-24,42565.0
2018-12-26,42120.0
2018-12-27,42465.0
2018-12-28,42690.0
2019-01-02,42215.0
2019-01-03,41855.0
2019-01-04,42185.0
2019-01-07,42610.0
2019-01-08,42610.0
2019-01-09,43260.0
2019-01-10,43265.0
2019-01-11,43500.0
2019-01-14,43250.0
2019-01-15,43960.0
2019-01-16,44355.0
2019-01-17,44355.0
2019-01-18,44650.0
2019-01-21,44540.0
2019-01-22,44540.0
2019-01-23,44325.0
2019-01-24,45025.0
2019-01-25,45960.0
2019-01-28,45950.0
2019-01-29,45975.0
2019-01-30,46825.0
2019-01-31,46715.0
2019-02-01,46655.0
2019-02-07,46580.0
2019-02-08,45915.0
2019-02-11,45930.0
2019-02-12,46255.0
2019-02-13,46555.0
2019-02-14,47000.0
2019-02-15,46365.0
2019-02-18,46535.0
2019-02-19,46535.0
2019-02-20,46960.0
2019-02-21,46960.0
2019-02-22,47000.0
2019-02-25,47140.0
2019-02-26,47005.0
2019-02-27,47005.0
2019-02-28,46435.0
2019-03-04,46190.0
2019-03-05,45850.0
2019-03-06,45785.0
2019-03-07,45620.0
2019-03-08,45000.0
2019-03-11,45010.0
2019-03-12,45270.0
2019-03-13,45125.0
2019-03-14,45125.0
2019-03-15,45605.0
2019-03-18,45650.0
2019-03-19,45650.0
