Date,KINDEX 인버스
2018-10-08,8040.0
2018-10-10,8095.0
2018-10-11,8425.0
2018-10-12,8345.0
2018-10-15,8400.0
2018-10-16,8410.0
2018-10-17,8320.0
2018-10-18,8380.0
2018-10-19,8355.0
2018-10-22,8350.0
2018-10-23,8545.0
2018-10-24,8570.0
2018-10-25,8720.0
2018-10-26,8855.0
2018-10-29,8935.0
2018-10-30,8855.0
2018-10-31,8835.0
2018-11-01,8840.0
2018-11-02,8530.0
2018-11-05,8625.0
2018-11-06,8575.0
2018-11-07,8610.0
2018-11-08,8545.0
2018-11-09,8565.0
2018-11-12,8570.0
2018-11-13,8635.0
2018-11-14,8655.0
2018-11-15,8575.0
2018-11-16,8570.0
2018-11-19,8550.0
2018-11-20,8625.0
2018-11-21,8665.0
2018-11-22,8685.0
2018-11-23,8745.0
2018-11-26,8625.0
2018-11-27,8560.0
2018-11-28,8510.0
2018-11-29,8500.0
2018-11-30,8555.0
2018-12-03,8425.0
2018-12-04,8520.0
2018-12-05,8580.0
2018-12-06,8705.0
2018-12-07,8655.0
2018-12-10,8760.0
2018-12-11,8785.0
2018-12-12,8670.0
2018-12-13,8625.0
2018-12-14,8750.0
2018-12-17,8735.0
2018-12-18,8755.0
2018-12-19,8710.0
2018-12-20,8790.0
2018-12-21,8795.0
2018-12-24,8800.0
2018-12-26,8905.0
2018-12-27,8815.0
2018-12-28,8775.0
2019-01-02,8860.0
2019-01-03,8935.0
2019-01-04,8900.0
2019-01-07,8770.0
2019-01-08,8805.0
2019-01-09,8645.0
2019-01-10,8645.0
2019-01-11,8595.0
2019-01-14,8670.0
2019-01-15,8500.0
2019-01-16,8460.0
2019-01-17,8440.0
2019-01-18,8380.0
2019-01-21,8375.0
2019-01-22,8405.0
2019-01-23,8375.0
2019-01-24,8290.0
2019-01-25,8145.0
2019-01-28,8140.0
2019-01-29,8110.0
2019-01-30,8010.0
2019-01-31,8020.0
2019-02-01,8040.0
2019-02-07,8020.0
2019-02-08,8150.0
2019-02-11,8145.0
2019-02-12,8075.0
2019-02-13,8055.0
2019-02-14,7980.0
2019-02-15,8085.0
2019-02-18,8060.0
2019-02-19,8070.0
2019-02-20,7965.0
2019-02-21,7975.0
2019-02-22,7965.0
2019-02-25,7955.0
2019-02-26,7985.0
2019-02-27,7955.0
2019-02-28,8065.0
2019-03-04,8125.0
2019-03-05,8195.0
2019-03-06,8200.0
2019-03-07,8245.0
2019-03-08,8340.0
2019-03-11,8340.0
2019-03-12,8250.0
2019-03-13,8300.0
2019-03-14,8310.0
2019-03-15,8195.0
2019-03-18,8210.0
2019-03-19,8210.0
