Date,KBSTAR 채권혼합
2018-10-04,55470.0
2018-10-05,55430.0
2018-10-08,55295.0
2018-10-10,55250.0
2018-10-11,54650.0
2018-10-12,54780.0
2018-10-15,54565.0
2018-10-16,54590.0
2018-10-17,54905.0
2018-10-18,54780.0
2018-10-19,54840.0
2018-10-22,54880.0
2018-10-23,54350.0
2018-10-24,54390.0
2018-10-25,54110.0
2018-10-26,53880.0
2018-10-29,53770.0
2018-10-30,54025.0
2018-10-31,54015.0
2018-11-01,53945.0
2018-11-02,54505.0
2018-11-05,54285.0
2018-11-06,54355.0
2018-11-07,54430.0
2018-11-08,54605.0
2018-11-09,54420.0
2018-11-12,54425.0
2018-11-13,54410.0
2018-11-14,54270.0
2018-11-15,54530.0
2018-11-16,54450.0
2018-11-19,54595.0
2018-11-20,54420.0
2018-11-21,54250.0
2018-11-22,54240.0
2018-11-23,54245.0
2018-11-26,54460.0
2018-11-27,54630.0
2018-11-28,54610.0
2018-11-29,54710.0
2018-11-30,54670.0
2018-12-03,54810.0
2018-12-04,54735.0
2018-12-05,54615.0
2018-12-06,54215.0
2018-12-07,54215.0
2018-12-10,54030.0
2018-12-11,54010.0
2018-12-12,54315.0
2018-12-13,54400.0
2018-12-14,54045.0
2018-12-17,54130.0
2018-12-18,54130.0
2018-12-19,54210.0
2018-12-20,54085.0
2018-12-21,54035.0
2018-12-24,54040.0
2018-12-26,53885.0
2018-12-27,54090.0
2018-12-28,54195.0
2019-01-02,53895.0
2019-01-03,53835.0
2019-01-04,53980.0
2019-01-07,54125.0
2019-01-08,54075.0
2019-01-09,54440.0
2019-01-10,54455.0
2019-01-11,54570.0
2019-01-14,54420.0
2019-01-15,54745.0
2019-01-16,54820.0
2019-01-17,54800.0
2019-01-18,54880.0
2019-01-21,54890.0
2019-01-22,54845.0
2019-01-23,54890.0
2019-01-24,55055.0
2019-01-25,55455.0
2019-01-28,55480.0
2019-01-29,55525.0
2019-01-30,55705.0
2019-01-31,55765.0
2019-02-01,55735.0
2019-02-07,55665.0
2019-02-08,55420.0
2019-02-11,55465.0
2019-02-12,55560.0
2019-02-13,55615.0
2019-02-14,55695.0
2019-02-15,55600.0
2019-02-18,55760.0
2019-02-19,55720.0
2019-02-20,55820.0
2019-02-21,55820.0
2019-02-22,55890.0
2019-02-25,55855.0
2019-02-26,55885.0
2019-02-27,55870.0
2019-02-28,55710.0
2019-03-04,55475.0
2019-03-05,55350.0
2019-03-06,55410.0
2019-03-07,55285.0
2019-03-08,55195.0
2019-03-11,55160.0
2019-03-12,55350.0
2019-03-13,55170.0
2019-03-14,55290.0
2019-03-15,55350.0
2019-03-18,55455.0
2019-03-19,55345.0
