Date,KODEX 200
2018-09-19,29685.0
2018-09-20,29965.0
2018-09-21,30085.0
2018-09-27,30315.0
2018-09-28,30125.0
2018-10-01,30120.0
2018-10-02,29755.0
2018-10-04,29295.0
2018-10-05,29250.0
2018-10-08,29105.0
2018-10-10,28915.0
2018-10-11,27720.0
2018-10-12,27990.0
2018-10-15,27835.0
2018-10-16,27760.0
2018-10-17,28120.0
2018-10-18,27870.0
2018-10-19,27980.0
2018-10-22,28035.0
2018-10-23,27385.0
2018-10-24,27245.0
2018-10-25,26810.0
2018-10-26,26385.0
2018-10-29,26170.0
2018-10-30,26270.0
2018-10-31,26390.0
2018-11-01,26280.0
2018-11-02,27275.0
2018-11-05,26975.0
2018-11-06,27165.0
2018-11-07,27025.0
2018-11-08,27255.0
2018-11-09,27090.0
2018-11-12,27160.0
2018-11-13,26955.0
2018-11-14,26885.0
2018-11-15,27155.0
2018-11-16,27135.0
2018-11-19,27230.0
2018-11-20,26960.0
2018-11-21,26830.0
2018-11-22,26800.0
2018-11-23,26630.0
2018-11-26,26990.0
2018-11-27,27200.0
2018-11-28,27365.0
2018-11-29,27415.0
2018-11-30,27160.0
2018-12-03,27635.0
2018-12-04,27325.0
2018-12-05,27160.0
2018-12-06,26755.0
2018-12-07,26845.0
2018-12-10,26595.0
2018-12-11,26530.0
2018-12-12,26875.0
2018-12-13,27015.0
2018-12-14,26585.0
2018-12-17,26660.0
2018-12-18,26565.0
2018-12-19,26740.0
2018-12-20,26505.0
2018-12-21,26480.0
2018-12-24,26490.0
2018-12-26,26145.0
2018-12-27,26470.0
2018-12-28,26580.0
2019-01-02,26270.0
2019-01-03,26015.0
2019-01-04,26215.0
2019-01-07,26590.0
2019-01-08,26415.0
2019-01-09,26960.0
2019-01-10,26950.0
2019-01-11,27115.0
2019-01-14,26880.0
2019-01-15,27420.0
2019-01-16,27540.0
2019-01-17,27600.0
2019-01-18,27810.0
2019-01-21,27825.0
2019-01-22,27685.0
2019-01-23,27845.0
2019-01-24,28075.0
2019-01-25,28585.0
2019-01-28,28570.0
2019-01-29,28705.0
2019-01-30,29055.0
2019-01-31,29025.0
2019-02-01,28995.0
2019-02-07,28995.0
2019-02-08,28585.0
2019-02-11,28635.0
2019-02-12,28790.0
2019-02-13,28935.0
2019-02-14,29215.0
2019-02-15,28830.0
2019-02-18,29040.0
2019-02-19,28905.0
2019-02-20,29240.0
2019-02-21,29240.0
2019-02-22,29255.0
2019-02-25,29315.0
2019-02-26,29205.0
2019-02-27,29300.0
2019-02-28,28805.0
2019-03-04,28665.0
2019-03-05,28465.0
2019-03-06,28385.0
2019-03-07,28300.0
2019-03-08,27915.0
2019-03-11,27935.0
2019-03-12,28220.0
2019-03-13,28015.0
2019-03-14,28090.0
2019-03-15,28415.0
2019-03-18,28440.0
2019-03-19,28410.0
