Date,KODEX 200
2014-01-13,25630.0
2014-01-14,25595.0
2014-01-15,25670.0
2014-01-16,25790.0
2014-01-17,25550.0
2014-01-20,25705.0
2014-01-21,25910.0
2014-01-22,25870.0
2014-01-23,25605.0
2014-01-24,25490.0
2014-01-27,25185.0
2014-01-28,25250.0
2014-01-29,25530.0
2014-02-03,25200.0
2014-02-04,24720.0
2014-02-05,24830.0
2014-02-06,25025.0
2014-02-07,25240.0
2014-02-10,25250.0
2014-02-11,25345.0
2014-02-12,25410.0
2014-02-13,25225.0
2014-02-14,25525.0
2014-02-17,25570.0
2014-02-18,25560.0
2014-02-19,25435.0
2014-02-20,25290.0
2014-02-21,25685.0
2014-02-24,25595.0
2014-02-25,25810.0
2014-02-26,25915.0
2014-02-27,25955.0
2014-02-28,25985.0
2014-03-03,25775.0
2014-03-04,25695.0
2014-03-05,25930.0
2014-03-06,25955.0
2014-03-07,25900.0
2014-03-10,25575.0
2014-03-11,25690.0
2014-03-12,25300.0
2014-03-13,25360.0
2014-03-14,25110.0
2014-03-17,25205.0
2014-03-18,25370.0
2014-03-19,25370.0
2014-03-20,25070.0
2014-03-21,25265.0
2014-03-24,25400.0
2014-03-25,25365.0
2014-03-26,25725.0
2014-03-27,25870.0
2014-03-28,25870.0
2014-03-31,25990.0
2014-04-01,26010.0
2014-04-02,26090.0
2014-04-03,26070.0
2014-04-04,26165.0
2014-04-07,26105.0
2014-04-08,26240.0
2014-04-09,26280.0
2014-04-10,26350.0
2014-04-11,26145.0
2014-04-14,26225.0
2014-04-15,26075.0
2014-04-16,26185.0
2014-04-17,26145.0
2014-04-18,26340.0
2014-04-21,26300.0
2014-04-22,26295.0
2014-04-23,26265.0
2014-04-24,26240.0
2014-04-25,25865.0
2014-04-28,25870.0
2014-04-29,25530.0
2014-04-30,25515.0
2014-05-02,25420.0
2014-05-07,25175.0
2014-05-08,25290.0
2014-05-09,25325.0
2014-05-12,25485.0
2014-05-13,25835.0
2014-05-14,26160.0
2014-05-15,26165.0
2014-05-16,26150.0
2014-05-19,26205.0
2014-05-20,26170.0
2014-05-21,26175.0
2014-05-22,26315.0
2014-05-23,26270.0
2014-05-26,26225.0
2014-05-27,25960.0
2014-05-28,26245.0
2014-05-29,26220.0
2014-05-30,26000.0
2014-06-02,26060.0
2014-06-03,26085.0
2014-06-05,25950.0
2014-06-09,25945.0
2014-06-10,26215.0
2014-06-11,26195.0
2014-06-12,26100.0
2014-06-13,25780.0
2014-06-16,25920.0
2014-06-17,25965.0
2014-06-18,25815.0
2014-06-19,25880.0
2014-06-20,25505.0
2014-06-23,25645.0
2014-06-24,25930.0
2014-06-25,25780.0
2014-06-26,25950.0
2014-06-27,25885.0
2014-06-30,26000.0
2014-07-01,25935.0
2014-07-02,26115.0
2014-07-03,26085.0
2014-07-04,26050.0
2014-07-07,25910.0
2014-07-08,25910.0
2014-07-09,25785.0
2014-07-10,25835.0
2014-07-11,25630.0
2014-07-14,25720.0
2014-07-15,25990.0
2014-07-16,26030.0
2014-07-17,26110.0
2014-07-18,26075.0
2014-07-21,26085.0
2014-07-22,26240.0
2014-07-23,26235.0
2014-07-24,26245.0
2014-07-25,26300.0
2014-07-28,26545.0
2014-07-29,26800.0
2014-07-30,27120.0
2014-07-31,26990.0
2014-08-01,26870.0
2014-08-04,26865.0
2014-08-05,26685.0
2014-08-06,26605.0
2014-08-07,26495.0
2014-08-08,26160.0
2014-08-11,26315.0
2014-08-12,26315.0
2014-08-13,26465.0
2014-08-14,26540.0
2014-08-18,26395.0
2014-08-19,26615.0
2014-08-20,26580.0
2014-08-21,26165.0
2014-08-22,26360.0
2014-08-25,26430.0
2014-08-26,26525.0
2014-08-27,26530.0
2014-08-28,26555.0
2014-08-29,26480.0
2014-09-01,26430.0
2014-09-02,26200.0
2014-09-03,26130.0
2014-09-04,26220.0
2014-09-05,26170.0
2014-09-11,26050.0
2014-09-12,26100.0
2014-09-15,26005.0
2014-09-16,26090.0
2014-09-17,26330.0
2014-09-18,26160.0
2014-09-19,26265.0
2014-09-22,25950.0
2014-09-23,25865.0
2014-09-24,25855.0
2014-09-25,25850.0
2014-09-26,25765.0
2014-09-29,25725.0
2014-09-30,25615.0
2014-10-01,25265.0
2014-10-02,24960.0
2014-10-06,24920.0
2014-10-07,24965.0
2014-10-08,24885.0
2014-10-10,24500.0
2014-10-13,24440.0
2014-10-14,24415.0
2014-10-15,24380.0
2014-10-16,24260.0
2014-10-17,23975.0
2014-10-20,24305.0
2014-10-21,24130.0
2014-10-22,24295.0
2014-10-23,24345.0
2014-10-24,24250.0
2014-10-27,24365.0
2014-10-28,24345.0
2014-10-29,24795.0
2014-10-30,24780.0
2014-10-31,24970.0
2014-11-03,24810.0
2014-11-04,24640.0
2014-11-05,24570.0
2014-11-06,24710.0
2014-11-07,24725.0
2014-11-10,24965.0
2014-11-11,24965.0
2014-11-12,25045.0
2014-11-13,24970.0
2014-11-14,24755.0
2014-11-17,24815.0
2014-11-18,25015.0
2014-11-19,24980.0
2014-11-20,24880.0
2014-11-21,24965.0
2014-11-24,25200.0
2014-11-25,25200.0
2014-11-26,25145.0
2014-11-27,25290.0
2014-11-28,25285.0
2014-12-01,25070.0
2014-12-02,25060.0
2014-12-03,25110.0
2014-12-04,25375.0
2014-12-05,25390.0
2014-12-08,25350.0
2014-12-09,25270.0
2014-12-10,24900.0
2014-12-11,24610.0
2014-12-12,24640.0
2014-12-15,24650.0
2014-12-16,24465.0
2014-12-17,24385.0
2014-12-18,24365.0
2014-12-19,24730.0
2014-12-22,24930.0
2014-12-23,24915.0
2014-12-24,24980.0
2014-12-26,25010.0
2014-12-29,24910.0
2014-12-30,24670.0
2015-01-02,24725.0
2015-01-05,24680.0
2015-01-06,24240.0
2015-01-07,24290.0
2015-01-08,24600.0
2015-01-09,24875.0
2015-01-12,24815.0
2015-01-13,24925.0
2015-01-14,24815.0
2015-01-15,24890.0
2015-01-16,24545.0
2015-01-19,24795.0
2015-01-20,25015.0
2015-01-21,25070.0
2015-01-22,25140.0
2015-01-23,25285.0
2015-01-26,25285.0
2015-01-27,25460.0
2015-01-28,25485.0
2015-01-29,25365.0
2015-01-30,25355.0
2015-02-02,25295.0
2015-02-03,25285.0
2015-02-04,25460.0
2015-02-05,25200.0
2015-02-06,25240.0
2015-02-09,25210.0
2015-02-10,25090.0
2015-02-11,25125.0
2015-02-12,25050.0
2015-02-13,25235.0
2015-02-16,25265.0
2015-02-17,25320.0
2015-02-23,25390.0
2015-02-24,25420.0
2015-02-25,25510.0
2015-02-26,25500.0
2015-02-27,25415.0
2015-03-02,25570.0
2015-03-03,25665.0
2015-03-04,25645.0
2015-03-05,25675.0
2015-03-06,25810.0
2015-03-09,25545.0
2015-03-10,25435.0
2015-03-11,25450.0
2015-03-12,25450.0
2015-03-13,25505.0
2015-03-16,25525.0
2015-03-17,26100.0
2015-03-18,26100.0
2015-03-19,26175.0
2015-03-20,26095.0
2015-03-23,26105.0
2015-03-24,26160.0
2015-03-25,26160.0
2015-03-26,25920.0
2015-03-27,25860.0
2015-03-30,25915.0
2015-03-31,25925.0
2015-04-01,25725.0
2015-04-02,25750.0
2015-04-03,25945.0
2015-04-06,25935.0
2015-04-07,25880.0
2015-04-08,26065.0
2015-04-09,26045.0
2015-04-10,26345.0
2015-04-13,26545.0
2015-04-14,26670.0
2015-04-15,26810.0
2015-04-16,27005.0
2015-04-17,27025.0
2015-04-20,27010.0
2015-04-21,26985.0
2015-04-22,27110.0
2015-04-23,27500.0
2015-04-24,27325.0
2015-04-27,27245.0
2015-04-28,27150.0
2015-04-29,26770.0
2015-04-30,26650.0
2015-05-04,26735.0
2015-05-06,26305.0
2015-05-07,26185.0
2015-05-08,26075.0
2015-05-11,26120.0
2015-05-12,26105.0
2015-05-13,26265.0
2015-05-14,26300.0
2015-05-15,26040.0
2015-05-18,26100.0
2015-05-19,26220.0
2015-05-20,26460.0
2015-05-21,26160.0
2015-05-22,26500.0
2015-05-26,26450.0
2015-05-27,25920.0
2015-05-28,25915.0
2015-05-29,26050.0
2015-06-01,25815.0
2015-06-02,25570.0
2015-06-03,25335.0
2015-06-04,25430.0
2015-06-05,25400.0
2015-06-08,25350.0
2015-06-09,25310.0
2015-06-10,25160.0
2015-06-11,25255.0
2015-06-12,25040.0
2015-06-15,24955.0
2015-06-16,24750.0
2015-06-17,24770.0
2015-06-18,24845.0
2015-06-19,24970.0
2015-06-22,25055.0
2015-06-23,25390.0
2015-06-24,25380.0
2015-06-25,25360.0
2015-06-26,25375.0
2015-06-29,25050.0
2015-06-30,25155.0
2015-07-01,25440.0
2015-07-02,25470.0
2015-07-03,25395.0
2015-07-06,24765.0
2015-07-07,24815.0
2015-07-08,24475.0
2015-07-09,24640.0
2015-07-10,24660.0
2015-07-13,24925.0
2015-07-14,24805.0
2015-07-15,24880.0
2015-07-16,25065.0
2015-07-17,24915.0
2015-07-20,24875.0
2015-07-21,24925.0
2015-07-22,24710.0
2015-07-23,24700.0
2015-07-24,24420.0
2015-07-27,24465.0
2015-07-28,24510.0
2015-07-29,24610.0
2015-07-30,24380.0
2015-07-31,24305.0
2015-08-03,24175.0
2015-08-04,24280.0
2015-08-05,24295.0
2015-08-06,24025.0
2015-08-07,23980.0
2015-08-10,23915.0
2015-08-11,23810.0
2015-08-12,23665.0
2015-08-13,23770.0
2015-08-17,23580.0
2015-08-18,23540.0
2015-08-19,23360.0
2015-08-20,23120.0
2015-08-21,22760.0
2015-08-24,22230.0
2015-08-25,22305.0
2015-08-26,22725.0
2015-08-27,22860.0
2015-08-28,23190.0
2015-08-31,23160.0
2015-09-01,22930.0
2015-09-02,22980.0
2015-09-03,23025.0
2015-09-04,22830.0
2015-09-07,22775.0
2015-09-08,22820.0
2015-09-09,23505.0
2015-09-10,23465.0
2015-09-11,23405.0
2015-09-14,23275.0
2015-09-15,23330.0
2015-09-16,23840.0
2015-09-17,23940.0
2015-09-18,24115.0
2015-09-21,23690.0
2015-09-22,23820.0
2015-09-23,23505.0
2015-09-24,23510.0
2015-09-25,23475.0
2015-09-30,23640.0
2015-10-01,23900.0
2015-10-02,23745.0
2015-10-05,23770.0
2015-10-06,23995.0
2015-10-07,24360.0
2015-10-08,24535.0
2015-10-12,24680.0
2015-10-13,24620.0
2015-10-14,24530.0
2015-10-15,24805.0
2015-10-16,24760.0
2015-10-19,24770.0
2015-10-20,24825.0
2015-10-21,24925.0
2015-10-22,24790.0
2015-10-23,24980.0
2015-10-26,25040.0
2015-10-27,25030.0
2015-10-28,25015.0
2015-10-29,24960.0
2015-10-30,25075.0
2015-11-02,25015.0
2015-11-03,25250.0
2015-11-04,25245.0
2015-11-05,25210.0
2015-11-06,25045.0
2015-11-09,24950.0
2015-11-10,24585.0
2015-11-11,24550.0
2015-11-12,24590.0
2015-11-13,24250.0
2015-11-16,23980.0
2015-11-17,24185.0
2015-11-18,24120.0
2015-11-19,24445.0
2015-11-20,24485.0
2015-11-23,24645.0
2015-11-24,24755.0
2015-11-25,24735.0
2015-11-26,25025.0
2015-11-27,24965.0
2015-11-30,24490.0
2015-12-01,24850.0
2015-12-02,24690.0
2015-12-03,24470.0
2015-12-04,24210.0
2015-12-07,24125.0
2015-12-08,24010.0
2015-12-09,24005.0
2015-12-10,24150.0
2015-12-11,24100.0
2015-12-14,23895.0
2015-12-15,23940.0
2015-12-16,24420.0
2015-12-17,24390.0
2015-12-18,24345.0
2015-12-21,24455.0
2015-12-22,24490.0
2015-12-23,24740.0
2015-12-24,24580.0
2015-12-28,24250.0
2015-12-29,24470.0
2015-12-30,24345.0
2016-01-04,23850.0
2016-01-05,24000.0
2016-01-06,23825.0
2016-01-07,23600.0
2016-01-08,23765.0
2016-01-11,23500.0
2016-01-12,23430.0
2016-01-13,23760.0
2016-01-14,23535.0
2016-01-15,23290.0
2016-01-18,23270.0
2016-01-19,23395.0
2016-01-20,22860.0
2016-01-21,22805.0
2016-01-22,23300.0
2016-01-25,23425.0
2016-01-26,23130.0
2016-01-27,23455.0
2016-01-28,23490.0
2016-01-29,23525.0
2016-02-01,23695.0
2016-02-02,23530.0
2016-02-03,23260.0
2016-02-04,23690.0
2016-02-05,23750.0
2016-02-11,23110.0
2016-02-12,22940.0
2016-02-15,23240.0
2016-02-16,23580.0
2016-02-17,23610.0
2016-02-18,23810.0
2016-02-19,23860.0
2016-02-22,23900.0
2016-02-23,23905.0
2016-02-24,23885.0
2016-02-25,23910.0
2016-02-26,23960.0
2016-02-29,23930.0
2016-03-02,24295.0
2016-03-03,24370.0
2016-03-04,24375.0
2016-03-07,24425.0
2016-03-08,24255.0
2016-03-09,24360.0
2016-03-10,24585.0
2016-03-11,24640.0
2016-03-14,24620.0
2016-03-15,24600.0
2016-03-16,24665.0
2016-03-17,24800.0
2016-03-18,24815.0
2016-03-21,24785.0
2016-03-22,24910.0
2016-03-23,24890.0
2016-03-24,24825.0
2016-03-25,24780.0
2016-03-28,24820.0
2016-03-29,24950.0
2016-03-30,25060.0
2016-03-31,24955.0
2016-04-01,24600.0
2016-04-04,24645.0
2016-04-05,24440.0
2016-04-06,24565.0
2016-04-07,24580.0
2016-04-08,24530.0
2016-04-11,24550.0
2016-04-12,24745.0
2016-04-14,25250.0
2016-04-15,25230.0
2016-04-18,25145.0
2016-04-19,25180.0
2016-04-20,25095.0
2016-04-21,25290.0
2016-04-22,25195.0
2016-04-25,25165.0
2016-04-26,25240.0
2016-04-27,25240.0
2016-04-28,24530.0
2016-04-29,24450.0
2016-05-02,24265.0
2016-05-03,24340.0
2016-05-04,24215.0
2016-05-09,24175.0
2016-05-10,24270.0
2016-05-11,24245.0
2016-05-12,24190.0
2016-05-13,24000.0
2016-05-16,24035.0
2016-05-17,24050.0
2016-05-18,23915.0
2016-05-19,23850.0
2016-05-20,23850.0
2016-05-23,23915.0
2016-05-24,23745.0
2016-05-25,24080.0
2016-05-26,24035.0
2016-05-27,24160.0
2016-05-30,24105.0
2016-05-31,24300.0
2016-06-01,24315.0
2016-06-02,24360.0
2016-06-03,24400.0
2016-06-07,24725.0
2016-06-08,24975.0
2016-06-09,24965.0
2016-06-10,24865.0
2016-06-13,24350.0
2016-06-14,24270.0
2016-06-15,24260.0
2016-06-16,24075.0
2016-06-17,24115.0
2016-06-20,24450.0
2016-06-21,24450.0
2016-06-22,24590.0
2016-06-23,24605.0
2016-06-24,23815.0
2016-06-27,23880.0
2016-06-28,23940.0
2016-06-29,24225.0
2016-06-30,24400.0
2016-07-01,24600.0
2016-07-04,24685.0
2016-07-05,24655.0
2016-07-06,24160.0
2016-07-07,24435.0
2016-07-08,24310.0
2016-07-11,24670.0
2016-07-12,24670.0
2016-07-13,24835.0
2016-07-14,24880.0
2016-07-15,25005.0
2016-07-18,25050.0
2016-07-19,25015.0
2016-07-20,24970.0
2016-07-21,24995.0
2016-07-22,24980.0
2016-07-25,24995.0
2016-07-26,25215.0
2016-07-27,25200.0
2016-07-28,25135.0
2016-07-29,25115.0
2016-08-01,25320.0
2016-08-02,25125.0
2016-08-03,24805.0
2016-08-04,24860.0
2016-08-05,25130.0
2016-08-08,25320.0
2016-08-09,25515.0
2016-08-10,25430.0
2016-08-11,25460.0
2016-08-12,25550.0
2016-08-16,25535.0
2016-08-17,25515.0
2016-08-18,25700.0
2016-08-19,25760.0
2016-08-22,25610.0
2016-08-23,25745.0
2016-08-24,25625.0
2016-08-25,25670.0
2016-08-26,25570.0
2016-08-29,25575.0
2016-08-30,25680.0
2016-08-31,25585.0
2016-09-01,25520.0
2016-09-02,25570.0
2016-09-05,25895.0
2016-09-06,25990.0
2016-09-07,25940.0
2016-09-08,25935.0
2016-09-09,25630.0
2016-09-12,24985.0
2016-09-13,25075.0
2016-09-19,25335.0
2016-09-20,25375.0
2016-09-21,25545.0
2016-09-22,25770.0
2016-09-23,25750.0
2016-09-26,25665.0
2016-09-27,25840.0
2016-09-28,25765.0
2016-09-29,25945.0
2016-09-30,25665.0
2016-10-04,25815.0
2016-10-05,25800.0
2016-10-06,25980.0
2016-10-07,25900.0
2016-10-10,25940.0
2016-10-11,25580.0
2016-10-12,25560.0
2016-10-13,25335.0
2016-10-14,25465.0
2016-10-17,25505.0
2016-10-18,25680.0
2016-10-19,25710.0
2016-10-20,25735.0
2016-10-21,25610.0
2016-10-24,25805.0
2016-10-25,25765.0
2016-10-26,25450.0
2016-10-27,25565.0
2016-10-28,25580.0
2016-10-31,25530.0
2016-11-01,25540.0
2016-11-02,25205.0
2016-11-03,25290.0
2016-11-04,25200.0
2016-11-07,25445.0
2016-11-08,25500.0
2016-11-09,24975.0
2016-11-10,25470.0
2016-11-11,25215.0
2016-11-14,25015.0
2016-11-15,24925.0
2016-11-16,25015.0
2016-11-17,25000.0
2016-11-18,24990.0
2016-11-21,24940.0
2016-11-22,25225.0
2016-11-23,25320.0
2016-11-24,25190.0
2016-11-25,25200.0
2016-11-28,25275.0
2016-11-29,25285.0
2016-11-30,25410.0
2016-12-01,25430.0
2016-12-02,25250.0
2016-12-05,25220.0
2016-12-06,25525.0
2016-12-07,25595.0
2016-12-08,26030.0
2016-12-09,26045.0
2016-12-12,26010.0
2016-12-13,26060.0
2016-12-14,26085.0
2016-12-15,26075.0
2016-12-16,26140.0
2016-12-19,26160.0
2016-12-20,26220.0
2016-12-21,26185.0
2016-12-22,26170.0
2016-12-23,26135.0
2016-12-26,26185.0
2016-12-27,26225.0
2016-12-28,26310.0
2016-12-29,26325.0
2017-01-02,26415.0
2017-01-03,26625.0
2017-01-04,26655.0
2017-01-05,26550.0
2017-01-06,26665.0
2017-01-09,26730.0
2017-01-10,26695.0
2017-01-11,27175.0
2017-01-12,27245.0
2017-01-13,27175.0
2017-01-16,27025.0
2017-01-17,27130.0
2017-01-18,27115.0
2017-01-19,27130.0
2017-01-20,27090.0
2017-01-23,27065.0
2017-01-24,27070.0
2017-01-25,27170.0
2017-01-26,27390.0
2017-01-31,27240.0
2017-02-01,27320.0
2017-02-02,27215.0
2017-02-03,27235.0
2017-02-06,27300.0
2017-02-07,27275.0
2017-02-08,27145.0
2017-02-09,27185.0
2017-02-10,27235.0
2017-02-13,27250.0
2017-02-14,27175.0
2017-02-15,27260.0
2017-02-16,27245.0
2017-02-17,27245.0
2017-02-20,27335.0
2017-02-21,27585.0
2017-02-22,27640.0
2017-02-23,27650.0
2017-02-24,27440.0
2017-02-27,27315.0
2017-02-28,27365.0
2017-03-02,27620.0
2017-03-03,27355.0
2017-03-06,27385.0
2017-03-07,27550.0
2017-03-08,27600.0
2017-03-09,27545.0
2017-03-10,27565.0
2017-03-13,27875.0
2017-03-14,28130.0
2017-03-15,28165.0
2017-03-16,28370.0
2017-03-17,28495.0
2017-03-20,28460.0
2017-03-21,28735.0
2017-03-22,28640.0
2017-03-23,28685.0
2017-03-24,28640.0
2017-03-27,28460.0
2017-03-28,28525.0
2017-03-29,28620.0
2017-03-30,28595.0
2017-03-31,28540.0
2017-04-03,28610.0
2017-04-04,28550.0
2017-04-05,28500.0
2017-04-06,28390.0
2017-04-07,28340.0
2017-04-10,28175.0
2017-04-11,28060.0
2017-04-12,28075.0
2017-04-13,28340.0
2017-04-14,28215.0
2017-04-17,28275.0
2017-04-18,28260.0
2017-04-19,28135.0
2017-04-20,28255.0
2017-04-21,28490.0
2017-04-24,28640.0
2017-04-25,28930.0
2017-04-26,29105.0
2017-04-27,28685.0
2017-04-28,28745.0
2017-05-02,28970.0
2017-05-04,29260.0
2017-05-08,30025.0
2017-05-10,29700.0
2017-05-11,30070.0
2017-05-12,29940.0
2017-05-15,30010.0
2017-05-16,30050.0
2017-05-17,30035.0
2017-05-18,29975.0
2017-05-19,29915.0
2017-05-22,30155.0
2017-05-23,30245.0
2017-05-24,30275.0
2017-05-25,30630.0
2017-05-26,30820.0
2017-05-29,30790.0
2017-05-30,30580.0
2017-05-31,30585.0
2017-06-01,30500.0
2017-06-02,30875.0
2017-06-05,30830.0
2017-06-07,30645.0
2017-06-08,30800.0
2017-06-09,31030.0
2017-06-12,30730.0
2017-06-13,30900.0
2017-06-14,30895.0
2017-06-15,30770.0
2017-06-16,30780.0
2017-06-19,30945.0
2017-06-20,31040.0
2017-06-21,30845.0
2017-06-22,31050.0
2017-06-23,31125.0
2017-06-26,31295.0
2017-06-27,31305.0
2017-06-28,31205.0
2017-06-29,31420.0
2017-06-30,31325.0
2017-07-03,31395.0
2017-07-04,31200.0
2017-07-05,31320.0
2017-07-06,31325.0
2017-07-07,31200.0
2017-07-10,31305.0
2017-07-11,31480.0
2017-07-12,31475.0
2017-07-13,31815.0
2017-07-14,31860.0
2017-07-17,31995.0
2017-07-18,31985.0
2017-07-19,32025.0
2017-07-20,32190.0
2017-07-21,32325.0
2017-07-24,32315.0
2017-07-25,32155.0
2017-07-26,32080.0
2017-07-27,32185.0
2017-07-28,31460.0
2017-07-31,31460.0
2017-08-01,31740.0
2017-08-02,31825.0
2017-08-03,31260.0
2017-08-04,31425.0
2017-08-07,31445.0
2017-08-08,31395.0
2017-08-09,31000.0
2017-08-10,30855.0
2017-08-11,30290.0
2017-08-14,30560.0
2017-08-16,30745.0
2017-08-17,30920.0
2017-08-18,30890.0
2017-08-21,30855.0
2017-08-22,30960.0
2017-08-23,30980.0
2017-08-24,31125.0
2017-08-25,31145.0
2017-08-28,30965.0
2017-08-29,30885.0
2017-08-30,31000.0
2017-08-31,30810.0
2017-09-01,30810.0
2017-09-04,30465.0
2017-09-05,30435.0
2017-09-06,30370.0
2017-09-07,30750.0
2017-09-08,30770.0
2017-09-11,31050.0
2017-09-12,31075.0
2017-09-13,31090.0
2017-09-14,31210.0
2017-09-15,31385.0
2017-09-18,31890.0
2017-09-19,31875.0
2017-09-20,31855.0
2017-09-21,31880.0
2017-09-22,31675.0
2017-09-25,31645.0
2017-09-26,31485.0
2017-09-27,31420.0
2017-09-28,31455.0
2017-09-29,31700.0
2017-10-10,32275.0
2017-10-11,32615.0
2017-10-12,32825.0
2017-10-13,32785.0
2017-10-16,32815.0
2017-10-17,32885.0
2017-10-18,32865.0
2017-10-19,32735.0
2017-10-20,32910.0
2017-10-23,33010.0
2017-10-24,32950.0
2017-10-25,32975.0
2017-10-26,32750.0
2017-10-27,32975.0
2017-10-30,33045.0
2017-10-31,33375.0
2017-11-01,33925.0
2017-11-02,33805.0
2017-11-03,33880.0
2017-11-06,33745.0
2017-11-07,33710.0
2017-11-08,33810.0
2017-11-09,33715.0
2017-11-10,33625.0
2017-11-13,33450.0
2017-11-14,33425.0
2017-11-15,33220.0
2017-11-16,33435.0
2017-11-17,33425.0
2017-11-20,33280.0
2017-11-21,33355.0
2017-11-22,33560.0
2017-11-23,33500.0
2017-11-24,33570.0
2017-11-27,33000.0
2017-11-28,33090.0
2017-11-29,33075.0
2017-11-30,32535.0
2017-12-01,32525.0
2017-12-04,32870.0
2017-12-05,32960.0
2017-12-06,32490.0
2017-12-07,32385.0
2017-12-08,32485.0
2017-12-11,32525.0
2017-12-12,32415.0
2017-12-13,32670.0
2017-12-14,32705.0
2017-12-15,32650.0
2017-12-18,32690.0
2017-12-19,32700.0
2017-12-20,32610.0
2017-12-21,31975.0
2017-12-22,32130.0
2017-12-26,32000.0
2017-12-27,32375.0
2017-12-28,32780.0
2018-01-02,32925.0
2018-01-03,33065.0
2018-01-04,32805.0
2018-01-05,33250.0
2018-01-08,33475.0
2018-01-09,33340.0
2018-01-10,33125.0
2018-01-11,32955.0
2018-01-12,33015.0
2018-01-15,33090.0
2018-01-16,33350.0
2018-01-17,33270.0
2018-01-18,33295.0
2018-01-19,33320.0
2018-01-22,32980.0
2018-01-23,33425.0
2018-01-24,33480.0
2018-01-25,33740.0
2018-01-26,33875.0
2018-01-29,34105.0
2018-01-30,33680.0
2018-01-31,33705.0
2018-02-01,33715.0
2018-02-02,33065.0
2018-02-05,32715.0
2018-02-06,32250.0
2018-02-07,31435.0
2018-02-08,31700.0
2018-02-09,30860.0
2018-02-12,31205.0
2018-02-13,31445.0
2018-02-14,31855.0
2018-02-19,32020.0
2018-02-20,31650.0
2018-02-21,31815.0
2018-02-22,31605.0
2018-02-23,32100.0
2018-02-26,32155.0
2018-02-27,32055.0
2018-02-28,31690.0
2018-03-02,31245.0
2018-03-05,30835.0
2018-03-06,31455.0
2018-03-07,31495.0
2018-03-08,31815.0
2018-03-09,32180.0
2018-03-12,32465.0
2018-03-13,32615.0
2018-03-14,32590.0
2018-03-15,32705.0
2018-03-16,32645.0
2018-03-19,32410.0
2018-03-20,32565.0
2018-03-21,32570.0
2018-03-22,32695.0
2018-03-23,31605.0
2018-03-26,31880.0
2018-03-27,32015.0
2018-03-28,31620.0
2018-03-29,31880.0
