Date,KODEX 삼성그룹
2018-11-08,6470.0
2018-11-09,6380.0
2018-11-12,6345.0
2018-11-13,6320.0
2018-11-14,6285.0
2018-11-15,6340.0
2018-11-16,6340.0
2018-11-19,6350.0
2018-11-20,6265.0
2018-11-21,6240.0
2018-11-22,6175.0
2018-11-23,6120.0
2018-11-26,6200.0
2018-11-27,6255.0
2018-11-28,6310.0
2018-11-29,6335.0
2018-11-30,6255.0
2018-12-03,6405.0
2018-12-04,6340.0
2018-12-05,6290.0
2018-12-06,6170.0
2018-12-07,6205.0
2018-12-10,6130.0
2018-12-11,6185.0
2018-12-12,6245.0
2018-12-13,6320.0
2018-12-14,6145.0
2018-12-17,6165.0
2018-12-18,6100.0
2018-12-19,6180.0
2018-12-20,6100.0
2018-12-21,6130.0
2018-12-24,6155.0
2018-12-26,6040.0
2018-12-27,6180.0
2018-12-28,6225.0
2019-01-02,6135.0
2019-01-03,6045.0
2019-01-04,6060.0
2019-01-07,6190.0
2019-01-08,6140.0
2019-01-09,6265.0
2019-01-10,6245.0
2019-01-11,6330.0
2019-01-14,6320.0
2019-01-15,6420.0
2019-01-16,6445.0
2019-01-17,6410.0
2019-01-18,6470.0
2019-01-21,6530.0
2019-01-22,6500.0
2019-01-23,6540.0
2019-01-24,6550.0
2019-01-25,6730.0
2019-01-28,6715.0
2019-01-29,6745.0
2019-01-30,6780.0
2019-01-31,6765.0
2019-02-01,6755.0
2019-02-07,6790.0
2019-02-08,6710.0
2019-02-11,6725.0
2019-02-12,6795.0
2019-02-13,6820.0
2019-02-14,6920.0
2019-02-15,6815.0
2019-02-18,6890.0
2019-02-19,6860.0
2019-02-20,6945.0
2019-02-21,6945.0
2019-02-22,6910.0
2019-02-25,6945.0
2019-02-26,6910.0
2019-02-27,6935.0
2019-02-28,6825.0
2019-03-04,6780.0
2019-03-05,6705.0
2019-03-06,6665.0
2019-03-07,6630.0
2019-03-08,6530.0
2019-03-11,6520.0
2019-03-12,6590.0
2019-03-13,6550.0
2019-03-14,6540.0
2019-03-15,6585.0
2019-03-18,6605.0
2019-03-19,6615.0
