Date,KBSTAR 주식혼합
2018-10-02,34065.0
2018-10-04,33650.0
2018-10-05,33635.0
2018-10-08,33530.0
2018-10-10,33320.0
2018-10-11,32390.0
2018-10-12,32635.0
2018-10-15,32440.0
2018-10-16,32405.0
2018-10-17,32745.0
2018-10-18,32515.0
2018-10-19,32600.0
2018-10-22,32675.0
2018-10-23,32015.0
2018-10-24,31975.0
2018-10-25,31545.0
2018-10-26,31325.0
2018-10-29,31110.0
2018-10-30,31365.0
2018-10-31,31360.0
2018-11-01,31340.0
2018-11-02,32115.0
2018-11-05,31805.0
2018-11-06,31975.0
2018-11-07,31930.0
2018-11-08,32175.0
2018-11-09,32035.0
2018-11-12,32015.0
2018-11-13,31875.0
2018-11-14,31765.0
2018-11-15,32035.0
2018-11-16,32040.0
2018-11-19,32105.0
2018-11-20,31830.0
2018-11-21,31755.0
2018-11-22,31725.0
2018-11-23,31580.0
2018-11-26,31870.0
2018-11-27,32090.0
2018-11-28,32195.0
2018-11-29,32280.0
2018-11-30,32110.0
2018-12-03,32455.0
2018-12-04,32225.0
2018-12-05,32025.0
2018-12-06,31650.0
2018-12-07,31755.0
2018-12-10,31495.0
2018-12-11,31460.0
2018-12-12,31765.0
2018-12-13,31875.0
2018-12-14,31510.0
2018-12-17,31590.0
2018-12-18,31485.0
2018-12-19,31680.0
2018-12-20,31405.0
2018-12-21,31385.0
2018-12-24,31400.0
2018-12-26,31160.0
2018-12-27,31430.0
2018-12-28,31570.0
2019-01-02,31260.0
2019-01-03,31065.0
2019-01-04,31240.0
2019-01-07,31565.0
2019-01-08,31420.0
2019-01-09,31885.0
2019-01-10,31880.0
2019-01-11,32035.0
2019-01-14,31820.0
2019-01-15,32250.0
2019-01-16,32365.0
2019-01-17,32450.0
2019-01-18,32580.0
2019-01-21,32600.0
2019-01-22,32515.0
2019-01-23,32565.0
2019-01-24,32795.0
2019-01-25,33230.0
2019-01-28,33270.0
2019-01-29,33340.0
2019-01-30,33595.0
2019-01-31,33645.0
2019-02-01,33590.0
2019-02-07,33615.0
2019-02-08,33240.0
2019-02-11,33295.0
2019-02-12,33440.0
2019-02-13,33530.0
2019-02-14,33640.0
2019-02-15,33470.0
2019-02-18,33600.0
2019-02-19,33540.0
2019-02-20,33795.0
2019-02-21,33795.0
2019-02-22,33790.0
2019-02-25,33860.0
2019-02-26,33780.0
2019-02-27,33865.0
2019-02-28,33515.0
2019-03-04,33335.0
2019-03-05,33120.0
2019-03-06,33100.0
2019-03-07,33020.0
2019-03-08,32750.0
2019-03-11,32720.0
2019-03-12,32995.0
2019-03-13,32835.0
2019-03-14,32870.0
2019-03-15,33105.0
2019-03-18,33120.0
2019-03-19,33090.0
