Date,TIGER 소프트웨어
2018-10-05,7625.0
2018-10-08,7635.0
2018-10-10,7525.0
2018-10-11,7310.0
2018-10-12,7380.0
2018-10-15,7225.0
2018-10-16,7235.0
2018-10-17,7220.0
2018-10-18,7140.0
2018-10-19,7265.0
2018-10-22,7330.0
2018-10-23,7155.0
2018-10-24,7150.0
2018-10-25,6930.0
2018-10-26,6580.0
2018-10-29,6380.0
2018-10-30,6550.0
2018-10-31,6700.0
2018-11-01,6665.0
2018-11-02,6950.0
2018-11-05,6865.0
2018-11-06,6850.0
2018-11-07,6815.0
2018-11-08,6900.0
2018-11-09,6940.0
2018-11-12,6900.0
2018-11-13,6850.0
2018-11-14,6910.0
2018-11-15,6945.0
2018-11-16,6940.0
2018-11-19,6975.0
2018-11-20,6975.0
2018-11-21,6935.0
2018-11-22,6940.0
2018-11-23,7015.0
2018-11-26,7250.0
2018-11-27,7275.0
2018-11-28,7440.0
2018-11-29,7600.0
2018-11-30,7595.0
2018-12-03,7515.0
2018-12-04,7445.0
2018-12-05,7485.0
2018-12-06,7255.0
2018-12-07,7255.0
2018-12-10,7150.0
2018-12-11,7190.0
2018-12-12,7270.0
2018-12-13,7380.0
2018-12-14,7250.0
2018-12-17,7170.0
2018-12-18,7070.0
2018-12-19,7300.0
2018-12-20,7160.0
2018-12-21,7230.0
2018-12-24,7240.0
2018-12-26,7065.0
2018-12-27,7255.0
2018-12-28,7235.0
2019-01-02,7120.0
2019-01-03,7130.0
2019-01-04,7230.0
2019-01-07,7360.0
2019-01-08,7280.0
2019-01-09,7405.0
2019-01-10,7355.0
2019-01-11,7470.0
2019-01-14,7355.0
2019-01-15,7405.0
2019-01-16,7345.0
2019-01-17,7420.0
2019-01-18,7490.0
2019-01-21,7390.0
2019-01-22,7410.0
2019-01-23,7420.0
2019-01-24,7295.0
2019-01-25,7325.0
2019-01-28,7380.0
2019-01-29,7430.0
2019-01-30,7400.0
2019-01-31,7440.0
2019-02-01,7415.0
2019-02-07,7340.0
2019-02-08,7335.0
2019-02-11,7275.0
2019-02-12,7155.0
2019-02-13,7240.0
2019-02-14,7395.0
2019-02-15,7390.0
2019-02-18,7400.0
2019-02-19,7355.0
2019-02-20,7400.0
2019-02-21,7410.0
2019-02-22,7335.0
2019-02-25,7325.0
2019-02-26,7525.0
2019-02-27,7535.0
2019-02-28,7555.0
2019-03-04,7595.0
2019-03-05,7545.0
2019-03-06,7600.0
2019-03-07,7500.0
2019-03-08,7425.0
2019-03-11,7415.0
2019-03-12,7425.0
2019-03-13,7420.0
2019-03-14,7465.0
2019-03-15,7505.0
2019-03-18,7550.0
2019-03-19,7495.0
