Date,TIGER 200 IT
2018-10-05,20710.0
2018-10-08,20770.0
2018-10-10,20530.0
2018-10-11,19810.0
2018-10-12,20390.0
2018-10-15,20120.0
2018-10-16,20030.0
2018-10-17,20240.0
2018-10-18,20000.0
2018-10-19,20235.0
2018-10-22,20200.0
2018-10-23,19725.0
2018-10-24,19370.0
2018-10-25,18895.0
2018-10-26,18505.0
2018-10-29,18275.0
2018-10-30,18920.0
2018-10-31,19110.0
2018-11-01,19100.0
2018-11-02,20000.0
2018-11-05,19700.0
2018-11-06,19635.0
2018-11-07,19615.0
2018-11-08,19815.0
2018-11-09,19740.0
2018-11-12,19985.0
2018-11-13,19670.0
2018-11-14,19555.0
2018-11-15,19810.0
2018-11-16,19660.0
2018-11-19,19715.0
2018-11-20,19275.0
2018-11-21,19195.0
2018-11-22,19250.0
2018-11-23,19230.0
2018-11-26,19800.0
2018-11-27,19945.0
2018-11-28,20165.0
2018-11-29,20300.0
2018-11-30,19915.0
2018-12-03,20310.0
2018-12-04,19910.0
2018-12-05,19775.0
2018-12-06,19095.0
2018-12-07,19200.0
2018-12-10,18800.0
2018-12-11,18815.0
2018-12-12,19220.0
2018-12-13,19420.0
2018-12-14,18615.0
2018-12-17,18825.0
2018-12-18,18495.0
2018-12-19,18625.0
2018-12-20,18330.0
2018-12-21,18510.0
2018-12-24,18585.0
2018-12-26,18305.0
2018-12-27,18790.0
2018-12-28,18800.0
2019-01-02,18575.0
2019-01-03,18065.0
2019-01-04,18065.0
2019-01-07,18645.0
2019-01-08,18460.0
2019-01-09,19180.0
2019-01-10,19345.0
2019-01-11,19635.0
2019-01-14,19325.0
2019-01-15,19775.0
2019-01-16,19965.0
2019-01-17,19765.0
2019-01-18,19880.0
2019-01-21,20155.0
2019-01-22,19895.0
2019-01-23,19980.0
2019-01-24,20185.0
2019-01-25,21135.0
2019-01-28,20890.0
2019-01-29,21125.0
2019-01-30,21315.0
2019-01-31,21010.0
2019-02-01,21130.0
2019-02-07,21430.0
2019-02-08,20895.0
2019-02-11,21150.0
2019-02-12,21470.0
2019-02-13,21570.0
2019-02-14,21885.0
2019-02-15,21385.0
2019-02-18,21675.0
2019-02-19,21600.0
2019-02-20,21900.0
2019-02-21,21790.0
2019-02-22,21830.0
2019-02-25,21800.0
2019-02-26,21645.0
2019-02-27,21645.0
2019-02-28,21145.0
2019-03-04,21040.0
2019-03-05,20875.0
2019-03-06,20865.0
2019-03-07,20780.0
2019-03-08,20445.0
2019-03-11,20480.0
2019-03-12,20665.0
2019-03-13,20555.0
2019-03-14,20560.0
2019-03-15,20725.0
2019-03-18,20605.0
2019-03-19,20520.0
