Date,TIGER 중국소비테마
2018-11-08,7060.0
2018-11-09,7005.0
2018-11-12,7005.0
2018-11-13,7000.0
2018-11-14,7110.0
2018-11-15,7410.0
2018-11-16,7445.0
2018-11-19,7540.0
2018-11-20,7465.0
2018-11-21,7550.0
2018-11-22,7535.0
2018-11-23,7460.0
2018-11-26,7600.0
2018-11-27,7625.0
2018-11-28,7625.0
2018-11-29,7580.0
2018-11-30,7615.0
2018-12-03,7625.0
2018-12-04,7640.0
2018-12-05,7615.0
2018-12-06,7420.0
2018-12-07,7420.0
2018-12-10,7395.0
2018-12-11,7460.0
2018-12-12,7575.0
2018-12-13,7600.0
2018-12-14,7555.0
2018-12-17,7585.0
2018-12-18,7565.0
2018-12-19,7605.0
2018-12-20,7520.0
2018-12-21,7520.0
2018-12-24,7475.0
2018-12-26,7380.0
2018-12-27,7510.0
2018-12-28,7590.0
2019-01-02,7440.0
2019-01-03,7360.0
2019-01-04,7430.0
2019-01-07,7465.0
2019-01-08,7450.0
2019-01-09,7520.0
2019-01-10,7540.0
2019-01-11,7560.0
2019-01-14,7580.0
2019-01-15,7625.0
2019-01-16,7595.0
2019-01-17,7490.0
2019-01-18,7555.0
2019-01-21,7505.0
2019-01-22,7480.0
2019-01-23,7595.0
2019-01-24,7545.0
2019-01-25,7590.0
2019-01-28,7590.0
2019-01-29,7570.0
2019-01-30,7570.0
2019-01-31,7615.0
2019-02-01,7605.0
2019-02-07,7595.0
2019-02-08,7510.0
2019-02-11,7535.0
2019-02-12,7480.0
2019-02-13,7585.0
2019-02-14,7695.0
2019-02-15,7795.0
2019-02-18,7850.0
2019-02-19,7890.0
2019-02-20,8020.0
2019-02-21,8035.0
2019-02-22,8035.0
2019-02-25,8080.0
2019-02-26,8065.0
2019-02-27,8100.0
2019-02-28,7985.0
2019-03-04,8135.0
2019-03-05,8090.0
2019-03-06,8060.0
2019-03-07,8050.0
2019-03-08,8035.0
2019-03-11,8070.0
2019-03-12,8120.0
2019-03-13,8130.0
2019-03-14,8155.0
2019-03-15,8200.0
2019-03-18,8350.0
2019-03-19,8270.0
