Date,KINDEX 밸류대형
2019-02-28,7295.0
2019-03-04,7215.0
2019-03-05,7155.0
2019-03-06,7165.0
2019-03-07,7135.0
2019-03-08,7040.0
2019-03-11,7040.0
2019-03-12,7125.0
2019-03-13,7075.0
2019-03-14,7080.0
2019-03-15,7170.0
2019-03-18,7170.0
2019-03-19,7170.0
