Date,KODEX 자동차
2018-10-05,14280.0
2018-10-08,14140.0
2018-10-10,13860.0
2018-10-11,13480.0
2018-10-12,13445.0
2018-10-15,13165.0
2018-10-16,13305.0
2018-10-17,13425.0
2018-10-18,13150.0
2018-10-19,13105.0
2018-10-22,13220.0
2018-10-23,12775.0
2018-10-24,12945.0
2018-10-25,12410.0
2018-10-26,12430.0
2018-10-29,12285.0
2018-10-30,12370.0
2018-10-31,12420.0
2018-11-01,12340.0
2018-11-02,12560.0
2018-11-05,12255.0
2018-11-06,12615.0
2018-11-07,12400.0
2018-11-08,12450.0
2018-11-09,12485.0
2018-11-12,12170.0
2018-11-13,12240.0
2018-11-14,12345.0
2018-11-15,12585.0
2018-11-16,12580.0
2018-11-19,12580.0
2018-11-20,12210.0
2018-11-21,12290.0
2018-11-22,11740.0
2018-11-23,11710.0
2018-11-26,11885.0
2018-11-27,12240.0
2018-11-28,12285.0
2018-11-29,12235.0
2018-11-30,12600.0
2018-12-03,12720.0
2018-12-04,12595.0
2018-12-05,12480.0
2018-12-06,12670.0
2018-12-07,12600.0
2018-12-10,12530.0
2018-12-11,12510.0
2018-12-12,13115.0
2018-12-13,13400.0
2018-12-14,13250.0
2018-12-17,13435.0
2018-12-18,13445.0
2018-12-19,13825.0
2018-12-20,13670.0
2018-12-21,13470.0
2018-12-24,13520.0
2018-12-26,13160.0
2018-12-27,13385.0
2018-12-28,13485.0
2019-01-02,13175.0
2019-01-03,13360.0
2019-01-04,13795.0
2019-01-07,13755.0
2019-01-08,13405.0
2019-01-09,13845.0
2019-01-10,13670.0
2019-01-11,13685.0
2019-01-14,13645.0
2019-01-15,14070.0
2019-01-16,14105.0
2019-01-17,14260.0
2019-01-18,14665.0
2019-01-21,14460.0
2019-01-22,14390.0
2019-01-23,14760.0
2019-01-24,14710.0
2019-01-25,14485.0
2019-01-28,14535.0
2019-01-29,14625.0
2019-01-30,14885.0
2019-01-31,14940.0
2019-02-01,14750.0
2019-02-07,14640.0
2019-02-08,14595.0
2019-02-11,14750.0
2019-02-12,14825.0
2019-02-13,14710.0
2019-02-14,14480.0
2019-02-15,14375.0
2019-02-18,14320.0
2019-02-19,14250.0
2019-02-20,14310.0
2019-02-21,14360.0
2019-02-22,14460.0
2019-02-25,14535.0
2019-02-26,14605.0
2019-02-27,14935.0
2019-02-28,14885.0
2019-03-04,14520.0
2019-03-05,14355.0
2019-03-06,14495.0
2019-03-07,14380.0
2019-03-08,14030.0
2019-03-11,14135.0
2019-03-12,14340.0
2019-03-13,14240.0
2019-03-14,13950.0
2019-03-15,14125.0
2019-03-18,14455.0
2019-03-19,14445.0
