Date,KODEX 미국S&P바이오(합성)
2018-10-01,23770.0
2018-10-02,23500.0
2018-10-04,23855.0
2018-10-05,23150.0
2018-10-08,22850.0
2018-10-10,22305.0
2018-10-11,21550.0
2018-10-12,21345.0
2018-10-15,21600.0
2018-10-16,21405.0
2018-10-17,22450.0
2018-10-18,22430.0
2018-10-19,22055.0
2018-10-22,21515.0
2018-10-23,21155.0
2018-10-24,21000.0
2018-10-25,19630.0
2018-10-26,20365.0
2018-10-29,20360.0
2018-10-30,19865.0
2018-10-31,19805.0
2018-11-01,20090.0
2018-11-02,21035.0
2018-11-05,20860.0
2018-11-06,20875.0
2018-11-07,20825.0
2018-11-08,21175.0
2018-11-09,21140.0
2018-11-12,20450.0
2018-11-13,19670.0
2018-11-14,19600.0
2018-11-15,18965.0
2018-11-16,19520.0
2018-11-19,19945.0
2018-11-20,19300.0
2018-11-21,19350.0
2018-11-22,19570.0
2018-11-23,19655.0
2018-11-26,19695.0
2018-11-27,20100.0
2018-11-28,19605.0
2018-11-29,20140.0
2018-11-30,20015.0
2018-12-03,20250.0
2018-12-04,20810.0
2018-12-05,19975.0
2018-12-06,20000.0
2018-12-07,20050.0
2018-12-10,19670.0
2018-12-11,19960.0
2018-12-12,19880.0
2018-12-13,19990.0
2018-12-14,19455.0
2018-12-17,19395.0
2018-12-18,18960.0
2018-12-19,18535.0
2018-12-20,17940.0
2018-12-21,17270.0
2018-12-24,16545.0
2018-12-26,16550.0
2018-12-27,17460.0
2018-12-28,17350.0
2019-01-02,17805.0
2019-01-03,18170.0
2019-01-04,17810.0
2019-01-07,18785.0
2019-01-08,19730.0
2019-01-09,19975.0
2019-01-10,20030.0
2019-01-11,20365.0
2019-01-14,20450.0
2019-01-15,20045.0
2019-01-16,20470.0
2019-01-17,20375.0
2019-01-18,20540.0
2019-01-21,20855.0
2019-01-22,20900.0
2019-01-23,20270.0
2019-01-24,20095.0
2019-01-25,20040.0
2019-01-28,20440.0
2019-01-29,19925.0
2019-01-30,19875.0
2019-01-31,20380.0
2019-02-01,20740.0
2019-02-07,20995.0
2019-02-08,20540.0
2019-02-11,20700.0
2019-02-12,20800.0
2019-02-13,21140.0
2019-02-14,21145.0
2019-02-15,21250.0
2019-02-18,21615.0
2019-02-19,21655.0
2019-02-20,21455.0
2019-02-21,21390.0
2019-02-22,20975.0
2019-02-25,21420.0
2019-02-26,22195.0
2019-02-27,22110.0
2019-02-28,22500.0
2019-03-04,22995.0
2019-03-05,22580.0
2019-03-06,22645.0
2019-03-07,21810.0
2019-03-08,21750.0
2019-03-11,21795.0
2019-03-12,22285.0
2019-03-13,22575.0
2019-03-14,23090.0
2019-03-15,22940.0
2019-03-18,22975.0
2019-03-19,23000.0
