Date,KOSEF 블루칩
2018-12-19,7890.0
2018-12-20,7810.0
2018-12-21,7780.0
2018-12-24,7795.0
2018-12-26,7660.0
2018-12-27,7795.0
2018-12-28,7840.0
2019-01-02,7695.0
2019-01-03,7730.0
2019-01-04,7795.0
2019-01-07,7885.0
2019-01-08,7875.0
2019-01-09,7970.0
2019-01-10,7960.0
2019-01-11,7975.0
2019-01-14,7970.0
2019-01-15,8090.0
2019-01-16,8105.0
2019-01-17,8115.0
2019-01-18,8150.0
2019-01-21,8125.0
2019-01-22,8105.0
2019-01-23,8165.0
2019-01-24,8190.0
2019-01-25,8250.0
2019-01-28,8230.0
2019-01-29,8250.0
2019-01-30,8300.0
2019-01-31,8305.0
2019-02-01,8255.0
2019-02-07,8260.0
2019-02-08,8175.0
2019-02-11,8195.0
2019-02-12,8195.0
2019-02-13,8220.0
2019-02-14,8330.0
2019-02-15,8225.0
2019-02-18,8285.0
2019-02-19,8265.0
2019-02-20,8335.0
2019-02-21,8355.0
2019-02-22,8350.0
2019-02-25,8350.0
2019-02-26,8345.0
2019-02-27,8380.0
2019-02-28,8315.0
2019-03-04,8265.0
2019-03-05,8240.0
2019-03-06,8245.0
2019-03-07,8200.0
2019-03-08,8060.0
2019-03-11,8105.0
2019-03-12,8115.0
2019-03-13,8115.0
2019-03-14,8135.0
2019-03-15,8230.0
2019-03-18,8270.0
2019-03-19,8265.0
