Date,KBSTAR 국고채3년
2018-10-02,110875.0
2018-10-04,110710.0
2018-10-05,110670.0
2018-10-08,110570.0
2018-10-10,110730.0
2018-10-11,110875.0
2018-10-12,110800.0
2018-10-15,110820.0
2018-10-16,110850.0
2018-10-17,110925.0
2018-10-18,111075.0
2018-10-19,111085.0
2018-10-22,111035.0
2018-10-23,111105.0
2018-10-24,111020.0
2018-10-25,111195.0
2018-10-26,111255.0
2018-10-29,111430.0
2018-10-30,111350.0
2018-10-31,111330.0
2018-11-01,111315.0
2018-11-02,111210.0
2018-11-05,111210.0
2018-11-06,111235.0
2018-11-07,111285.0
2018-11-08,111260.0
2018-11-09,111350.0
2018-11-12,111390.0
2018-11-13,111380.0
2018-11-14,111460.0
2018-11-15,111395.0
2018-11-16,111395.0
2018-11-19,111440.0
2018-11-20,111460.0
2018-11-21,111445.0
2018-11-22,111465.0
2018-11-23,111555.0
2018-11-26,111550.0
2018-11-27,111605.0
2018-11-28,111575.0
2018-11-29,111685.0
2018-11-30,111695.0
2018-12-03,111615.0
2018-12-04,111630.0
2018-12-05,111710.0
2018-12-06,111250.0
2018-12-07,111290.0
2018-12-10,111260.0
2018-12-11,111340.0
2018-12-12,111305.0
2018-12-13,111290.0
2018-12-14,111315.0
2018-12-17,111340.0
2018-12-18,111365.0
2018-12-19,111450.0
2018-12-20,111440.0
2018-12-21,111300.0
2018-12-24,111285.0
2018-12-26,111355.0
2018-12-27,111400.0
2018-12-28,111385.0
2019-01-02,111450.0
2019-01-03,111530.0
2019-01-04,111495.0
2019-01-07,111495.0
2019-01-08,111480.0
2019-01-09,111445.0
2019-01-10,111505.0
2019-01-11,111520.0
2019-01-14,111530.0
2019-01-15,111570.0
2019-01-16,111540.0
2019-01-17,111560.0
2019-01-18,111460.0
2019-01-21,111495.0
2019-01-22,111555.0
2019-01-23,111580.0
2019-01-24,111575.0
2019-01-25,111555.0
2019-01-28,111550.0
2019-01-29,111530.0
2019-01-30,111490.0
2019-01-31,111595.0
2019-02-01,111625.0
2019-02-07,111635.0
2019-02-08,111705.0
2019-02-11,111715.0
2019-02-12,111700.0
2019-02-13,111680.0
2019-02-14,111680.0
2019-02-15,111760.0
2019-02-18,111700.0
2019-02-19,111650.0
2019-02-20,111695.0
2019-02-21,111680.0
2019-02-22,111675.0
2019-02-25,111675.0
2019-02-26,111680.0
2019-02-27,111700.0
2019-02-28,111735.0
2019-03-04,111635.0
2019-03-05,111665.0
2019-03-06,111675.0
2019-03-07,111330.0
2019-03-08,111405.0
2019-03-11,111435.0
2019-03-12,111415.0
2019-03-13,111475.0
2019-03-14,111465.0
2019-03-15,111450.0
2019-03-18,111435.0
2019-03-19,111440.0
