Date,TIGER 차이나항셍25
2018-10-08,16680.0
2018-10-10,16615.0
2018-10-11,16000.0
2018-10-12,16230.0
2018-10-15,16145.0
2018-10-16,16075.0
2018-10-17,16300.0
2018-10-18,16065.0
2018-10-19,16375.0
2018-10-22,16715.0
2018-10-23,16220.0
2018-10-24,16290.0
2018-10-25,15915.0
2018-10-26,15970.0
2018-10-29,15750.0
2018-10-30,15880.0
2018-10-31,15920.0
2018-11-01,16300.0
2018-11-02,16620.0
2018-11-05,16500.0
2018-11-06,16515.0
2018-11-07,16410.0
2018-11-08,16795.0
2018-11-09,16330.0
2018-11-12,16390.0
2018-11-13,16280.0
2018-11-14,16315.0
2018-11-15,16340.0
2018-11-16,16460.0
2018-11-19,16655.0
2018-11-20,16325.0
2018-11-21,16325.0
2018-11-22,16330.0
2018-11-23,16565.0
2018-11-26,16530.0
2018-11-27,16475.0
2018-11-28,16730.0
2018-11-29,16550.0
2018-11-30,16650.0
2018-12-03,17035.0
2018-12-04,16750.0
2018-12-05,16840.0
2018-12-06,16305.0
2018-12-07,16440.0
2018-12-10,16245.0
2018-12-11,16295.0
2018-12-12,16545.0
2018-12-13,16690.0
2018-12-14,16445.0
2018-12-17,16440.0
2018-12-18,16140.0
2018-12-19,16045.0
2018-12-20,15910.0
2018-12-21,15715.0
2018-12-24,15760.0
2018-12-26,15900.0
2018-12-27,14945.0
2018-12-28,15025.0
2019-01-02,14750.0
2019-01-03,14790.0
2019-01-04,15070.0
2019-01-07,15200.0
2019-01-08,15150.0
2019-01-09,15520.0
2019-01-10,15540.0
2019-01-11,15625.0
2019-01-14,15445.0
2019-01-15,15690.0
2019-01-16,15760.0
2019-01-17,15775.0
2019-01-18,15870.0
2019-01-21,16205.0
2019-01-22,15990.0
2019-01-23,16040.0
2019-01-24,16010.0
2019-01-25,16355.0
2019-01-28,16240.0
2019-01-29,16245.0
2019-01-30,16245.0
2019-01-31,16500.0
2019-02-01,16545.0
2019-02-07,16695.0
2019-02-08,16575.0
2019-02-11,16555.0
2019-02-12,16705.0
2019-02-13,16835.0
2019-02-14,16810.0
2019-02-15,16550.0
2019-02-18,16830.0
2019-02-19,16780.0
2019-02-20,16890.0
2019-02-21,16975.0
2019-02-22,17010.0
2019-02-25,17245.0
2019-02-26,17140.0
2019-02-27,17140.0
2019-02-28,17035.0
2019-03-04,17440.0
2019-03-05,17360.0
2019-03-06,17510.0
2019-03-07,17305.0
2019-03-08,16950.0
2019-03-11,17000.0
2019-03-12,17210.0
2019-03-13,17330.0
2019-03-14,17245.0
2019-03-15,17525.0
2019-03-18,17780.0
2019-03-19,17640.0
