Date,KODEX 건설
2018-12-11,3120.0
2018-12-12,3165.0
2018-12-13,3265.0
2018-12-14,3245.0
2018-12-17,3230.0
2018-12-18,3260.0
2018-12-19,3200.0
2018-12-20,3230.0
2018-12-21,3205.0
2018-12-24,3155.0
2018-12-26,3095.0
2018-12-27,3205.0
2018-12-28,3215.0
2019-01-02,3120.0
2019-01-03,3115.0
2019-01-04,3135.0
2019-01-07,3190.0
2019-01-08,3180.0
2019-01-09,3220.0
2019-01-10,3215.0
2019-01-11,3225.0
2019-01-14,3230.0
2019-01-15,3260.0
2019-01-16,3300.0
2019-01-17,3260.0
2019-01-18,3280.0
2019-01-21,3255.0
2019-01-22,3255.0
2019-01-23,3310.0
2019-01-24,3355.0
2019-01-25,3395.0
2019-01-28,3385.0
2019-01-29,3325.0
2019-01-30,3395.0
2019-01-31,3400.0
2019-02-01,3405.0
2019-02-07,3420.0
2019-02-08,3390.0
2019-02-11,3380.0
2019-02-12,3380.0
2019-02-13,3390.0
2019-02-14,3390.0
2019-02-15,3385.0
2019-02-18,3395.0
2019-02-19,3395.0
2019-02-20,3390.0
2019-02-21,3375.0
2019-02-22,3380.0
2019-02-25,3370.0
2019-02-26,3370.0
2019-02-27,3335.0
2019-02-28,3220.0
2019-03-04,3185.0
2019-03-05,3185.0
2019-03-06,3165.0
2019-03-07,3140.0
2019-03-08,3105.0
2019-03-11,3105.0
2019-03-12,3120.0
2019-03-13,3105.0
2019-03-14,3140.0
2019-03-15,3180.0
2019-03-18,3185.0
2019-03-19,3200.0
