Date,TIGER 미국나스닥100
2018-10-02,38695.0
2018-10-04,38865.0
2018-10-05,38445.0
2018-10-08,38000.0
2018-10-10,37870.0
2018-10-11,36255.0
2018-10-12,36230.0
2018-10-15,36380.0
2018-10-16,36165.0
2018-10-17,37190.0
2018-10-18,37065.0
2018-10-19,36825.0
2018-10-22,36550.0
2018-10-23,36370.0
2018-10-24,36440.0
2018-10-25,35270.0
2018-10-26,35650.0
2018-10-29,35380.0
2018-10-30,34925.0
2018-10-31,35410.0
2018-11-01,35830.0
2018-11-02,36070.0
2018-11-05,35325.0
2018-11-06,35185.0
2018-11-07,35475.0
2018-11-08,36380.0
2018-11-09,36315.0
2018-11-12,36355.0
2018-11-13,35235.0
2018-11-14,35090.0
2018-11-15,34940.0
2018-11-16,35030.0
2018-11-19,35005.0
2018-11-20,33845.0
2018-11-21,33710.0
2018-11-22,33555.0
2018-11-23,33430.0
2018-11-26,33695.0
2018-11-27,34125.0
2018-11-28,34250.0
2018-11-29,34900.0
2018-11-30,34865.0
2018-12-03,35825.0
2018-12-04,34945.0
2018-12-05,34595.0
2018-12-06,34005.0
2018-12-07,34535.0
2018-12-10,33650.0
2018-12-11,34150.0
2018-12-12,34550.0
2018-12-13,34550.0
2018-12-14,34330.0
2018-12-17,34015.0
2018-12-18,33060.0
2018-12-19,33200.0
2018-12-20,32100.0
2018-12-21,31620.0
2018-12-24,31070.0
2018-12-26,30045.0
2018-12-27,31170.0
2018-12-28,31380.0
2019-01-02,31505.0
2019-01-03,31235.0
2019-01-04,31325.0
2019-01-07,32340.0
2019-01-08,32805.0
2019-01-09,33170.0
2019-01-10,32850.0
2019-01-11,33000.0
2019-01-14,32805.0
2019-01-15,33090.0
2019-01-16,33445.0
2019-01-17,33405.0
2019-01-18,33935.0
2019-01-21,34235.0
2019-01-22,33970.0
2019-01-23,33620.0
2019-01-24,33815.0
2019-01-25,34075.0
2019-01-28,33900.0
2019-01-29,33375.0
2019-01-30,33465.0
2019-01-31,34060.0
2019-02-01,34515.0
2019-02-07,35190.0
2019-02-08,34515.0
2019-02-11,34855.0
2019-02-12,35100.0
2019-02-13,35450.0
2019-02-14,35515.0
2019-02-15,35300.0
2019-02-18,35545.0
2019-02-19,35690.0
2019-02-20,35705.0
2019-02-21,35655.0
2019-02-22,35445.0
2019-02-25,35845.0
2019-02-26,35450.0
2019-02-27,35735.0
2019-02-28,35665.0
2019-03-04,36345.0
2019-03-05,36195.0
2019-03-06,36190.0
2019-03-07,36005.0
2019-03-08,35580.0
2019-03-11,35715.0
2019-03-12,36390.0
2019-03-13,36500.0
2019-03-14,36815.0
2019-03-15,37120.0
2019-03-18,37215.0
2019-03-19,37120.0
